season,team_id,team,team_name,game_id,game_date,matchup,wl,min,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,tov,stl,blk,blka,pf,pfd,pts,plus_minus,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,fgm_rank,fga_rank,fg_pct_rank,fg3m_rank,fg3a_rank,fg3_pct_rank,ftm_rank,fta_rank,ft_pct_rank,oreb_rank,dreb_rank,reb_rank,ast_rank,tov_rank,stl_rank,blk_rank,blka_rank,pf_rank,pfd_rank,pts_rank,plus_minus_rank,available_flag,season_start,season_end
2019-20,1610612738,BOS,Boston Celtics,41900304,2020-09-23T00:00:00,BOS @ MIA,L,48.0,29.3,61.5,0.476,10.5,30.0,0.35,12.8,15.8,0.81,9.0,25.5,34.5,21.0,14.3,2.3,3.8,1.5,18.0,15.0,81.8,-2.3,1,84,84,84,13,61,106,56,53,40,90,92,98,70,22,71,42,18,148,150,43,10,115,102,78,94,1,2019,2020
2019-20,1610612743,DEN,Denver Nuggets,41900313,2020-09-22T00:00:00,DEN vs. LAL,W,48.0,30.0,54.8,0.548,8.3,21.8,0.379,17.3,21.8,0.793,6.8,26.3,33.0,19.5,15.0,6.0,1.5,2.3,15.8,19.5,85.5,6.0,1,1,1,1,13,53,159,11,104,135,60,32,31,83,62,66,59,34,154,48,133,35,69,16,47,52,1,2019,2020
2019-20,1610612747,LAL,Los Angeles Lakers,41900313,2020-09-22T00:00:00,LAL @ DEN,L,48.0,32.3,62.3,0.518,4.5,19.5,0.231,10.5,16.5,0.636,3.0,15.8,18.8,20.3,12.0,8.3,2.3,1.5,19.5,15.8,79.5,-6.0,1,84,84,84,13,27,94,19,164,156,160,127,91,157,151,166,166,22,115,12,105,10,139,83,94,109,1,2019,2020
2019-20,1610612747,LAL,Los Angeles Lakers,41900312,2020-09-20T00:00:00,LAL vs. DEN,W,48.0,27.8,62.3,0.446,9.8,27.0,0.361,13.5,14.3,0.947,9.8,23.3,33.0,17.3,18.0,6.8,5.3,3.0,22.5,16.5,78.8,1.5,1,1,1,1,13,96,94,97,70,76,76,83,115,4,16,111,59,64,166,30,12,66,165,69,101,77,1,2019,2020
2019-20,1610612743,DEN,Denver Nuggets,41900312,2020-09-20T00:00:00,DEN @ LAL,L,48.0,26.3,55.5,0.473,6.0,18.0,0.333,18.8,24.8,0.758,5.3,18.0,23.3,16.5,15.8,9.0,3.0,5.3,16.5,22.5,77.3,-1.5,1,84,84,84,13,122,156,63,150,162,107,21,17,107,100,160,160,83,159,3,72,145,87,2,115,86,1,2019,2020
2019-20,1610612748,MIA,Miami Heat,41900303,2020-09-19T00:00:00,MIA vs. BOS,L,48.0,24.8,63.8,0.388,9.0,33.0,0.273,21.0,25.5,0.824,9.0,22.5,31.5,15.8,9.8,3.8,6.0,2.3,18.0,21.8,79.5,-8.3,1,84,84,84,13,143,70,152,86,19,144,10,11,61,22,124,81,103,66,120,4,35,115,3,94,128,1,2019,2020
2019-20,1610612738,BOS,Boston Celtics,41900303,2020-09-19T00:00:00,BOS @ MIA,W,48.0,30.8,63.8,0.482,6.8,19.5,0.346,19.5,22.5,0.867,7.5,30.0,37.5,20.3,10.5,6.0,2.3,6.0,21.8,18.0,87.8,8.3,1,1,1,1,13,43,70,51,135,156,93,18,27,40,45,24,17,22,79,48,105,156,160,38,33,36,1,2019,2020
2019-20,1610612747,LAL,Los Angeles Lakers,41900311,2020-09-18T00:00:00,LAL vs. DEN,W,48.0,33.0,62.3,0.53,8.3,19.5,0.423,20.3,27.8,0.73,7.5,18.0,25.5,24.8,9.0,7.5,4.5,1.5,21.0,19.5,94.5,9.0,1,1,1,1,13,18,94,16,104,156,33,13,6,125,45,160,155,3,49,18,24,10,154,16,11,30,1,2019,2020
2019-20,1610612743,DEN,Denver Nuggets,41900311,2020-09-18T00:00:00,DEN @ LAL,L,48.0,30.8,62.3,0.494,6.8,19.5,0.346,17.3,21.0,0.821,6.8,21.0,27.8,17.3,12.0,2.3,1.5,4.5,19.5,21.0,85.5,-9.0,1,84,84,84,13,43,94,38,135,156,93,32,42,64,62,140,136,64,115,150,133,130,139,8,47,132,1,2019,2020
2019-20,1610612748,MIA,Miami Heat,41900302,2020-09-17T00:00:00,MIA @ BOS,W,48.0,30.0,67.5,0.444,10.5,32.3,0.326,9.0,10.5,0.857,8.3,20.3,28.5,20.3,8.3,8.3,1.5,2.3,14.3,16.5,79.5,3.8,1,1,1,1,13,53,28,99,53,25,117,139,149,44,36,147,124,22,33,12,133,35,32,69,94,65,1,2019,2020
2019-20,1610612738,BOS,Boston Celtics,41900302,2020-09-17T00:00:00,BOS vs. MIA,L,48.0,27.0,54.0,0.5,7.5,21.0,0.357,14.3,18.0,0.792,4.5,26.3,30.8,14.3,15.0,3.8,2.3,1.5,16.5,14.3,75.8,-3.8,1,84,84,84,13,112,162,31,121,141,80,76,77,85,124,66,92,127,154,120,105,10,87,119,123,100,1,2019,2020
2019-20,1610612738,BOS,Boston Celtics,41900301,2020-09-15T00:00:00,BOS vs. MIA,L,53.0,26.5,59.8,0.443,10.2,28.5,0.357,14.3,15.6,0.913,4.1,21.1,25.1,16.3,7.5,6.1,4.1,4.1,17.0,15.6,77.4,-2.0,1,84,84,84,3,121,125,102,68,54,80,74,107,17,138,139,158,102,18,46,38,125,99,99,114,92,1,2019,2020
2019-20,1610612746,LAC,LA Clippers,41900237,2020-09-15T00:00:00,LAC vs. DEN,L,48.0,25.5,67.5,0.378,6.8,26.3,0.257,9.0,12.0,0.75,9.0,18.8,27.8,15.8,7.5,6.0,2.3,3.8,15.0,15.0,66.8,-11.3,1,84,84,84,13,136,28,156,135,83,153,139,137,110,22,155,136,103,19,48,105,98,52,102,157,146,1,2019,2020
2019-20,1610612748,MIA,Miami Heat,41900301,2020-09-15T00:00:00,MIA @ BOS,W,53.0,27.2,57.7,0.471,10.9,24.5,0.444,14.3,19.0,0.75,4.8,23.1,27.8,21.7,8.8,4.1,4.1,4.1,15.6,17.0,79.5,2.0,1,1,1,1,3,110,144,65,51,114,24,74,72,110,122,123,132,17,48,118,38,125,67,68,100,74,1,2019,2020
2019-20,1610612743,DEN,Denver Nuggets,41900237,2020-09-15T00:00:00,DEN @ LAC,W,48.0,28.5,57.8,0.494,9.8,27.8,0.351,11.3,12.0,0.938,8.3,31.5,39.8,16.5,15.0,3.0,3.8,2.3,15.0,15.0,78.0,11.3,1,1,1,1,13,77,140,40,70,67,89,116,137,7,36,17,12,83,154,137,43,35,52,102,105,16,1,2019,2020
2019-20,1610612743,DEN,Denver Nuggets,41900236,2020-09-13T00:00:00,DEN vs. LAC,W,48.0,30.0,55.5,0.541,9.0,18.8,0.48,14.3,20.3,0.704,4.5,26.3,30.8,19.5,11.3,6.0,2.3,3.0,13.5,16.5,83.3,9.8,1,1,1,1,13,53,156,15,86,160,14,76,48,135,124,66,92,34,97,48,105,66,24,69,63,25,1,2019,2020
2019-20,1610612746,LAC,LA Clippers,41900236,2020-09-13T00:00:00,LAC @ DEN,L,48.0,24.0,58.5,0.41,7.5,20.3,0.37,18.0,20.3,0.889,6.8,21.0,27.8,15.0,12.0,7.5,3.0,2.3,16.5,13.5,73.5,-9.8,1,84,84,84,13,153,134,141,121,147,68,28,48,28,62,140,136,114,115,18,72,35,87,137,138,138,1,2019,2020
2019-20,1610612747,LAL,Los Angeles Lakers,41900225,2020-09-12T00:00:00,LAL vs. HOU,W,48.0,29.3,55.5,0.527,14.3,27.8,0.514,16.5,21.8,0.759,4.5,33.0,37.5,18.8,15.0,3.8,5.3,2.3,18.0,19.5,89.3,17.3,1,1,1,1,13,61,156,17,9,67,4,41,31,103,124,9,17,44,154,120,12,35,115,16,29,8,1,2019,2020
2019-20,1610612745,HOU,Houston Rockets,41900225,2020-09-12T00:00:00,HOU @ LAL,L,48.0,24.8,66.8,0.371,9.8,36.8,0.265,12.8,18.0,0.708,6.8,16.5,23.3,13.5,9.0,4.5,2.3,5.3,19.5,18.0,72.0,-17.3,1,84,84,84,13,143,37,159,70,7,149,92,77,132,62,165,160,139,49,98,105,145,139,38,145,157,1,2019,2020
2019-20,1610612743,DEN,Denver Nuggets,41900235,2020-09-11T00:00:00,DEN @ LAC,W,48.0,29.3,60.8,0.481,9.0,20.3,0.444,15.8,18.8,0.84,4.5,28.5,33.0,15.0,8.3,5.3,3.8,3.8,16.5,16.5,83.3,4.5,1,1,1,1,13,61,112,52,86,147,24,53,73,55,124,38,59,114,33,73,43,98,87,69,63,61,1,2019,2020
2019-20,1610612738,BOS,Boston Celtics,41900217,2020-09-11T00:00:00,BOS @ TOR,W,48.0,26.3,64.5,0.407,6.8,28.5,0.237,9.8,17.3,0.565,7.5,25.5,33.0,14.3,9.0,9.0,3.8,4.5,12.0,17.3,69.0,3.8,1,1,1,1,13,122,65,143,135,55,158,134,83,164,45,71,59,127,49,3,43,130,12,53,155,65,1,2019,2020
2019-20,1610612746,LAC,LA Clippers,41900235,2020-09-11T00:00:00,LAC vs. DEN,L,48.0,27.8,66.0,0.42,12.0,31.5,0.381,11.3,12.8,0.882,7.5,23.3,30.8,16.5,8.3,4.5,3.8,3.8,16.5,16.5,78.8,-4.5,1,84,84,84,13,96,46,130,31,31,58,116,129,36,45,111,92,83,33,98,43,98,87,69,101,103,1,2019,2020
2019-20,1610612761,TOR,Toronto Raptors,41900217,2020-09-11T00:00:00,TOR vs. BOS,L,48.0,23.3,56.3,0.413,6.0,21.0,0.286,12.8,14.3,0.895,5.3,27.8,33.0,12.8,13.5,0.8,4.5,3.8,17.3,12.0,65.3,-3.8,1,84,84,84,13,156,149,137,150,141,138,92,115,24,100,48,59,151,142,165,24,98,100,150,160,100,1,2019,2020
2019-20,1610612747,LAL,Los Angeles Lakers,41900224,2020-09-10T00:00:00,LAL @ HOU,W,48.0,32.3,66.0,0.489,6.8,22.5,0.3,11.3,12.0,0.938,9.0,30.0,39.0,22.5,13.5,6.8,3.0,4.5,20.3,15.8,82.5,7.5,1,1,1,1,13,27,46,45,135,128,131,116,137,7,22,24,13,8,142,30,72,130,152,83,72,41,1,2019,2020
2019-20,1610612745,HOU,Houston Rockets,41900224,2020-09-10T00:00:00,HOU vs. LAL,L,48.0,21.0,48.8,0.431,10.5,24.8,0.424,22.5,29.3,0.769,0.8,18.8,19.5,18.0,12.8,7.5,4.5,3.0,15.8,20.3,75.0,-7.5,1,84,84,84,13,164,166,116,53,108,31,6,3,94,166,155,165,57,128,18,24,66,69,14,129,122,1,2019,2020
2019-20,1610612746,LAC,LA Clippers,41900234,2020-09-09T00:00:00,LAC @ DEN,W,48.0,24.8,59.3,0.418,6.0,21.0,0.286,16.5,22.5,0.733,6.8,24.0,30.8,14.3,8.3,5.3,3.8,3.8,19.5,18.8,72.0,8.3,1,1,1,1,13,143,126,132,150,141,138,41,27,123,62,96,92,127,33,73,43,98,139,29,145,36,1,2019,2020
2019-20,1610612743,DEN,Denver Nuggets,41900234,2020-09-09T00:00:00,DEN vs. LAC,L,48.0,20.3,51.0,0.397,6.8,20.3,0.333,16.5,19.5,0.846,3.8,24.8,28.5,14.3,12.8,3.0,3.8,3.8,18.8,19.5,63.8,-8.3,1,84,84,84,13,166,165,148,135,147,107,41,60,49,140,84,124,127,128,137,43,98,131,16,163,128,1,2019,2020
2019-20,1610612738,BOS,Boston Celtics,41900216,2020-09-09T00:00:00,BOS vs. TOR,L,58.0,27.3,62.1,0.44,11.8,28.6,0.413,9.3,11.2,0.833,8.7,27.3,36.0,19.9,9.9,3.1,2.5,5.0,15.5,16.1,75.7,-1.9,1,84,84,84,1,108,105,108,40,53,38,138,148,57,35,56,32,33,78,136,104,144,66,82,128,91,1,2019,2020
2019-20,1610612761,TOR,Toronto Raptors,41900216,2020-09-09T00:00:00,TOR @ BOS,W,58.0,27.3,62.7,0.436,11.8,29.2,0.404,11.2,15.5,0.72,5.0,23.6,28.6,13.7,8.1,6.2,5.0,2.5,16.1,15.5,77.6,1.9,1,1,1,1,1,108,90,112,40,52,41,125,110,129,121,110,123,136,29,45,23,63,85,101,113,76,1,2019,2020
2019-20,1610612747,LAL,Los Angeles Lakers,41900223,2020-09-08T00:00:00,LAL @ HOU,W,48.0,32.3,58.5,0.551,7.5,22.5,0.333,12.0,17.3,0.696,6.8,25.5,32.3,18.8,11.3,4.5,4.5,0.8,11.3,13.5,84.0,7.5,1,1,1,1,13,27,134,9,121,128,107,103,83,140,62,71,72,44,97,98,24,5,7,137,59,41,1,2019,2020
2019-20,1610612749,MIL,Milwaukee Bucks,41900205,2020-09-08T00:00:00,MIL vs. MIA,L,48.0,24.8,68.3,0.363,6.8,24.8,0.273,14.3,19.5,0.731,9.8,21.0,30.8,15.0,8.3,5.3,3.8,5.3,17.3,15.8,70.5,-6.8,1,84,84,84,13,143,19,161,135,108,144,76,60,124,16,140,92,114,33,73,43,145,100,83,149,116,1,2019,2020
2019-20,1610612748,MIA,Miami Heat,41900205,2020-09-08T00:00:00,MIA @ MIL,W,48.0,26.3,54.8,0.479,8.3,23.3,0.355,16.5,18.0,0.917,3.8,32.3,36.0,15.8,16.5,4.5,5.3,3.8,15.8,17.3,77.3,6.8,1,1,1,1,13,122,159,54,104,122,85,41,77,15,140,12,32,103,162,98,12,98,69,53,115,47,1,2019,2020
2019-20,1610612745,HOU,Houston Rockets,41900223,2020-09-08T00:00:00,HOU vs. LAL,L,48.0,28.5,60.8,0.469,9.0,22.5,0.4,10.5,10.5,1.0,4.5,18.0,22.5,17.3,7.5,6.0,0.8,4.5,13.5,11.3,76.5,-7.5,1,84,84,84,13,77,112,69,86,128,42,127,149,1,124,160,163,64,19,48,158,130,24,156,118,122,1,2019,2020
2019-20,1610612746,LAC,LA Clippers,41900233,2020-09-07T00:00:00,LAC @ DEN,W,48.0,30.8,56.3,0.547,8.3,23.3,0.355,15.0,19.5,0.769,2.3,28.5,30.8,17.3,12.8,5.3,3.0,0.0,15.0,19.5,84.8,4.5,1,1,1,1,13,43,149,12,104,122,85,65,60,94,161,38,92,64,128,73,72,1,52,16,56,61,1,2019,2020
2019-20,1610612743,DEN,Denver Nuggets,41900233,2020-09-07T00:00:00,DEN vs. LAC,L,48.0,33.0,70.5,0.468,8.3,25.5,0.324,6.0,7.5,0.8,6.0,21.0,27.0,24.0,9.0,7.5,0.0,3.0,19.5,15.0,80.3,-4.5,1,84,84,84,13,18,12,70,104,97,120,164,164,75,81,140,144,5,49,18,164,66,139,102,88,103,1,2019,2020
2019-20,1610612738,BOS,Boston Celtics,41900215,2020-09-07T00:00:00,BOS @ TOR,W,48.0,28.5,57.8,0.494,8.3,25.5,0.324,18.0,20.3,0.889,3.0,30.8,33.8,17.3,9.8,3.8,4.5,3.8,14.3,18.0,83.3,16.5,1,1,1,1,13,77,140,40,104,97,120,28,48,28,151,19,51,64,66,120,24,98,32,38,63,11,1,2019,2020
2019-20,1610612761,TOR,Toronto Raptors,41900215,2020-09-07T00:00:00,TOR vs. BOS,L,48.0,24.8,63.8,0.388,9.0,30.0,0.3,8.3,9.8,0.846,7.5,19.5,27.0,14.3,10.5,6.0,3.8,4.5,18.0,14.3,66.8,-16.5,1,84,84,84,13,143,70,152,86,40,131,148,156,49,45,153,144,127,79,48,43,130,115,119,157,156,1,2019,2020
2019-20,1610612747,LAL,Los Angeles Lakers,41900222,2020-09-06T00:00:00,LAL vs. HOU,W,48.0,35.3,62.3,0.566,9.0,20.3,0.444,8.3,13.5,0.611,6.8,24.0,30.8,22.5,12.0,8.3,3.8,1.5,12.8,15.8,87.8,6.0,1,1,1,1,13,9,94,4,86,147,24,148,126,160,62,96,92,8,115,12,43,10,19,83,33,52,1,2019,2020
2019-20,1610612748,MIA,Miami Heat,41900204,2020-09-06T00:00:00,MIA vs. MIL,L,53.0,27.2,61.1,0.444,11.5,31.9,0.362,12.2,13.6,0.9,4.1,23.8,27.8,22.4,10.9,5.4,0.7,2.7,12.2,13.6,78.1,-2.0,1,84,84,84,3,110,111,99,42,29,75,101,125,21,138,109,132,11,94,71,163,64,18,136,104,92,1,2019,2020
2019-20,1610612745,HOU,Houston Rockets,41900222,2020-09-06T00:00:00,HOU @ LAL,L,48.0,26.3,58.5,0.449,16.5,39.8,0.415,12.8,17.3,0.739,6.0,20.3,26.3,16.5,12.8,5.3,1.5,3.8,15.8,12.8,81.8,-6.0,1,84,84,84,13,122,134,94,2,3,36,92,83,121,81,147,150,83,128,73,133,98,69,144,78,109,1,2019,2020
2019-20,1610612749,MIL,Milwaukee Bucks,41900204,2020-09-06T00:00:00,MIL @ MIA,W,53.0,30.6,62.5,0.489,7.5,23.8,0.314,11.5,14.9,0.773,6.1,25.1,31.2,17.0,8.2,6.8,2.7,0.7,13.6,12.2,80.2,2.0,1,1,1,1,3,51,91,44,134,121,125,114,114,93,80,83,90,82,30,28,102,4,31,149,93,74,1,2019,2020
2019-20,1610612746,LAC,LA Clippers,41900232,2020-09-05T00:00:00,LAC vs. DEN,L,48.0,27.0,66.0,0.409,6.8,24.0,0.281,15.0,21.8,0.69,14.3,24.8,39.0,15.0,12.8,6.8,3.0,6.0,12.8,17.3,75.8,-6.8,1,84,84,84,13,112,46,142,135,116,140,65,31,142,2,84,13,114,128,30,72,156,19,53,123,116,1,2019,2020
2019-20,1610612743,DEN,Denver Nuggets,41900232,2020-09-05T00:00:00,DEN @ LAC,W,48.0,30.8,68.3,0.451,11.3,30.0,0.375,9.8,12.8,0.765,10.5,23.3,33.8,13.5,9.0,6.8,6.0,3.0,17.3,12.8,82.5,6.8,1,1,1,1,13,43,19,91,43,40,64,134,129,99,14,111,51,139,49,30,4,66,100,144,72,47,1,2019,2020
2019-20,1610612761,TOR,Toronto Raptors,41900214,2020-09-05T00:00:00,TOR @ BOS,W,48.0,25.5,64.5,0.395,12.8,33.0,0.386,11.3,14.3,0.789,6.0,24.8,30.8,17.3,9.0,3.0,3.8,1.5,15.8,15.0,75.0,5.3,1,1,1,1,13,136,65,149,22,19,53,116,115,86,81,84,92,64,49,137,43,10,69,102,129,59,1,2019,2020
2019-20,1610612738,BOS,Boston Celtics,41900214,2020-09-05T00:00:00,BOS vs. TOR,L,48.0,24.8,56.3,0.44,5.3,26.3,0.2,15.0,20.3,0.741,4.5,29.3,33.8,13.5,10.5,4.5,1.5,3.8,15.0,15.8,69.8,-5.3,1,84,84,84,13,143,149,108,159,83,163,65,48,119,124,30,51,139,79,98,133,98,52,83,152,107,1,2019,2020
2019-20,1610612745,HOU,Houston Rockets,41900221,2020-09-04T00:00:00,HOU @ LAL,W,48.0,29.3,60.8,0.481,10.5,29.3,0.359,15.0,20.3,0.741,3.0,27.8,30.8,14.3,12.0,9.8,2.3,6.8,14.3,15.0,84.0,11.3,1,1,1,1,13,61,112,52,53,46,78,65,48,119,151,48,92,127,115,2,105,164,32,102,59,16,1,2019,2020
