season,player_id,player_name,nickname,team_id,team,team_name,game_id,game_date,matchup,wl,min,pct_fga_2pt,pct_fga_3pt,pct_pts_2pt,pct_pts_2pt_mr,pct_pts_3pt,pct_pts_fb,pct_pts_ft,pct_pts_off_tov,pct_pts_paint,pct_ast_2pm,pct_uast_2pm,pct_ast_3pm,pct_uast_3pm,pct_ast_fgm,pct_uast_fgm,fgm,fga,fg_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pct_fga_2pt_rank,pct_fga_3pt_rank,pct_pts_2pt_rank,pct_pts_2pt_mr_rank,pct_pts_3pt_rank,pct_pts_fb_rank,pct_pts_ft_rank,pct_pts_off_tov_rank,pct_pts_paint_rank,pct_ast_2pm_rank,pct_uast_2pm_rank,pct_ast_3pm_rank,pct_uast_3pm_rank,pct_ast_fgm_rank,pct_uast_fgm_rank,fgm_rank,fga_rank,fg_pct_rank,available_flag,min_sec,season_start,season_end
2021-22,1629730,Rayjon Tucker,Rayjon,1610612749,MIL,Milwaukee Bucks,22101218,2022-04-10T00:00:00,MIL @ CLE,L,39.2,0.571,0.429,0.267,0.0,0.6,0.0,0.133,0.0,0.267,0.0,1.0,0.667,0.333,0.4,0.6,5,7,0.714,1,13121,13121,13121,910,13036,11260,17791,6899,3961,9479,9976,11791,15718,16275,1,11032,2625,17240,4780,6861,12670,2696,1,39:09,2021,2022
2021-22,203648,Thanasis Antetokounmpo,Thanasis,1610612749,MIL,Milwaukee Bucks,22101218,2022-04-10T00:00:00,MIL @ CLE,L,40.6,0.786,0.214,0.593,0.074,0.111,0.111,0.296,0.111,0.519,0.875,0.125,0.0,1.0,0.778,0.222,9,14,0.643,1,13121,13121,13121,492,6869,17819,9661,6523,14043,8031,4097,10235,9022,5777,14446,13099,1,8996,13384,1550,4053,4495,1,40:34,2021,2022
2021-22,1630572,Sandro Mamukelashvili,Sandro,1610612749,MIL,Milwaukee Bucks,22101218,2022-04-10T00:00:00,MIL @ CLE,L,42.6,0.722,0.278,0.571,0.071,0.214,0.107,0.215,0.179,0.5,0.75,0.25,1.0,0.0,0.8,0.2,10,18,0.556,1,13121,13121,13121,215,8511,16213,9850,6588,12580,8248,6483,7892,9062,6467,13027,1,3765,8216,13485,1023,1762,7108,1,42:35,2021,2022
2021-22,1629623,Lindell Wigginton,Lindell,1610612749,MIL,Milwaukee Bucks,22101218,2022-04-10T00:00:00,MIL @ CLE,L,40.0,0.6,0.4,0.556,0.0,0.333,0.111,0.111,0.0,0.556,0.6,0.4,1.0,0.0,0.714,0.286,7,15,0.467,1,13121,13121,13121,632,11965,12042,10805,6899,9881,8031,10787,11791,8340,8956,10857,1,3765,10308,11832,3477,3382,11910,1,40:01,2021,2022
2021-22,201950,Jrue Holiday,Jrue,1610612749,MIL,Milwaukee Bucks,22101218,2022-04-10T00:00:00,MIL @ CLE,L,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1,13121,13121,13121,26012,23077,20469,20263,6899,14232,9479,13659,11791,19255,16275,14522,13099,3765,20530,15262,22477,24770,22477,1,0:08,2021,2022
2021-22,1628975,Jevon Carter,Jevon,1610612749,MIL,Milwaukee Bucks,22101218,2022-04-10T00:00:00,MIL @ CLE,L,33.4,0.545,0.455,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,11,0.091,1,13121,13121,13121,4857,13959,10591,20263,6899,1,9479,13659,11791,19255,16275,14522,1,3765,1,15262,18993,6941,22454,1,33:23,2021,2022
2021-22,1629670,Jordan Nwora,Jordan,1610612749,MIL,Milwaukee Bucks,22101218,2022-04-10T00:00:00,MIL @ CLE,L,44.2,0.652,0.348,0.333,0.083,0.375,0.125,0.292,0.208,0.25,0.5,0.5,0.667,0.333,0.571,0.429,7,23,0.304,1,13121,13121,13121,97,10905,13850,16313,6290,9117,7547,4170,6778,15955,9663,7667,11032,2625,13569,8621,3477,429,18990,1,44:10,2021,2022
2021-22,201588,George Hill,George,1610612749,MIL,Milwaukee Bucks,22101203,2022-04-08T00:00:00,MIL @ DET,W,16.2,0.333,0.667,0.4,0.0,0.3,0.0,0.3,0.2,0.4,0.0,1.0,1.0,0.0,0.333,0.667,3,6,0.5,1,1,1,1,18828,19577,4104,14078,6899,10800,9479,3975,6827,11582,16275,1,1,3765,17934,3537,12092,14372,8341,1,16:12,2021,2022
2021-22,201950,Jrue Holiday,Jrue,1610612749,MIL,Milwaukee Bucks,22101203,2022-04-08T00:00:00,MIL @ DET,W,26.8,0.636,0.364,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.8,0.0,0.0,0.2,0.8,5,11,0.455,1,1,1,1,10517,11142,13426,1,6899,14232,9479,13659,11791,1,15456,4458,13099,3765,19807,2430,6861,6941,12256,1,26:49,2021,2022
2021-22,203114,Khris Middleton,Khris,1610612749,MIL,Milwaukee Bucks,22101203,2022-04-08T00:00:00,MIL @ DET,W,28.3,0.462,0.538,0.4,0.267,0.6,0.0,0.0,0.0,0.133,1.0,0.0,0.667,0.333,0.833,0.167,6,13,0.462,1,1,1,1,9291,17080,7590,14078,2087,3961,9479,13659,11791,18593,1,14522,11032,2625,7742,14297,4963,4902,12052,1,28:18,2021,2022
