season,player_id,player_name,nickname,team_id,team,team_name,game_id,game_date,matchup,wl,min,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,tov,stl,blk,blka,pf,pfd,pts,plus_minus,nba_fantasy_pts,dd2,td3,wnba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,fgm_rank,fga_rank,fg_pct_rank,fg3m_rank,fg3a_rank,fg3_pct_rank,ftm_rank,fta_rank,ft_pct_rank,oreb_rank,dreb_rank,reb_rank,ast_rank,tov_rank,stl_rank,blk_rank,blka_rank,pf_rank,pfd_rank,pts_rank,plus_minus_rank,nba_fantasy_pts_rank,dd2_rank,td3_rank,wnba_fantasy_pts_rank,available_flag,min_sec,season_start,season_end
2021-22,1629623,Lindell Wigginton,Lindell,1610612749,MIL,Milwaukee Bucks,22101218,2022-04-10T00:00:00,MIL @ CLE,L,40.016666666666666,7,15,0.467,2,6,0.333,2,6,0.333,1,2,3,8,2,1,0,1,4,7,18,-14,34.6,0,0,33.0,1,13121,13121,13121,632,3477,3382,11910,4334,3994,8533,6073,1887,13247,6346,13666,12968,904,4151,4518,8184,17438,22177,507,4414,23146,4678,2151,131,4663,1,40:01,2021,2022
2021-22,203648,Thanasis Antetokounmpo,Thanasis,1610612749,MIL,Milwaukee Bucks,22101218,2022-04-10T00:00:00,MIL @ CLE,L,40.56666666666667,9,14,0.643,1,3,0.333,8,10,0.8,0,5,5,2,5,0,1,0,3,6,27,-7,34.0,0,0,37.0,1,13121,13121,13121,492,1550,4053,4495,8144,10639,8533,477,412,7659,13184,4619,7407,9105,380,12287,2399,1,17825,909,1195,18909,4918,2151,131,3264,1,40:34,2021,2022
2021-22,1630572,Sandro Mamukelashvili,Sandro,1610612749,MIL,Milwaukee Bucks,22101218,2022-04-10T00:00:00,MIL @ CLE,L,42.583333333333336,10,18,0.556,2,5,0.4,6,6,1.0,3,10,13,4,2,1,0,2,2,4,28,-18,50.6,1,0,49.0,1,13121,13121,13121,215,1023,1762,7108,4334,5764,7284,1140,1887,1,1507,546,549,4299,4151,4518,8184,23744,11965,2687,1024,24420,958,1,131,876,1,42:35,2021,2022
2021-22,201950,Jrue Holiday,Jrue,1610612749,MIL,Milwaukee Bucks,22101218,2022-04-10T00:00:00,MIL @ CLE,L,0.1333333333333333,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0.0,1,13121,13121,13121,26012,22477,24770,22477,14232,20469,14232,13659,14456,13659,13184,22354,23308,18990,16136,12287,8184,1,5520,18239,23122,12132,25086,2151,131,25115,1,0:08,2021,2022
2021-22,1629670,Jordan Nwora,Jordan,1610612749,MIL,Milwaukee Bucks,22101218,2022-04-10T00:00:00,MIL @ CLE,L,44.16666666666666,7,23,0.304,3,8,0.375,7,7,1.0,1,9,10,4,2,0,1,2,1,5,24,-26,43.0,1,0,43.0,1,13121,13121,13121,97,3477,429,18990,2174,1795,8152,730,1382,1,6346,853,1514,4299,4151,12287,2399,23744,5520,1601,1936,25695,2143,1,131,1747,1,44:10,2021,2022
2021-22,1629730,Rayjon Tucker,Rayjon,1610612749,MIL,Milwaukee Bucks,22101218,2022-04-10T00:00:00,MIL @ CLE,L,39.15,5,7,0.714,3,3,1.0,2,3,0.667,2,2,4,4,1,2,0,0,2,3,15,-10,30.8,0,0,30.0,1,13121,13121,13121,910,6861,12670,2696,2174,10639,1,6073,6104,9343,3074,13666,9918,4299,8493,1427,8184,1,11965,4544,6399,21069,6260,2151,131,5928,1,39:09,2021,2022
2021-22,1628975,Jevon Carter,Jevon,1610612749,MIL,Milwaukee Bucks,22101218,2022-04-10T00:00:00,MIL @ CLE,L,33.38333333333333,1,11,0.091,1,5,0.2,0,0,0.0,1,5,6,5,0,3,0,0,1,1,3,-15,26.7,0,0,21.0,1,13121,13121,13121,4857,18993,6941,22454,8144,5764,12651,13659,14456,13659,6346,4619,5450,2964,16136,406,8184,1,5520,11915,19908,23526,8415,2151,131,11016,1,33:23,2021,2022
2021-22,201950,Jrue Holiday,Jrue,1610612749,MIL,Milwaukee Bucks,22101203,2022-04-08T00:00:00,MIL @ DET,W,26.816666666666663,5,11,0.455,0,4,0.0,0,0,0.0,0,3,3,9,2,0,0,0,3,0,10,28,25.1,0,0,22.0,1,1,1,1,10517,6861,6941,12256,14232,7950,14232,13659,14456,13659,13184,9837,12968,606,4151,12287,8184,1,17825,18239,10974,265,9364,2151,131,10388,1,26:49,2021,2022
2021-22,201572,Brook Lopez,Brook,1610612749,MIL,Milwaukee Bucks,22101203,2022-04-08T00:00:00,MIL @ DET,W,21.05666666666667,7,11,0.636,3,4,0.75,0,0,0.0,2,2,4,0,1,0,1,0,2,1,17,21,23.8,0,0,26.0,1,1,1,1,15201,3477,6941,4558,2174,7950,1572,13659,14456,13659,3074,13666,9918,18990,8493,12287,2399,1,11965,11915,5033,939,10161,2151,131,7935,1,21:03,2021,2022
2021-22,202083,Wesley Matthews,Wesley,1610612749,MIL,Milwaukee Bucks,22101203,2022-04-08T00:00:00,MIL @ DET,W,21.65,4,6,0.667,0,2,0.0,1,1,1.0,0,1,1,1,0,0,0,0,1,1,9,26,11.7,0,0,11.0,1,1,1,1,14710,9264,14372,3194,14232,13609,14232,10221,12877,1,13184,17946,19929,13245,16136,12287,8184,1,5520,11915,12093,408,18308,2151,131,18173,1,21:39,2021,2022
2021-22,1626171,Bobby Portis,Bobby,1610612749,MIL,Milwaukee Bucks,22101203,2022-04-08T00:00:00,MIL @ DET,W,21.593333333333334,4,13,0.308,0,3,0.0,0,0,0.0,4,11,15,0,0,0,0,3,1,1,8,4,26.0,0,0,23.0,1,1,1,1,14774,9264,4902,18855,14232,10639,14232,13659,14456,13659,704,335,261,18990,16136,12287,8184,25490,5520,11915,13258,8480,8822,2151,131,9767,1,21:36,2021,2022
2021-22,1628975,Jevon Carter,Jevon,1610612749,MIL,Milwaukee Bucks,22101203,2022-04-08T00:00:00,MIL @ DET,W,13.776666666666667,1,3,0.333,1,2,0.5,0,0,0.0,0,1,1,3,1,1,0,0,3,0,3,-7,10.7,0,0,10.0,1,1,1,1,20393,18993,19932,16922,8144,13609,3792,13659,14456,13659,13184,17946,19929,6215,8493,4518,8184,1,17825,18239,19908,18909,18972,2151,131,18903,1,13:47,2021,2022
2021-22,203507,Giannis Antetokounmpo,Giannis,1610612749,MIL,Milwaukee Bucks,22101203,2022-04-08T00:00:00,MIL @ DET,W,27.69,9,16,0.563,1,3,0.333,11,13,0.846,1,12,13,8,1,2,0,0,1,12,30,19,62.6,1,0,56.0,1,1,1,1,9759,1550,2764,7005,8144,10639,8533,112,132,7224,6346,209,549,904,8493,1427,8184,1,5520,20,720,1348,219,1,131,369,1,27:41,2021,2022
2021-22,203648,Thanasis Antetokounmpo,Thanasis,1610612749,MIL,Milwaukee Bucks,22101203,2022-04-08T00:00:00,MIL @ DET,W,5.95,3,3,1.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,6,3,6.0,0,0,6.0,1,1,1,1,23560,12092,19932,1,14232,20469,14232,13659,14456,13659,13184,22354,23308,18990,16136,12287,8184,1,5520,18239,15707,9319,21973,2151,131,21603,1,5:57,2021,2022
2021-22,1630572,Sandro Mamukelashvili,Sandro,1610612749,MIL,Milwaukee Bucks,22101203,2022-04-08T00:00:00,MIL @ DET,W,5.95,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,2,3,2.0,0,0,2.0,1,1,1,1,23560,18993,23284,1,14232,20469,14232,13659,14456,13659,13184,22354,23308,18990,16136,12287,8184,1,1,18239,21059,9319,24156,2151,131,23891,1,5:57,2021,2022
2021-22,201588,George Hill,George,1610612749,MIL,Milwaukee Bucks,22101203,2022-04-08T00:00:00,MIL @ DET,W,16.2,3,6,0.5,1,4,0.25,3,3,1.0,0,0,0,1,1,0,0,0,1,2,10,7,10.5,0,0,12.0,1,1,1,1,18828,12092,14372,8341,8144,7950,11214,4143,6104,1,13184,22354,23308,13245,8493,12287,8184,1,5520,7362,10974,6246,19124,2151,131,17471,1,16:12,2021,2022
2021-22,201586,Serge Ibaka,Serge,1610612749,MIL,Milwaukee Bucks,22101203,2022-04-08T00:00:00,MIL @ DET,W,11.283333333333331,4,5,0.8,0,1,0.0,0,0,0.0,2,2,4,0,0,0,0,0,3,1,8,1,12.8,0,0,12.0,1,1,1,1,21693,9264,16241,1634,14232,16850,14232,13659,14456,13659,3074,13666,9918,18990,16136,12287,8184,1,17825,11915,13258,11173,17557,2151,131,17471,1,11:17,2021,2022
2021-22,1629623,Lindell Wigginton,Lindell,1610612749,MIL,Milwaukee Bucks,22101203,2022-04-08T00:00:00,MIL @ DET,W,7.85,0,3,0.0,0,1,0.0,2,2,1.0,0,2,2,2,0,0,0,0,1,1,2,5,7.4,0,0,6.0,1,1,1,1,22945,22477,19932,22477,14232,16850,14232,6073,7614,1,13184,13666,16419,9105,16136,12287,8184,1,5520,11915,21059,7652,21146,2151,131,21603,1,7:51,2021,2022
