TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,GP,G,FGA_FREQUENCY,FGM,FGA,FG_PCT,EFG_PCT,FG2A_FREQUENCY,FG2M,FG2A,FG2_PCT,FG3A_FREQUENCY,FG3M,FG3A,FG3_PCT
1610612748,Miami Heat,MIA,82,82,0.352,11.26,29.27,0.385,0.556,0.03,1.22,2.52,0.483,0.321,10.04,26.74,0.375
1610612745,Houston Rockets,HOU,82,82,0.331,10.89,29.15,0.374,0.548,0.017,0.74,1.54,0.484,0.313,10.15,27.61,0.367
1610612741,Chicago Bulls,CHI,81,81,0.333,10.78,28.93,0.373,0.548,0.017,0.65,1.52,0.431,0.315,10.12,27.41,0.369
1610612763,Memphis Grizzlies,MEM,82,82,0.322,10.65,28.87,0.369,0.538,0.022,0.9,1.94,0.465,0.3,9.74,26.93,0.362
1610612760,Oklahoma City Thunder,OKC,82,82,0.325,10.59,28.72,0.369,0.544,0.014,0.54,1.24,0.431,0.311,10.05,27.48,0.366
1610612752,New York Knicks,NYK,82,82,0.318,10.37,28.05,0.37,0.538,0.02,0.89,1.79,0.497,0.298,9.48,26.26,0.361
1610612753,Orlando Magic,ORL,82,82,0.322,10.2,27.95,0.365,0.536,0.02,0.65,1.73,0.373,0.302,9.55,26.22,0.364
1610612740,New Orleans Pelicans,NOP,82,82,0.321,9.9,27.77,0.357,0.52,0.024,0.83,2.04,0.407,0.297,9.07,25.73,0.353
1610612766,Charlotte Hornets,CHA,82,82,0.307,10.37,27.52,0.377,0.547,0.025,0.96,2.27,0.425,0.281,9.4,25.26,0.372
1610612747,Los Angeles Lakers,LAL,82,82,0.294,9.93,27.5,0.361,0.523,0.024,1.04,2.21,0.47,0.27,8.89,25.29,0.351
1610612744,Golden State Warriors,GSW,81,81,0.301,10.47,27.21,0.385,0.56,0.022,0.93,1.99,0.466,0.279,9.54,25.22,0.378
1610612758,Sacramento Kings,SAC,82,82,0.299,10.26,26.56,0.386,0.56,0.023,1.02,2.0,0.512,0.276,9.23,24.56,0.376
1610612757,Portland Trail Blazers,POR,81,81,0.3,10.42,26.19,0.398,0.579,0.022,0.93,1.96,0.472,0.277,9.49,24.22,0.392
1610612743,Denver Nuggets,DEN,82,82,0.3,9.4,26.17,0.359,0.523,0.024,0.85,2.07,0.412,0.276,8.55,24.1,0.355
1610612755,Philadelphia 76ers,PHI,82,82,0.305,9.4,26.09,0.36,0.524,0.024,0.87,2.05,0.423,0.281,8.54,24.04,0.355
1610612750,Minnesota Timberwolves,MIN,81,81,0.294,9.99,26.05,0.383,0.556,0.026,0.98,2.31,0.422,0.268,9.01,23.74,0.38
1610612754,Indiana Pacers,IND,82,82,0.291,10.0,25.99,0.385,0.558,0.023,0.98,2.01,0.485,0.269,9.02,23.98,0.376
1610612761,Toronto Raptors,TOR,82,82,0.314,9.93,25.85,0.384,0.56,0.02,0.8,1.61,0.5,0.294,9.12,24.24,0.376
1610612737,Atlanta Hawks,ATL,82,82,0.285,9.52,25.76,0.37,0.539,0.019,0.82,1.73,0.472,0.266,8.71,24.02,0.362
1610612762,Utah Jazz,UTA,82,82,0.278,9.33,25.49,0.366,0.536,0.018,0.65,1.65,0.393,0.26,8.68,23.84,0.364
1610612746,LA Clippers,LAC,82,82,0.287,9.8,25.37,0.387,0.557,0.029,1.16,2.56,0.452,0.258,8.65,22.8,0.379
1610612764,Washington Wizards,WAS,82,82,0.281,9.35,25.23,0.371,0.541,0.022,0.77,1.96,0.391,0.259,8.59,23.27,0.369
1610612765,Detroit Pistons,DET,81,81,0.286,9.11,25.07,0.363,0.53,0.021,0.78,1.84,0.423,0.265,8.33,23.23,0.359
1610612749,Milwaukee Bucks,MIL,82,82,0.265,9.04,24.72,0.366,0.521,0.033,1.37,3.1,0.441,0.232,7.67,21.62,0.355
1610612742,Dallas Mavericks,DAL,82,82,0.282,9.2,24.3,0.378,0.552,0.019,0.77,1.66,0.463,0.263,8.43,22.65,0.372
1610612756,Phoenix Suns,PHX,82,82,0.282,9.0,24.23,0.371,0.541,0.019,0.78,1.61,0.485,0.263,8.22,22.62,0.363
1610612759,San Antonio Spurs,SAS,79,79,0.265,9.95,24.05,0.414,0.604,0.019,0.78,1.68,0.466,0.247,9.16,22.37,0.41
1610612751,Brooklyn Nets,BKN,82,82,0.267,8.88,23.49,0.378,0.557,0.018,0.46,1.55,0.299,0.249,8.41,21.94,0.384
1610612738,Boston Celtics,BOS,82,82,0.26,8.49,23.43,0.362,0.527,0.017,0.77,1.57,0.488,0.242,7.72,21.85,0.353
1610612739,Cleveland Cavaliers,CLE,82,82,0.273,9.04,22.76,0.397,0.579,0.02,0.76,1.7,0.446,0.252,8.28,21.06,0.393
