TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,OPP_FGM,OPP_FGA,OPP_FG_PCT,OPP_FG3M,OPP_FG3A,OPP_FG3_PCT,OPP_FTM,OPP_FTA,OPP_FT_PCT,OPP_OREB,OPP_DREB,OPP_REB,OPP_AST,OPP_TOV,OPP_STL,OPP_BLK,OPP_BLKA,OPP_PF,OPP_PFD,OPP_PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,OPP_FGM_RANK,OPP_FGA_RANK,OPP_FG_PCT_RANK,OPP_FG3M_RANK,OPP_FG3A_RANK,OPP_FG3_PCT_RANK,OPP_FTM_RANK,OPP_FTA_RANK,OPP_FT_PCT_RANK,OPP_OREB_RANK,OPP_DREB_RANK,OPP_REB_RANK,OPP_AST_RANK,OPP_TOV_RANK,OPP_STL_RANK,OPP_BLK_RANK,OPP_BLKA_RANK,OPP_PF_RANK,OPP_PFD_RANK,OPP_PTS_RANK,PLUS_MINUS_RANK
1610612738,Boston Celtics,11,6,5,0.545,48.5,36.8,85.4,0.431,10.2,32.5,0.313,16.4,22.9,0.714,12.4,30.8,43.2,19.5,12.3,6.6,3.6,5.4,20.1,19.5,100.2,-5.5,7,6,11,6,6,2,7,2,1,5,1,5,8,1,14,5,9,1,11,3,3,6,7,12,1,3
1610612739,Cleveland Cavaliers,9,5,4,0.556,48.0,39.8,83.2,0.478,13.8,35.9,0.384,14.4,19.2,0.751,8.3,31.3,39.7,25.8,15.2,5.7,5.3,3.6,22.0,18.6,107.8,-11.7,8,7,1,4,8,11,3,13,13,9,13,3,2,5,2,7,2,15,3,1,11,15,15,14,9,1
1610612743,Denver Nuggets,14,7,7,0.5,48.7,41.6,88.7,0.469,12.1,35.3,0.342,16.6,22.3,0.747,11.0,31.8,42.8,25.7,11.6,9.3,6.4,4.2,21.1,19.9,111.9,4.9,5,5,14,7,2,13,15,11,8,7,6,6,6,4,8,9,8,12,12,14,15,11,11,10,12,11
1610612765,Detroit Pistons,6,2,4,0.333,48.0,39.5,87.8,0.45,11.0,30.2,0.365,18.0,23.3,0.771,10.7,29.3,40.0,19.8,13.0,8.8,5.7,6.3,21.8,22.8,108.0,1.3,11,11,1,11,8,9,13,5,2,2,10,7,9,8,7,3,3,2,8,13,13,3,14,2,10,9
1610612744,Golden State Warriors,12,5,7,0.417,48.0,38.3,82.3,0.465,11.4,30.3,0.377,18.2,24.9,0.729,11.8,32.3,44.1,22.9,15.6,8.0,5.3,3.9,19.3,21.2,106.1,3.0,6,7,14,10,8,6,2,10,4,3,11,8,13,3,12,11,14,9,2,8,10,12,6,5,3,10
1610612745,Houston Rockets,7,3,4,0.429,48.0,37.6,86.7,0.433,15.4,43.1,0.358,13.4,17.4,0.77,10.4,29.1,39.6,24.3,12.4,8.4,4.9,5.1,21.4,17.7,104.0,0.0,9,9,1,8,8,4,9,3,15,15,9,1,1,7,6,2,1,10,10,11,9,7,13,15,2,7
1610612754,Indiana Pacers,17,13,4,0.765,48.6,39.6,88.1,0.45,11.9,35.4,0.336,21.9,28.3,0.773,11.8,31.5,43.4,20.7,13.8,7.8,4.3,5.7,21.4,23.1,113.1,-3.9,2,1,1,1,4,10,14,6,6,8,4,16,16,9,11,8,12,4,7,7,6,4,12,1,13,4
1610612746,LA Clippers,7,3,4,0.429,48.7,41.1,85.3,0.482,11.3,29.0,0.389,14.1,19.7,0.717,11.3,32.0,43.3,24.6,13.9,7.7,3.9,7.1,18.3,19.3,107.7,-0.6,9,9,1,8,2,12,6,14,3,1,14,2,3,2,10,10,11,11,6,6,4,1,3,13,8,6
1610612747,Los Angeles Lakers,5,1,4,0.2,48.0,38.4,87.0,0.441,12.0,37.2,0.323,18.6,24.4,0.762,13.0,30.8,43.8,22.2,11.2,8.0,3.6,5.0,20.8,21.0,107.4,7.0,12,12,1,12,8,7,11,4,7,12,3,11,11,6,15,4,13,7,13,8,2,8,8,6,7,12
1610612763,Memphis Grizzlies,4,0,4,0.0,48.0,43.8,95.8,0.457,13.0,41.5,0.313,19.5,24.8,0.788,13.0,33.3,46.3,25.8,10.5,10.8,6.8,6.5,18.8,20.8,120.0,19.5,15,15,1,15,8,15,16,9,11,14,2,13,12,10,15,13,15,13,15,16,16,2,4,9,15,15
