GROUP_SET,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,USG_PCT,PCT_FGM,PCT_FGA,PCT_FG3M,PCT_FG3A,PCT_FTM,PCT_FTA,PCT_OREB,PCT_DREB,PCT_REB,PCT_AST,PCT_TOV,PCT_STL,PCT_BLK,PCT_BLKA,PCT_PF,PCT_PFD,PCT_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,USG_PCT_RANK,PCT_FGM_RANK,PCT_FGA_RANK,PCT_FG3M_RANK,PCT_FG3A_RANK,PCT_FTM_RANK,PCT_FTA_RANK,PCT_OREB_RANK,PCT_DREB_RANK,PCT_REB_RANK,PCT_AST_RANK,PCT_TOV_RANK,PCT_STL_RANK,PCT_BLK_RANK,PCT_BLKA_RANK,PCT_PF_RANK,PCT_PFD_RANK,PCT_PTS_RANK
Players,202329,Al-Farouq Aminu,Al-Farouq,1610612757,POR,25.0,33,18,15,0.545,99.0,0.143,0.127,0.172,0.056,0.258,0.049,0.041,0.444,0.333,0.357,0.118,0.235,0.125,0.214,0.0,0.179,0.065,0.095,81,80,313,152,106,212,235,183,200,116,277,299,56,41,43,204,340,192,129,1,201,294,290
Players,203459,Allen Crabbe,Allen,1610612757,POR,24.0,37,20,17,0.541,90.0,0.076,0.141,0.103,0.176,0.129,0.013,0.011,0.13,0.129,0.129,0.176,0.059,0.308,0.143,0.0,0.172,0.032,0.102,51,45,341,158,116,347,226,305,143,218,297,310,188,276,272,150,171,77,156,1,191,318,277
Players,203148,Brian Roberts,Brian,1610612757,POR,30.0,5,5,0,1.0,9.0,0.08,0.2,0.111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.148,329,252,1,1,337,335,146,282,209,275,299,312,270,356,370,287,1,237,200,1,406,326,210
Players,203468,CJ McCollum,CJ,1610612757,POR,24.0,40,21,19,0.525,135.0,0.261,0.324,0.302,0.292,0.217,0.265,0.246,0.065,0.103,0.093,0.261,0.042,0.316,0.111,0.263,0.101,0.226,0.303,28,33,379,176,46,58,52,49,81,148,90,108,240,315,327,98,159,75,165,346,84,117,51
Players,2549,Chris Kaman,Chris,1610612757,POR,34.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,404,408,31,408,434,390,342,379,209,275,299,312,270,356,370,287,1,237,200,1,1,326,359
Players,203081,Damian Lillard,Damian,1610612757,POR,25.0,37,18,19,0.486,131.0,0.362,0.351,0.376,0.5,0.433,0.446,0.395,0.103,0.17,0.154,0.289,0.273,0.167,0.0,0.556,0.205,0.395,0.392,51,80,379,229,54,16,36,20,21,26,26,35,210,212,241,82,360,158,200,421,243,31,24
Players,202334,Ed Davis,Ed,1610612757,POR,27.0,23,12,11,0.522,52.0,0.088,0.108,0.061,0.0,0.0,0.194,0.213,0.462,0.263,0.314,0.235,0.0,0.25,0.7,0.0,0.269,0.265,0.124,173,144,251,181,186,323,262,360,209,275,139,130,49,98,72,115,1,105,17,1,334,82,251
Players,201945,Gerald Henderson,Gerald,1610612757,POR,28.0,11,7,4,0.636,29.0,0.118,0.12,0.13,0.0,0.0,0.037,0.061,0.1,0.15,0.133,0.0,0.333,0.5,0.25,0.0,0.211,0.043,0.088,269,215,127,88,249,271,246,254,209,275,286,281,211,242,266,287,380,15,107,1,253,312,305
Players,1626242,Luis Montero,Luis,1610612757,POR,23.0,2,2,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,374,326,1,1,414,390,342,379,209,275,299,312,270,356,370,287,1,237,200,1,1,326,359
Players,203486,Mason Plumlee,Mason,1610612757,POR,26.0,34,17,17,0.5,90.0,0.117,0.079,0.054,0.0,0.0,0.215,0.291,0.286,0.254,0.26,0.226,0.278,0.0,0.333,0.077,0.346,0.245,0.117,76,88,341,188,118,278,294,365,209,275,125,77,105,106,110,121,366,237,70,242,392,100,261
