GAME_ID,GAME_DATE,AWAY_TEAM,HOME_TEAM,GAME_WEEK
22400064,2024-10-23,BKN,ATL,1
22400077,2024-10-25,BKN,ORL,2
22400098,2024-10-27,MIL,BKN,3
22400113,2024-10-29,DEN,BKN,4
22400124,2024-10-30,BKN,MEM,5
22400136,2024-11-01,CHI,BKN,6
22400151,2024-11-03,DET,BKN,7
22400158,2024-11-04,MEM,BKN,8
22400187,2024-11-08,BKN,BOS,9
22400199,2024-11-09,BKN,CLE,10
22400214,2024-11-11,BKN,NOP,11
22400218,2024-11-13,BOS,BKN,12
22400014,2024-11-15,BKN,NYK,13
22400240,2024-11-17,BKN,NYK,14
22400022,2024-11-19,CHA,BKN,15
22400027,2024-11-22,BKN,PHI,16
22400276,2024-11-24,BKN,SAC,17
22400284,2024-11-25,BKN,GSW,18
22400297,2024-11-27,BKN,PHX,19
22400043,2024-11-29,ORL,BKN,20
22400305,2024-12-01,ORL,BKN,21
22400317,2024-12-02,BKN,CHI,22
22400320,2024-12-04,IND,BKN,23
22400348,2024-12-08,MIL,BKN,24
22401211,2024-12-13,BKN,MEM,25
22401224,2024-12-16,CLE,BKN,26
22400364,2024-12-19,BKN,TOR,27
22400379,2024-12-21,UTA,BKN,28
22400396,2024-12-23,BKN,MIA,29
22400415,2024-12-26,BKN,MIL,30
22400421,2024-12-27,SAS,BKN,31
22400436,2024-12-29,BKN,ORL,32
22400459,2025-01-01,BKN,TOR,33
22400465,2025-01-02,BKN,MIL,34
22400478,2025-01-04,PHI,BKN,35
22400495,2025-01-06,IND,BKN,36
22400513,2025-01-08,DET,BKN,37
22400531,2025-01-10,BKN,DEN,38
22400546,2025-01-12,BKN,UTA,39
22400560,2025-01-14,BKN,POR,40
22400571,2025-01-15,BKN,LAC,41
22400585,2025-01-17,BKN,LAL,42
22400595,2025-01-19,BKN,OKC,43
22400606,2025-01-21,NYK,BKN,44
22400613,2025-01-22,PHX,BKN,45
22400636,2025-01-25,MIA,BKN,46
22400651,2025-01-27,SAC,BKN,47
22400663,2025-01-29,BKN,CHA,48
22400689,2025-02-01,BKN,HOU,49
22400711,2025-02-04,HOU,BKN,50
22400720,2025-02-05,WAS,BKN,51
22400737,2025-02-07,MIA,BKN,52
22400758,2025-02-10,CHA,BKN,53
22400772,2025-02-12,PHI,BKN,54
22400791,2025-02-20,CLE,BKN,55
22400807,2025-02-22,BKN,PHI,56
22400824,2025-02-24,BKN,WAS,57
22400840,2025-02-26,OKC,BKN,58
22400853,2025-02-28,POR,BKN,59
22400861,2025-03-01,BKN,DET,60
22400888,2025-03-04,BKN,SAS,61
22400901,2025-03-06,GSW,BKN,62
22400912,2025-03-08,BKN,CHA,63
22400930,2025-03-10,LAL,BKN,64
22400940,2025-03-11,BKN,CLE,65
22400956,2025-03-13,BKN,CHI,66
22400968,2025-03-15,BOS,BKN,67
22400978,2025-03-16,ATL,BKN,68
22400994,2025-03-18,BKN,BOS,69
22401011,2025-03-20,BKN,IND,70
22401024,2025-03-22,BKN,IND,71
22401040,2025-03-24,DAL,BKN,72
22401054,2025-03-26,TOR,BKN,73
22401068,2025-03-28,LAC,BKN,74
22401075,2025-03-29,BKN,WAS,75
22401095,2025-03-31,BKN,DAL,76
22401113,2025-04-03,MIN,BKN,77
22401134,2025-04-06,TOR,BKN,78
22401150,2025-04-08,NOP,BKN,79
22401169,2025-04-10,ATL,BKN,80
22401179,2025-04-11,BKN,MIN,81
22401188,2025-04-13,NYK,BKN,82
