season,team_id,team,team_name,game_id,game_date,matchup,wl,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,available_flag,season_start,season_end,is_home,home,away
2022-23,1610612761,TOR,Toronto Raptors,22201221,2023-04-09,TOR vs. MIL,W,48.0,23.0,17.0,21.0,64.0,9.0,6.0,10.0,44.0,0,0,0,0,159,360,595,310,215,184,169,625,603,1,2022,2023,True,TOR,MIL
2022-23,1610612754,IND,Indiana Pacers,22201220,2023-04-09,IND @ NYK,W,48.0,16.0,7.0,17.0,44.0,20.0,17.0,24.0,74.0,0,0,0,0,159,1249,2112,670,1702,1660,1720,2258,2420,1,2022,2023,False,NYK,IND
2022-23,1610612763,MEM,Memphis Grizzlies,22201226,2023-04-09,MEM @ OKC,L,48.0,16.0,9.0,8.0,56.0,13.0,12.0,15.0,60.0,0,0,0,0,159,1249,1835,1967,642,626,955,1396,1945,1,2022,2023,False,OKC,MEM
2022-23,1610612758,SAC,Sacramento Kings,22201227,2023-04-09,SAC @ DEN,L,48.0,18.0,10.0,8.0,46.0,22.0,13.0,17.0,62.0,0,0,0,0,159,927,1696,1967,1531,1917,1116,1662,2055,1,2022,2023,False,DEN,SAC
2022-23,1610612762,UTA,Utah Jazz,22201228,2023-04-09,UTA @ LAL,L,48.0,7.0,13.0,14.0,76.0,13.0,22.0,26.0,50.0,0,0,0,0,159,2340,1203,1066,18,626,2229,2337,1108,1,2022,2023,False,LAL,UTA
2022-23,1610612766,CHA,Charlotte Hornets,22201218,2023-04-09,CHA @ CLE,W,48.0,9.0,10.0,6.0,56.0,25.0,12.0,13.0,42.0,0,0,0,0,159,2193,1696,2181,642,2174,955,1089,468,1,2022,2023,False,CLE,CHA
2022-23,1610612749,MIL,Milwaukee Bucks,22201221,2023-04-09,MIL @ TOR,L,48.0,9.0,6.0,10.0,44.0,23.0,17.0,21.0,64.0,0,0,0,0,159,2193,2200,1694,1702,2017,1720,2083,2162,1,2022,2023,False,TOR,MIL
2022-23,1610612750,MIN,Minnesota Timberwolves,22201225,2023-04-09,MIN vs. NOP,W,48.0,27.0,15.0,14.0,48.0,15.0,12.0,16.0,56.0,0,0,0,0,159,130,883,1066,1354,924,955,1535,1660,1,2022,2023,True,MIN,NOP
2022-23,1610612753,ORL,Orlando Magic,22201219,2023-04-09,ORL @ MIA,L,48.0,27.0,7.0,14.0,38.0,18.0,14.0,17.0,44.0,0,0,0,0,159,130,2112,1066,2107,1377,1259,1662,603,1,2022,2023,False,MIA,ORL
2022-23,1610612760,OKC,Oklahoma City Thunder,22201226,2023-04-09,OKC vs. MEM,W,48.0,13.0,12.0,15.0,60.0,16.0,9.0,8.0,56.0,0,0,0,0,159,1692,1346,927,407,1057,495,377,1660,1,2022,2023,True,OKC,MEM
2022-23,1610612745,HOU,Houston Rockets,22201222,2023-04-09,HOU @ WAS,W,48.0,20.0,15.0,15.0,62.0,20.0,21.0,17.0,52.0,0,0,0,0,159,679,883,927,300,1660,2149,1662,1294,1,2022,2023,False,WAS,HOU
2022-23,1610612764,WAS,Washington Wizards,22201222,2023-04-09,WAS vs. HOU,L,48.0,20.0,21.0,17.0,52.0,20.0,15.0,15.0,62.0,0,0,0,0,159,679,233,670,999,1660,1435,1396,2055,1,2022,2023,True,WAS,HOU
2022-23,1610612748,MIA,Miami Heat,22201219,2023-04-09,MIA vs. ORL,W,48.0,18.0,14.0,17.0,44.0,27.0,7.0,14.0,38.0,0,0,0,0,159,927,1027,670,1702,2294,262,1245,247,1,2022,2023,True,MIA,ORL
2022-23,1610612746,LAC,LA Clippers,22201229,2023-04-09,LAC @ PHX,W,48.0,10.0,17.0,13.0,68.0,12.0,15.0,11.0,50.0,0,0,0,0,159,2086,595,1217,112,485,1435,768,1108,1,2022,2023,False,PHX,LAC
