close_def_person_id,player,team_id,team,pos,age,gp,g,freq,fgm_gt_15,fga_gt_15,gt_15_pct,ns_gt_15_pct,plusminus
203952,Andrew Wiggins,1610612750,MIN,F,22.0,82,82,0.539,2.79,7.21,0.387,0.376,0.011
201937,Ricky Rubio,1610612750,MIN,G,26.0,75,75,0.606,2.25,6.13,0.367,0.382,-0.015
1626157,Karl-Anthony Towns,1610612750,MIN,C,21.0,82,81,0.404,2.35,6.04,0.39,0.377,0.013
203897,Zach LaVine,1610612750,MIN,G,22.0,47,47,0.628,2.0,5.38,0.372,0.378,-0.006
203476,Gorgui Dieng,1610612750,MIN,F-C,27.0,82,81,0.355,2.01,5.0,0.402,0.378,0.024
201575,Brandon Rush,1610612750,MIN,G-F,31.0,43,42,0.56,1.19,3.91,0.304,0.378,-0.074
202357,Nemanja Bjelica,1610612750,MIN,F,29.0,63,59,0.418,1.08,3.19,0.338,0.373,-0.035
201956,Omri Casspi,1610612750,MIN,F,29.0,35,33,0.484,1.09,3.0,0.362,0.362,0.0
1627739,Kris Dunn,1610612750,MIN,G,23.0,78,69,0.515,1.18,2.85,0.414,0.367,0.048
1626145,Tyus Jones,1610612750,MIN,G,21.0,49,46,0.644,0.82,2.55,0.32,0.371,-0.051
203498,Shabazz Muhammad,1610612750,MIN,F,24.0,77,70,0.569,0.95,2.45,0.386,0.367,0.019
202332,Cole Aldrich,1610612750,MIN,C,28.0,58,40,0.335,0.48,1.53,0.315,0.371,-0.056
203940,Adreian Payne,1610612750,MIN,F,26.0,17,13,0.439,0.41,1.47,0.28,0.341,-0.061
201941,Jordan Hill,1610612750,MIN,F-C,29.0,6,5,0.364,0.33,1.33,0.25,0.26,-0.01
