season,player_id,player_name,nickname,team_id,team,team_name,game_id,game_date,matchup,wl,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,blk,blka,pf,pfd,nba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,blk_rank,blka_rank,pf_rank,pfd_rank,nba_fantasy_pts_rank,available_flag,min_sec,season_start,season_end
2018-19,202334,Ed Davis,Ed,1610612751,BKN,Brooklyn Nets,21801221,2019-04-10T00:00:00,BKN vs. MIA,W,15.15,2,6,0,6,4,0,1,2,0,0,0,0,18.0,1,1,1,1,19880,6382,579,10121,6409,6158,1,3594,525,8286,1,1,18923,14034,1,15:09,2018,2019
2018-19,1627747,Caris LeVert,Caris,1610612751,BKN,Brooklyn Nets,21801221,2019-04-10T00:00:00,BKN vs. MIA,W,20.116666666666667,2,0,0,6,3,9,7,24,0,1,2,4,17.6,1,1,1,1,16069,6382,10185,10121,6409,4945,18799,14996,13343,8286,17177,11136,2953,14282,1,20:07,2018,2019
2018-19,203894,Shabazz Napier,Shabazz,1610612751,BKN,Brooklyn Nets,21801221,2019-04-10T00:00:00,BKN vs. MIA,W,29.516666666666666,0,2,3,2,10,0,9,16,0,0,3,1,33.5,1,1,1,1,7711,12104,5025,3356,13916,17225,1,18290,7240,8286,1,17131,12643,4982,1,29:31,2018,2019
2018-19,1629066,Rodions Kurucs,Rodions,1610612751,BKN,Brooklyn Nets,21801221,2019-04-10T00:00:00,BKN vs. MIA,W,27.53333333333333,2,2,2,8,8,11,10,40,0,0,1,2,33.3,1,1,1,1,9514,6382,5025,5306,4159,13728,21552,19632,23525,8286,1,4829,7971,5060,1,27:32,2018,2019
2018-19,1629058,Dzanan Musa,Dzanan,1610612751,BKN,Brooklyn Nets,21801221,2019-04-10T00:00:00,BKN vs. MIA,W,5.316666666666666,0,0,0,0,0,0,4,2,0,0,0,0,5.7,1,1,1,1,24249,12104,10185,10121,19484,1,1,8582,525,8286,1,1,18923,22432,1,5:19,2018,2019
2018-19,1626210,Alan Williams,Alan,1610612751,BKN,Brooklyn Nets,21801221,2019-04-10T00:00:00,BKN vs. MIA,W,3.65,0,2,0,4,0,0,4,2,0,0,0,0,6.4,1,1,1,1,24973,12104,5025,10121,9626,1,1,8582,525,8286,1,1,18923,22011,1,3:39,2018,2019
2018-19,1629033,Theo Pinson,Theo,1610612751,BKN,Brooklyn Nets,21801221,2019-04-10T00:00:00,BKN vs. MIA,W,18.966666666666665,0,2,0,4,7,0,6,8,0,0,2,0,11.8,1,1,1,1,17022,12104,5025,10121,9626,11872,1,13011,2866,8286,1,11136,18923,18532,1,18:58,2018,2019
2018-19,1628386,Jarrett Allen,Jarrett,1610612751,BKN,Brooklyn Nets,21801221,2019-04-10T00:00:00,BKN vs. MIA,W,21.916666666666668,0,0,0,0,4,11,8,34,2,2,2,3,25.8,1,1,1,1,14582,12104,10185,10121,19484,6158,21552,16729,20591,862,23649,11136,4876,8853,1,21:55,2018,2019
2018-19,1626203,Treveon Graham,Treveon,1610612751,BKN,Brooklyn Nets,21801221,2019-04-10T00:00:00,BKN vs. MIA,W,26.516666666666666,0,0,2,2,6,11,10,36,0,0,0,1,13.7,1,1,1,1,10442,12104,10185,5306,13916,9874,21552,19632,21725,8286,1,1,12643,17126,1,26:31,2018,2019
2018-19,1626156,D'Angelo Russell,D'Angelo,1610612751,BKN,Brooklyn Nets,21801221,2019-04-10T00:00:00,BKN vs. MIA,W,20.1,0,0,6,0,1,7,2,18,0,0,0,0,38.9,1,1,1,1,16087,12104,10185,752,19484,2359,15149,3835,8623,8286,1,1,18923,3122,1,20:06,2018,2019
2018-19,1626178,Rondae Hollis-Jefferson,Rondae,1610612751,BKN,Brooklyn Nets,21801221,2019-04-10T00:00:00,BKN vs. MIA,W,26.08333333333333,4,2,4,10,8,0,7,10,1,1,1,1,37.9,1,1,1,1,10841,2547,5025,2128,2613,13728,1,14996,3768,2599,17177,4829,12643,3414,1,26:05,2018,2019
2018-19,203915,Spencer Dinwiddie,Spencer,1610612751,BKN,Brooklyn Nets,21801221,2019-04-10T00:00:00,BKN vs. MIA,W,25.133333333333333,2,0,2,2,9,6,7,28,0,0,2,0,13.5,1,1,1,1,11701,6382,10185,5306,13916,15552,12741,14996,16523,8286,1,11136,18923,17306,1,25:08,2018,2019
2018-19,203915,Spencer Dinwiddie,Spencer,1610612751,BKN,Brooklyn Nets,21801199,2019-04-07T00:00:00,BKN @ IND,W,25.866666666666667,0,2,0,4,9,2,8,28,0,0,4,5,20.4,1,1,1,1,11035,12104,5025,10121,9626,15552,3276,16729,16523,8286,1,21788,1764,12377,1,25:52,2018,2019
2018-19,201960,DeMarre Carroll,DeMarre,1610612751,BKN,Brooklyn Nets,21801199,2019-04-07T00:00:00,BKN @ IND,W,15.8,2,2,0,2,6,2,8,16,0,0,1,0,9.0,1,1,1,1,19392,6382,5025,10121,13916,9874,3276,16729,7240,8286,1,4829,18923,20427,1,15:48,2018,2019
2018-19,201162,Jared Dudley,Jared,1610612751,BKN,Brooklyn Nets,21801199,2019-04-07T00:00:00,BKN @ IND,W,26.5,3,0,3,0,6,4,12,26,1,0,1,0,20.8,1,1,1,1,10457,4288,10185,3356,19484,9874,7911,21788,14918,2599,1,4829,18923,12109,1,26:30,2018,2019
2018-19,203925,Joe Harris,Joe,1610612751,BKN,Brooklyn Nets,21801199,2019-04-07T00:00:00,BKN @ IND,W,30.225,3,6,0,6,16,6,6,26,0,0,1,1,26.8,1,1,1,1,7080,4288,579,10121,6409,23822,12741,13011,14918,8286,1,4829,12643,8264,1,30:14,2018,2019
2018-19,202334,Ed Davis,Ed,1610612751,BKN,Brooklyn Nets,21801199,2019-04-07T00:00:00,BKN @ IND,W,19.83333333333333,0,0,0,2,6,0,7,18,0,0,0,3,14.2,1,1,1,1,16306,12104,10185,10121,13916,9874,1,14996,8623,8286,1,1,4876,16769,1,19:50,2018,2019
2018-19,1626203,Treveon Graham,Treveon,1610612751,BKN,Brooklyn Nets,21801199,2019-04-07T00:00:00,BKN @ IND,W,20.491666666666667,0,0,3,0,8,0,4,18,0,0,0,0,22.2,1,1,1,1,15781,12104,10185,3356,19484,13728,1,8582,8623,8286,1,1,18923,11140,1,20:30,2018,2019
2018-19,1629066,Rodions Kurucs,Rodions,1610612751,BKN,Brooklyn Nets,21801199,2019-04-07T00:00:00,BKN @ IND,W,16.125,2,0,2,2,10,2,5,20,0,3,1,0,12.9,1,1,1,1,19173,6382,10185,5306,13916,17225,3276,10952,10187,8286,25486,4829,18923,17721,1,16:08,2018,2019
2018-19,1628386,Jarrett Allen,Jarrett,1610612751,BKN,Brooklyn Nets,21801199,2019-04-07T00:00:00,BKN @ IND,W,28.166666666666668,0,2,0,12,13,6,8,28,1,0,1,1,24.4,1,1,1,1,8948,12104,5025,10121,1550,21290,12741,16729,16523,2599,1,4829,12643,9666,1,28:10,2018,2019
