GROUP_SET,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,PTS_OFF_TOV,PTS_2ND_CHANCE,PTS_FB,PTS_PAINT,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,BLK,BLKA,PF,PFD,NBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,PTS_OFF_TOV_RANK,PTS_2ND_CHANCE_RANK,PTS_FB_RANK,PTS_PAINT_RANK,OPP_PTS_OFF_TOV_RANK,OPP_PTS_2ND_CHANCE_RANK,OPP_PTS_FB_RANK,OPP_PTS_PAINT_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,NBA_FANTASY_PTS_RANK
Players,2760,Anderson Varejao,Anderson,1610612744,GSW,33.0,1,1,0,1.0,3.0,0,0,0,0,0,0,0,2,0,0,0,0,0.0,404,362,1,1,386,234,237,175,303,1,1,1,37,200,1,1,326,400
Players,2738,Andre Iguodala,Andre,1610612744,GSW,32.0,22,20,2,0.909,88.87666666666667,8,4,6,10,20,22,14,76,1,0,8,7,68.6,182,45,75,31,121,61,118,44,110,277,285,288,333,126,1,272,127,122
Players,101106,Andrew Bogut,Andrew,1610612744,GSW,31.0,16,14,2,0.875,40.695,2,3,1,6,11,0,6,18,2,0,8,6,40.3,222,119,75,34,213,169,143,159,152,205,1,193,168,78,1,272,139,175
Players,201575,Brandon Rush,Brandon,1610612744,GSW,30.0,6,3,3,0.5,11.381666666666666,0,0,0,0,6,5,4,10,1,0,0,0,5.0,312,293,109,188,318,234,237,175,303,151,138,161,118,126,1,1,326,338
Players,203110,Draymond Green,Draymond,1610612744,GSW,26.0,33,30,3,0.909,139.67333333333335,14,13,5,40,37,31,23,102,8,4,21,25,195.2,81,2,109,31,40,19,21,64,14,380,343,355,390,9,386,415,29,19
Players,203105,Festus Ezeli,Festus,1610612744,GSW,26.0,6,6,0,1.0,18.64,0,2,0,4,5,4,0,18,0,1,3,0,10.2,312,235,1,1,287,234,170,175,183,143,116,1,168,200,232,158,326,297
Players,203084,Harrison Barnes,Harrison,1610612744,GSW,24.0,24,20,4,0.833,77.225,0,2,2,4,21,21,16,58,0,0,10,3,37.5,163,45,127,38,143,234,170,114,183,283,277,309,294,200,1,311,192,184
Players,203546,Ian Clark,Ian,1610612744,GSW,25.0,4,4,0,1.0,11.796666666666669,0,0,0,2,2,4,3,10,0,0,1,0,1.0,339,270,1,1,315,234,237,175,234,75,116,147,118,200,1,63,326,393
Players,1626172,Kevon Looney,Kevon,1610612744,GSW,20.0,1,1,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,404,362,1,1,434,234,237,175,303,1,1,1,1,200,1,1,326,400
Players,202691,Klay Thompson,Klay,1610612744,GSW,26.0,32,28,4,0.875,121.12166666666668,4,10,8,16,30,31,24,90,4,3,7,13,109.8,94,4,127,34,70,114,39,34,81,344,343,359,364,34,367,258,71,62
Players,2571,Leandro Barbosa,Leandro,1610612744,GSW,33.0,6,5,1,0.833,8.013333333333334,0,0,0,0,4,0,4,6,0,1,0,0,4.2,312,252,31,38,346,234,237,175,303,124,1,161,86,200,232,1,326,346
Players,201578,Marreese Speights,Marreese,1610612744,GSW,28.0,3,3,0,1.0,5.421666666666667,2,0,0,2,0,4,0,4,0,0,0,1,6.4,357,293,1,1,361,169,237,175,234,1,116,1,63,200,1,1,268,326
Players,2733,Shaun Livingston,Shaun,1610612744,GSW,30.0,24,21,3,0.875,69.72666666666667,4,9,2,8,26,6,14,46,2,0,9,6,45.6,163,33,109,34,154,114,51,114,132,311,147,288,260,78,1,296,139,160
Players,201939,Stephen Curry,Stephen,1610612744,GSW,28.0,31,27,4,0.871,122.28666666666666,20,10,21,36,33,27,22,90,0,4,7,34,192.5,100,8,127,37,68,8,39,3,23,363,325,350,364,200,386,258,15,21
