season,team,team_id,team_hca,team_rcp,win_pct,opp_win_pct,opp_opp_win_pct,sos_v0
2017-18,ATL,1610612737,-4.05,-6.85,0.293,0.508,0.499,-0.128
2017-18,BOS,1610612738,4.66,2.51,0.671,0.487,0.5,-0.45
2017-18,CLE,1610612739,1.1,0.78,0.61,0.487,0.5,-0.535
2017-18,NOP,1610612740,1.46,1.15,0.585,0.501,0.501,0.521
2017-18,CHI,1610612741,-4.59,-9.49,0.329,0.507,0.499,-0.162
2017-18,DAL,1610612742,-0.07,-6.0,0.293,0.514,0.5,0.399
2017-18,DEN,1610612743,5.98,-3.02,0.561,0.499,0.501,0.228
2017-18,GSW,1610612744,7.56,4.39,0.707,0.491,0.501,-0.343
2017-18,HOU,1610612745,9.41,7.54,0.793,0.487,0.502,-0.11
2017-18,LAC,1610612746,1.02,-0.95,0.512,0.503,0.501,0.004
2017-18,LAL,1610612747,0.88,-3.98,0.427,0.503,0.501,0.513
2017-18,MIA,1610612748,2.05,-1.1,0.537,0.488,0.5,-0.453
2017-18,MIL,1610612749,0.98,-1.59,0.537,0.496,0.499,-0.244
2017-18,MIN,1610612750,5.68,-1.22,0.573,0.501,0.501,0.147
2017-18,BKN,1610612751,-3.1,-4.39,0.341,0.506,0.499,0.02
2017-18,NYK,1610612752,1.07,-8.2,0.354,0.505,0.499,-0.098
2017-18,ORL,1610612753,-3.59,-6.05,0.305,0.501,0.499,0.074
2017-18,IND,1610612754,3.0,-0.24,0.585,0.494,0.499,-0.098
2017-18,PHI,1610612755,8.2,0.8,0.634,0.496,0.499,0.084
2017-18,PHX,1610612756,-10.29,-8.44,0.256,0.515,0.5,0.602
2017-18,POR,1610612757,4.61,0.59,0.598,0.499,0.501,0.197
2017-18,SAC,1610612758,-5.27,-8.71,0.329,0.509,0.5,0.36
2017-18,SAS,1610612759,7.37,-1.59,0.573,0.499,0.501,-0.018
2017-18,OKC,1610612760,5.41,1.41,0.585,0.498,0.501,0.216
2017-18,TOR,1610612761,10.44,5.12,0.72,0.486,0.5,-0.456
2017-18,UTA,1610612762,7.73,0.88,0.585,0.508,0.5,0.25
2017-18,MEM,1610612763,-2.73,-9.68,0.268,0.512,0.5,0.128
2017-18,WAS,1610612764,3.2,-2.02,0.524,0.5,0.499,-0.245
2017-18,DET,1610612765,3.12,-3.41,0.476,0.5,0.499,-0.136
2017-18,CHA,1610612766,1.93,-1.41,0.439,0.498,0.499,-0.266
