player_id,player,nickname,team_id,team,age,gp,w,l,w_pct,min,usg_pct,pct_fgm,pct_fga,pct_fg3m,pct_fg3a,pct_ftm,pct_fta,pct_oreb,pct_dreb,pct_reb,pct_ast,pct_tov,pct_stl,pct_blk,pct_blka,pct_pf,pct_pfd,pct_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,usg_pct_rank,pct_fgm_rank,pct_fga_rank,pct_fg3m_rank,pct_fg3a_rank,pct_ftm_rank,pct_fta_rank,pct_oreb_rank,pct_dreb_rank,pct_reb_rank,pct_ast_rank,pct_tov_rank,pct_stl_rank,pct_blk_rank,pct_blka_rank,pct_pf_rank,pct_pfd_rank,pct_pts_rank
2744,Al Jefferson,Al,1610612766,CHA,31.0,9,4,5,0.444,27.0,0.183,0.267,0.224,0.0,0.0,0.0,0.0,0.3,0.208,0.235,0.125,0.0,0.0,0.4,0.2,0.333,0.0,0.186,289,270,153,258,252,145,84,118,209,275,299,312,103,165,136,188,1,237,57,301,376,326,161
203469,Cody Zeller,Cody,1610612766,CHA,23.0,35,17,18,0.486,94.0,0.087,0.13,0.072,0.0,0.015,0.177,0.192,0.321,0.139,0.187,0.036,0.063,0.125,0.3,0.063,0.289,0.179,0.131,70,88,361,230,111,325,231,344,209,272,149,151,98,262,197,279,176,192,92,236,354,166,242
201584,Courtney Lee,Courtney,1610612766,CHA,30.0,29,20,9,0.69,79.0,0.111,0.1,0.122,0.091,0.2,0.113,0.11,0.065,0.13,0.106,0.208,0.063,0.385,0.143,0.1,0.189,0.093,0.104,117,45,223,57,140,294,268,269,190,156,220,233,240,275,308,124,176,43,156,249,219,257,274
202343,Elliot Williams,Elliot,1610612766,CHA,27.0,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,404,362,1,1,432,390,342,379,209,275,299,312,270,356,370,287,1,237,200,1,1,326,359
1626163,Frank Kaminsky,Frank,1610612766,CHA,23.0,12,8,4,0.667,36.0,0.137,0.042,0.159,0.143,0.185,0.056,0.093,0.333,0.185,0.231,0.222,0.111,0.5,0.5,0.286,0.077,0.065,0.055,257,195,127,61,226,234,335,206,162,172,271,250,84,194,141,122,216,15,37,351,70,294,344
203087,Jeremy Lamb,Jeremy,1610612766,CHA,24.0,14,6,8,0.429,31.0,0.176,0.111,0.2,0.0,0.207,0.0,0.0,0.333,0.286,0.297,0.2,0.0,0.333,0.0,0.286,0.176,0.167,0.083,242,235,204,269,244,158,256,144,209,153,299,312,84,76,81,127,1,52,200,351,194,178,312
202391,Jeremy Lin,Jeremy,1610612766,CHA,27.0,29,17,12,0.586,101.0,0.179,0.205,0.16,0.16,0.152,0.307,0.299,0.167,0.153,0.157,0.273,0.16,0.0,0.125,0.118,0.154,0.289,0.236,117,88,264,114,102,153,145,202,156,198,61,71,161,239,240,93,272,237,162,259,153,71,103
203268,Jorge Gutierrez,Jorge,1610612766,CHA,27.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,404,408,31,408,425,390,342,379,209,275,299,312,270,356,370,287,1,237,200,1,1,326,359
202689,Kemba Walker,Kemba,1610612766,CHA,26.0,41,22,19,0.537,150.0,0.379,0.377,0.372,0.242,0.275,0.491,0.466,0.204,0.207,0.206,0.167,0.394,0.286,0.286,0.32,0.274,0.39,0.4,22,25,379,165,32,15,27,23,111,103,23,22,145,167,171,153,413,89,95,368,338,32,20
101107,Marvin Williams,Marvin,1610612766,CHA,30.0,38,20,18,0.526,120.0,0.123,0.146,0.135,0.269,0.167,0.096,0.118,0.154,0.258,0.227,0.098,0.077,0.182,0.308,0.133,0.164,0.156,0.143,38,45,361,173,71,259,218,246,95,187,238,223,173,103,148,228,184,154,89,273,170,195,218
203077,Michael Kidd-Gilchrist,Michael,1610612766,CHA,22.0,2,1,1,0.5,8.0,0.167,0.0,0.077,0.0,0.0,0.5,0.5,0.0,0.167,0.167,0.5,0.5,0.0,0.0,0.5,0.5,0.5,0.067,374,362,31,188,342,171,342,334,209,275,16,12,270,214,215,22,423,237,200,404,406,7,329
201587,Nicolas Batum,Nicolas,1610612766,CHA,27.0,35,19,16,0.543,124.0,0.197,0.176,0.231,0.269,0.36,0.079,0.072,0.1,0.248,0.206,0.459,0.217,0.222,0.0,0.273,0.121,0.146,0.155,70,64,324,157,66,126,187,109,95,48,257,272,211,121,172,40,327,128,200,349,107,205,201
201150,Spencer Hawes,Spencer,1610612766,CHA,28.0,14,8,6,0.571,20.0,0.127,0.143,0.156,0.125,0.176,0.0,0.0,0.5,0.154,0.263,0.357,0.125,0.333,0.0,0.0,0.333,0.0,0.099,242,195,174,127,284,251,222,211,169,177,299,312,32,234,107,62,232,52,200,1,376,326,286
203584,Troy Daniels,Troy,1610612766,CHA,24.0,4,2,2,0.5,22.0,0.148,0.375,0.195,0.833,0.353,0.0,0.0,0.0,0.0,0.0,0.091,0.0,0.0,0.5,0.0,0.083,0.0,0.333,339,326,75,188,274,204,28,157,10,52,299,312,270,356,370,233,1,237,37,1,72,326,37
201946,Tyler Hansbrough,Tyler,1610612766,CHA,30.0,2,1,1,0.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,374,362,31,188,392,390,342,379,209,275,299,312,1,356,1,287,1,237,200,1,299,326,359
