season,team_id,team,team_name,game_id,game_date,matchup,wl,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,available_flag,season_start,season_end
2020-21,1610612756,PHX,Phoenix Suns,42000406,2021-07-20T00:00:00,PHX @ MIL,L,48.0,12.0,3.8,8.3,33.0,7.5,10.5,8.3,37.5,0,0,0,86,7,56,153,76,67,38,100,85,122,1,2020,2021
2020-21,1610612749,MIL,Milwaukee Bucks,42000406,2021-07-20T00:00:00,MIL vs. PHX,W,48.0,7.5,10.5,8.3,37.5,12.0,3.8,8.3,33.0,0,0,0,1,7,125,61,76,43,103,11,85,90,1,2020,2021
2020-21,1610612749,MIL,Milwaukee Bucks,42000405,2021-07-17T00:00:00,MIL @ PHX,W,48.0,12.0,9.0,15.8,34.5,12.8,10.5,9.0,39.0,0,0,0,1,7,56,86,5,60,116,100,96,130,1,2020,2021
2020-21,1610612756,PHX,Phoenix Suns,42000405,2021-07-17T00:00:00,PHX vs. MIL,L,48.0,12.8,10.5,9.0,39.0,12.0,9.0,15.8,34.5,0,0,0,86,7,46,61,58,32,103,79,164,105,1,2020,2021
2020-21,1610612749,MIL,Milwaukee Bucks,42000404,2021-07-14T00:00:00,MIL vs. PHX,W,48.0,18.0,14.3,11.3,36.0,3.8,5.3,0.0,30.0,0,0,0,1,7,9,24,35,50,8,25,1,63,1,2020,2021
2020-21,1610612756,PHX,Phoenix Suns,42000404,2021-07-14T00:00:00,PHX @ MIL,L,48.0,3.8,5.3,0.0,30.0,18.0,14.3,11.3,36.0,0,0,0,86,7,158,137,167,98,158,139,129,112,1,2020,2021
2020-21,1610612756,PHX,Phoenix Suns,42000403,2021-07-11T00:00:00,PHX @ MIL,L,48.0,7.5,1.5,4.5,30.0,12.8,15.0,12.0,40.5,0,0,0,86,7,125,166,134,98,116,149,137,140,1,2020,2021
2020-21,1610612749,MIL,Milwaukee Bucks,42000403,2021-07-11T00:00:00,MIL vs. PHX,W,48.0,12.8,15.0,12.0,40.5,7.5,1.5,4.5,30.0,0,0,0,1,7,46,18,26,23,38,2,28,63,1,2020,2021
2020-21,1610612749,MIL,Milwaukee Bucks,42000402,2021-07-08T00:00:00,MIL @ PHX,L,48.0,12.0,17.3,12.8,40.5,11.3,14.3,5.3,21.0,0,0,0,86,7,56,6,21,23,89,139,38,4,1,2020,2021
2020-21,1610612756,PHX,Phoenix Suns,42000402,2021-07-08T00:00:00,PHX vs. MIL,W,48.0,11.3,14.3,5.3,21.0,12.0,17.3,12.8,40.5,0,0,0,1,7,70,24,123,164,103,161,146,140,1,2020,2021
2020-21,1610612756,PHX,Phoenix Suns,42000401,2021-07-06T00:00:00,PHX vs. MIL,W,48.0,12.0,5.3,15.0,33.0,7.5,2.3,12.8,31.5,0,0,0,1,7,56,137,8,67,38,6,146,74,1,2020,2021
2020-21,1610612749,MIL,Milwaukee Bucks,42000401,2021-07-06T00:00:00,MIL @ PHX,L,48.0,7.5,2.3,12.8,31.5,12.0,5.3,15.0,33.0,0,0,0,86,7,125,165,21,82,103,25,157,90,1,2020,2021
2020-21,1610612737,ATL,Atlanta Hawks,42000306,2021-07-03T00:00:00,ATL vs. MIL,L,48.0,14.3,12.8,7.5,30.0,18.8,17.3,9.8,30.0,0,0,0,86,7,28,39,88,98,163,161,114,63,1,2020,2021
2020-21,1610612749,MIL,Milwaukee Bucks,42000306,2021-07-03T00:00:00,MIL @ ATL,W,48.0,18.8,17.3,9.8,30.0,14.3,12.8,7.5,30.0,0,0,0,1,7,5,6,47,98,139,122,77,63,1,2020,2021
2020-21,1610612737,ATL,Atlanta Hawks,42000305,2021-07-01T00:00:00,ATL @ MIL,L,48.0,7.5,17.3,5.3,27.0,10.5,14.3,9.8,49.5,0,0,0,86,7,125,6,123,123,84,139,114,165,1,2020,2021
