team_id,team_name,gp,w,l,w_pct,min,def_rating,dreb,dreb_pct,stl,blk,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,def_rating_rank,dreb_rank,dreb_pct_rank,stl_rank,blk_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,team
1610612737,Atlanta Hawks,82,41,41,0.5,47.2,115.4,32.3,0.717,6.9,4.8,15.3,13.7,15.0,53.3,1,17,17,17,25,22,20,18,20,14,4,19,24,27,ATLANTA HAWKS
1610612738,Boston Celtics,82,57,25,0.695,48.5,110.6,35.4,0.746,6.3,5.2,15.3,12.7,13.1,48.6,1,2,2,2,11,2,2,1,27,7,5,6,9,9,BOSTON CELTICS
1610612751,Brooklyn Nets,82,45,37,0.549,48.6,113.5,32.6,0.689,7.2,6.2,17.0,14.8,13.5,50.6,1,9,9,9,7,16,17,29,15,1,17,27,12,17,BROOKLYN NETS
1610612766,Charlotte Hornets,82,27,55,0.329,47.3,114.7,32.8,0.717,7.6,5.1,16.6,13.9,11.9,51.6,1,27,27,27,24,20,14,19,10,10,15,20,3,20,CHARLOTTE HORNETS
1610612741,Chicago Bulls,82,40,42,0.488,48.4,111.5,33.8,0.736,7.8,4.5,15.5,11.9,12.9,46.8,1,19,19,19,13,5,7,3,8,19,8,2,7,3,CHICAGO BULLS
1610612739,Cleveland Cavaliers,82,51,31,0.622,49.9,109.9,32.3,0.715,7.4,4.8,16.0,12.4,13.1,47.6,1,5,5,5,1,1,21,20,12,12,9,4,8,6,CLEVELAND CAVALIERS
1610612742,Dallas Mavericks,82,38,44,0.463,49.3,116.1,31.6,0.717,6.4,3.8,15.2,14.7,13.5,51.8,1,21,21,21,3,25,24,17,26,27,3,25,13,22,DALLAS MAVERICKS
1610612743,Denver Nuggets,82,53,29,0.646,48.6,113.5,33.2,0.727,7.6,4.5,17.6,13.5,13.8,53.0,1,4,4,4,8,15,10,11,9,18,20,17,17,26,DENVER NUGGETS
1610612765,Detroit Pistons,82,17,65,0.207,48.1,117.8,31.2,0.702,7.0,3.7,18.0,14.7,13.4,53.8,1,30,30,30,17,27,27,27,18,28,24,26,11,29,DETROIT PISTONS
1610612744,Golden State Warriors,82,44,38,0.537,46.8,113.4,33.0,0.719,6.9,3.8,18.8,12.8,13.7,48.2,1,11,11,11,30,14,13,16,19,25,29,7,15,7,GOLDEN STATE WARRIORS
1610612745,Houston Rockets,82,22,60,0.268,48.1,118.6,32.8,0.729,7.3,4.5,20.6,13.0,17.4,48.9,1,28,28,28,18,29,15,9,14,17,30,9,30,11,HOUSTON ROCKETS
1610612754,Indiana Pacers,82,35,47,0.427,47.2,117.1,30.7,0.685,7.5,5.7,18.0,15.1,14.7,52.5,1,23,23,23,26,26,30,30,11,2,23,29,22,24,INDIANA PACERS
1610612746,LA Clippers,82,44,38,0.537,48.6,113.6,33.6,0.731,7.1,4.5,18.2,13.4,14.6,51.3,1,11,11,11,10,17,8,7,17,21,25,12,21,18,LA CLIPPERS
1610612747,Los Angeles Lakers,82,43,39,0.524,47.1,113.2,34.7,0.727,6.2,4.5,16.5,13.5,15.0,51.4,1,14,14,14,27,12,3,10,28,20,14,16,25,19,LOS ANGELES LAKERS
1610612763,Memphis Grizzlies,82,51,31,0.622,47.3,110.7,33.9,0.711,8.1,5.7,15.3,14.2,13.5,46.6,1,5,5,5,21,3,6,22,4,3,6,22,14,2,MEMPHIS GRIZZLIES
1610612748,Miami Heat,82,44,38,0.537,49.6,112.8,31.7,0.733,8.2,3.0,16.3,12.3,12.8,47.4,1,11,11,11,2,9,23,4,3,30,13,3,5,4,MIAMI HEAT
1610612749,Milwaukee Bucks,82,58,24,0.707,47.3,110.9,36.6,0.745,6.2,4.8,16.1,13.1,12.8,48.4,1,1,1,1,23,4,1,2,29,13,11,10,4,8,MILWAUKEE BUCKS
1610612750,Minnesota Timberwolves,82,42,40,0.512,47.3,113.1,32.0,0.703,7.8,5.3,17.3,13.4,14.1,49.7,1,15,15,15,22,10,22,26,7,5,19,14,19,15,MINNESOTA TIMBERWOLVES
1610612740,New Orleans Pelicans,82,42,40,0.512,48.2,112.0,33.0,0.732,8.3,4.1,17.9,13.3,13.8,49.3,1,15,15,15,16,6,12,5,2,23,22,11,18,14,NEW ORLEANS PELICANS
1610612752,New York Knicks,82,47,35,0.573,49.1,114.2,34.3,0.727,6.5,4.2,15.4,13.4,12.8,46.3,1,8,8,8,5,19,5,12,25,22,7,13,6,1,NEW YORK KNICKS
1610612760,Oklahoma City Thunder,82,40,42,0.488,47.1,113.2,31.4,0.693,8.0,4.0,14.4,15.1,11.5,49.2,1,19,19,19,28,13,25,28,5,24,1,30,2,13,OKLAHOMA CITY THUNDER
1610612753,Orlando Magic,82,34,48,0.415,48.2,113.7,33.1,0.73,7.3,4.7,18.2,13.5,14.4,47.6,1,25,25,25,15,18,11,8,13,15,26,15,20,5,ORLANDO MAGIC
1610612755,Philadelphia 76ers,82,54,28,0.659,49.3,112.7,32.7,0.721,7.9,4.8,16.8,12.9,15.8,48.9,1,3,3,3,4,8,16,14,6,11,16,8,28,10,PHILADELPHIA 76ERS
1610612756,Phoenix Suns,82,45,37,0.549,48.6,112.3,32.6,0.714,7.2,5.3,16.2,14.0,13.3,49.0,1,9,9,9,9,7,18,21,16,4,12,21,10,12,PHOENIX SUNS
1610612757,Portland Trail Blazers,82,33,49,0.402,48.4,118.0,31.3,0.709,6.8,4.6,17.8,13.7,15.4,53.6,1,26,26,26,14,28,26,25,23,16,21,18,27,28,PORTLAND TRAIL BLAZERS
1610612758,Sacramento Kings,82,48,34,0.585,47.5,116.0,32.4,0.731,6.9,3.3,16.0,12.5,11.3,52.6,1,7,7,7,20,24,19,6,21,29,10,5,1,25,SACRAMENTO KINGS
1610612759,San Antonio Spurs,82,22,60,0.268,47.0,119.6,31.0,0.709,6.8,3.8,18.4,14.2,14.9,55.0,1,28,28,28,29,30,28,24,24,26,28,23,23,30,SAN ANTONIO SPURS
1610612761,Toronto Raptors,82,41,41,0.5,49.0,113.1,30.8,0.721,9.6,5.3,14.7,11.6,15.3,49.8,1,17,17,17,6,11,29,15,1,6,2,1,26,16,TORONTO RAPTORS
1610612762,Utah Jazz,82,37,45,0.451,47.6,116.0,33.5,0.711,6.0,5.2,18.4,14.9,16.5,52.2,1,22,22,22,19,23,9,23,30,9,27,28,29,23,UTAH JAZZ
1610612764,Washington Wizards,82,35,47,0.427,48.4,114.9,34.4,0.724,6.9,5.2,17.1,14.3,13.8,51.8,1,23,23,23,12,21,4,13,22,8,18,24,16,21,WASHINGTON WIZARDS
