season_id,team_id,team,team_name,play_type,type_grouping,percentile,gp,poss_pct,ppp,fg_pct,ft_poss_pct,tov_poss_pct,sf_poss_pct,plusone_poss_pct,score_poss_pct,efg_pct,poss,pts,fgm,fga,fgmx
42020,1610612749,MIL,Milwaukee Bucks,OffRebound,Offensive,0.733,23,0.065,1.089,0.57,0.124,0.065,0.124,0.036,0.55,0.574,7.3,8.0,3.5,6.2,2.7
42020,1610612737,ATL,Atlanta Hawks,OffRebound,Offensive,0.4,18,0.052,0.98,0.518,0.099,0.069,0.099,0.02,0.495,0.518,5.6,6.0,2.4,4.7,2.3
42020,1610612743,DEN,Denver Nuggets,OffRebound,Offensive,0.933,10,0.066,1.216,0.606,0.122,0.041,0.122,0.054,0.608,0.606,7.4,9.0,4.0,6.6,2.6
42020,1610612756,PHX,Phoenix Suns,OffRebound,Offensive,0.533,22,0.036,1.012,0.567,0.073,0.11,0.073,0.0,0.524,0.575,3.7,4.0,1.7,3.0,1.3
42020,1610612755,PHI,Philadelphia 76ers,OffRebound,Offensive,0.667,12,0.057,1.053,0.566,0.197,0.132,0.197,0.053,0.513,0.575,6.3,7.0,2.5,4.4,1.9
42020,1610612746,LAC,LA Clippers,OffRebound,Offensive,0.467,19,0.037,1.0,0.473,0.183,0.085,0.155,0.042,0.507,0.482,3.7,4.0,1.4,2.9,1.5
42020,1610612762,UTA,Utah Jazz,OffRebound,Offensive,0.867,11,0.05,1.186,0.683,0.169,0.153,0.169,0.017,0.627,0.683,5.4,6.0,2.5,3.7,1.2
42020,1610612751,BKN,Brooklyn Nets,OffRebound,Offensive,0.267,12,0.045,0.965,0.529,0.018,0.105,0.018,0.018,0.474,0.529,4.8,5.0,2.3,4.3,2.0
42020,1610612763,MEM,Memphis Grizzlies,OffRebound,Offensive,1.0,5,0.062,1.314,0.667,0.171,0.029,0.171,0.057,0.686,0.667,7.0,9.0,4.0,6.0,2.0
42020,1610612738,BOS,Boston Celtics,OffRebound,Offensive,0.2,5,0.085,0.958,0.465,0.104,0.063,0.104,0.063,0.458,0.488,9.6,9.0,4.0,8.6,4.6
42020,1610612764,WAS,Washington Wizards,OffRebound,Offensive,0.8,5,0.066,1.158,0.567,0.184,0.053,0.158,0.026,0.605,0.567,7.6,9.0,3.4,6.0,2.6
42020,1610612747,LAL,Los Angeles Lakers,OffRebound,Offensive,0.333,6,0.067,0.977,0.515,0.116,0.14,0.116,0.023,0.488,0.53,7.2,7.0,2.8,5.5,2.7
42020,1610612752,NYK,New York Knicks,OffRebound,Offensive,0.6,5,0.065,1.029,0.552,0.057,0.114,0.057,0.0,0.514,0.569,7.0,7.0,3.2,5.8,2.6
42020,1610612742,DAL,Dallas Mavericks,OffRebound,Offensive,0.067,7,0.061,0.778,0.381,0.044,0.044,0.022,0.022,0.378,0.381,6.4,5.0,2.3,6.0,3.7
42020,1610612757,POR,Portland Trail Blazers,OffRebound,Offensive,0.133,6,0.058,0.895,0.452,0.105,0.105,0.132,0.053,0.421,0.452,6.3,6.0,2.3,5.2,2.8
42020,1610612748,MIA,Miami Heat,OffRebound,Offensive,0.0,4,0.053,0.75,0.35,0.083,0.083,0.083,0.0,0.375,0.35,6.0,4.0,1.8,5.0,3.3
42020,1610612754,IND,Indiana Pacers,OffRebound,Offensive,0.4,2,0.052,1.0,0.545,0.077,0.077,0.077,0.0,0.538,0.545,6.5,6.0,3.0,5.5,2.5
42020,1610612759,SAS,San Antonio Spurs,OffRebound,Offensive,0.4,1,0.086,1.0,0.5,0.2,0.0,0.2,0.0,0.5,0.5,10.0,10.0,4.0,8.0,4.0
42020,1610612744,GSW,Golden State Warriors,OffRebound,Offensive,0.0,2,0.039,0.889,0.444,0.0,0.0,0.0,0.0,0.444,0.444,4.5,4.0,2.0,4.5,2.5
42020,1610612766,CHA,Charlotte Hornets,OffRebound,Offensive,0.0,1,0.008,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0
