season,team_id,game_id,game_date,away_team,home_team,opponent_id,pf,opp_pf,wl,differential,round,game_no_in_series
2018-19,1610612745,41800171,2019-04-14,UTA,HOU,1610612762,122,90,W,32,rnd1,1
2018-19,1610612745,41800172,2019-04-17,UTA,HOU,1610612762,118,98,W,20,rnd1,2
2018-19,1610612745,41800173,2019-04-20,HOU,UTA,1610612762,104,101,W,3,rnd1,3
2018-19,1610612745,41800174,2019-04-22,HOU,UTA,1610612762,91,107,L,-16,rnd1,4
2018-19,1610612745,41800175,2019-04-24,UTA,HOU,1610612762,100,93,W,7,rnd1,5
2018-19,1610612745,41800221,2019-04-28,HOU,GSW,1610612744,100,104,L,-4,sf,1
2018-19,1610612745,41800222,2019-04-30,HOU,GSW,1610612744,109,115,L,-6,sf,2
2018-19,1610612745,41800223,2019-05-04,GSW,HOU,1610612744,126,121,W,5,sf,3
2018-19,1610612745,41800224,2019-05-06,GSW,HOU,1610612744,112,108,W,4,sf,4
2018-19,1610612745,41800225,2019-05-08,HOU,GSW,1610612744,99,104,L,-5,sf,5
2018-19,1610612745,41800226,2019-05-10,GSW,HOU,1610612744,113,118,L,-5,sf,6
