team_id,team_name,team,gp,g,fga_frequency,fgm,fga,fg_pct,efg_pct,fg2a_frequency,fg2m,fg2a,fg2_pct,fg3a_frequency,fg3m,fg3a,fg3_pct
1610612738,Boston Celtics,BOS,24,24,0.339,262,666,0.393,0.571,0.028,26,55,0.473,0.311,236,611,0.386
1610612744,Golden State Warriors,GSW,22,22,0.306,222,580,0.383,0.553,0.031,24,58,0.414,0.276,198,522,0.379
1610612742,Dallas Mavericks,DAL,18,18,0.351,201,511,0.393,0.587,0.01,3,14,0.214,0.342,198,497,0.398
1610612748,Miami Heat,MIA,18,18,0.293,153,450,0.34,0.491,0.027,17,41,0.415,0.266,136,409,0.333
1610612763,Memphis Grizzlies,MEM,12,12,0.288,111,316,0.351,0.519,0.011,5,12,0.417,0.277,106,304,0.349
1610612756,Phoenix Suns,PHX,13,13,0.281,118,302,0.391,0.531,0.059,33,64,0.516,0.221,85,238,0.357
1610612749,Milwaukee Bucks,MIL,12,12,0.276,110,292,0.377,0.55,0.026,9,27,0.333,0.251,101,265,0.381
1610612755,Philadelphia 76ers,PHI,12,12,0.293,100,275,0.364,0.544,0.013,1,12,0.083,0.28,99,263,0.376
1610612741,Chicago Bulls,CHI,5,5,0.401,59,181,0.326,0.456,0.058,12,26,0.462,0.344,47,155,0.303
1610612750,Minnesota Timberwolves,MIN,6,6,0.297,61,146,0.418,0.627,0.006,0,3,0.0,0.291,61,143,0.427
1610612761,Toronto Raptors,TOR,6,6,0.283,49,146,0.336,0.497,0.014,2,7,0.286,0.269,47,139,0.338
1610612743,Denver Nuggets,DEN,5,5,0.348,58,144,0.403,0.573,0.039,9,16,0.563,0.309,49,128,0.383
1610612740,New Orleans Pelicans,NOP,6,6,0.271,48,137,0.35,0.504,0.038,6,19,0.316,0.233,42,118,0.356
1610612737,Atlanta Hawks,ATL,5,5,0.315,46,123,0.374,0.545,0.023,4,9,0.444,0.292,42,114,0.368
1610612762,Utah Jazz,UTA,6,6,0.228,30,108,0.278,0.417,0.0,0,0,,0.228,30,108,0.278
1610612751,Brooklyn Nets,BKN,4,4,0.25,40,78,0.513,0.712,0.042,9,13,0.692,0.208,31,65,0.477
