player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,pct_fga_2pt,pct_fga_3pt,pct_pts_2pt,pct_pts_2pt_mr,pct_pts_3pt,pct_pts_fb,pct_pts_ft,pct_pts_off_tov,pct_pts_paint,pct_ast_2pm,pct_uast_2pm,pct_ast_3pm,pct_uast_3pm,pct_ast_fgm,pct_uast_fgm,fgm,fga,fg_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pct_fga_2pt_rank,pct_fga_3pt_rank,pct_pts_2pt_rank,pct_pts_2pt_mr_rank,pct_pts_3pt_rank,pct_pts_fb_rank,pct_pts_ft_rank,pct_pts_off_tov_rank,pct_pts_paint_rank,pct_ast_2pm_rank,pct_uast_2pm_rank,pct_ast_3pm_rank,pct_uast_3pm_rank,pct_ast_fgm_rank,pct_uast_fgm_rank,fgm_rank,fga_rank,fg_pct_rank,team
1628988,Aaron Holiday,Aaron,1610612754,IND,24.0,66,30,36,0.455,17.8,0.583,0.417,0.434,0.076,0.423,0.185,0.143,0.16,0.358,0.456,0.544,0.925,0.075,0.641,0.359,170,436,0.39,70,143,490,318,310,271,269,339,204,197,64,263,206,338,340,190,260,220,300,235,213,175,431,IND
1628578,Amida Brimah,Amida,1610612754,IND,27.0,5,2,3,0.4,5.9,1.0,0.0,0.769,0.0,0.0,0.308,0.231,0.0,0.769,0.8,0.2,0.0,0.0,0.8,0.2,5,8,0.625,512,501,27,382,495,1,522,69,452,480,12,53,508,47,40,486,478,331,106,424,501,523,25,IND
1628968,Brian Bowen II,Brian,1610612754,IND,22.0,6,1,5,0.167,2.5,0.75,0.25,0.667,0.0,0.0,0.0,0.333,0.0,0.667,1.0,0.0,0.0,0.0,1.0,0.0,1,4,0.25,506,515,50,520,537,130,406,118,452,480,498,16,508,87,1,519,478,331,1,524,525,528,517,IND
1627747,Caris LeVert,Caris,1610612754,IND,26.0,47,24,23,0.511,31.6,0.683,0.317,0.58,0.097,0.266,0.152,0.154,0.172,0.483,0.375,0.625,0.56,0.44,0.418,0.582,359,814,0.441,256,223,297,247,69,185,355,183,141,340,120,224,149,206,403,127,451,29,463,72,63,51,272,IND
1630199,Cassius Stanley,Cassius,1610612754,IND,21.0,24,10,14,0.417,3.9,0.698,0.302,0.556,0.0,0.25,0.389,0.194,0.056,0.556,0.6,0.4,1.0,0.0,0.692,0.308,13,43,0.302,417,411,151,373,521,171,369,211,452,353,4,111,500,137,226,296,1,331,244,291,470,456,511,IND
1627734,Domantas Sabonis,Domantas,1610612754,IND,25.0,62,29,33,0.468,36.0,0.821,0.179,0.686,0.044,0.124,0.09,0.19,0.152,0.641,0.606,0.394,0.962,0.038,0.645,0.355,484,904,0.535,116,158,454,302,6,101,439,107,300,421,330,121,242,96,218,312,203,274,298,237,24,41,75,IND
203926,Doug McDermott,Doug,1610612754,IND,29.0,66,32,34,0.485,24.5,0.57,0.43,0.541,0.016,0.37,0.137,0.089,0.149,0.525,0.774,0.226,1.0,0.0,0.845,0.155,354,665,0.532,70,115,470,277,184,292,248,224,411,241,153,426,261,161,57,473,1,331,73,462,65,86,79,IND
1628410,Edmond Sumner,Edmond,1610612754,IND,25.0,53,23,30,0.434,16.2,0.688,0.312,0.566,0.015,0.263,0.308,0.171,0.221,0.551,0.69,0.31,0.943,0.057,0.75,0.25,148,282,0.525,208,234,413,343,346,180,360,199,413,342,11,163,50,140,138,392,230,250,164,363,237,263,82,IND
1629048,Goga Bitadze,Goga,1610612754,IND,21.0,45,19,26,0.422,12.5,0.593,0.407,0.545,0.052,0.26,0.1,0.195,0.143,0.494,0.635,0.365,1.0,0.0,0.723,0.277,83,194,0.428,279,298,341,366,407,261,279,221,271,347,293,109,285,198,188,342,1,331,203,332,339,330,325,IND
203960,JaKarr Sampson,JaKarr,1610612754,IND,28.0,29,14,15,0.483,10.9,0.867,0.133,0.791,0.06,0.067,0.082,0.142,0.119,0.731,0.698,0.302,1.0,0.0,0.714,0.286,56,113,0.496,395,357,163,281,428,84,456,57,247,444,363,268,415,66,131,398,1,331,220,311,372,380,136,IND
1629665,Jalen Lecque,Jalen,1610612754,IND,21.0,4,2,2,0.5,3.0,0.889,0.111,0.4,0.0,0.0,0.0,0.6,0.0,0.4,0.0,1.0,0.0,0.0,0.0,1.0,1,9,0.111,519,501,15,251,532,79,459,376,452,480,498,3,508,279,516,1,478,331,528,1,525,518,532,IND
203087,Jeremy Lamb,Jeremy,1610612754,IND,29.0,36,16,20,0.444,21.3,0.536,0.464,0.375,0.083,0.43,0.105,0.195,0.132,0.292,0.529,0.471,0.827,0.173,0.658,0.342,120,276,0.435,346,331,236,330,242,325,215,399,180,190,274,106,353,411,293,235,348,132,282,253,279,268,301,IND
203200,Justin Holiday,Justin,1610612754,IND,32.0,72,34,38,0.472,30.3,0.275,0.725,0.225,0.048,0.687,0.168,0.088,0.179,0.177,0.671,0.329,0.971,0.029,0.872,0.128,258,625,0.413,1,100,505,297,94,507,33,499,285,33,86,428,129,489,153,377,184,296,50,485,129,101,375,IND
1629103,Kelan Martin,Kelan,1610612754,IND,25.0,35,16,19,0.457,9.2,0.565,0.435,0.484,0.102,0.459,0.376,0.057,0.287,0.382,0.526,0.474,0.917,0.083,0.677,0.323,62,138,0.449,354,331,213,314,451,297,243,288,126,161,5,493,15,307,296,233,269,208,260,274,363,362,248,IND
1627763,Malcolm Brogdon,Malcolm,1610612754,IND,28.0,56,27,29,0.482,34.5,0.618,0.382,0.504,0.121,0.367,0.135,0.129,0.126,0.383,0.247,0.753,0.662,0.338,0.383,0.617,444,980,0.453,180,189,399,282,21,236,304,261,98,246,160,307,387,305,480,50,428,52,484,51,34,29,237,IND
1626167,Myles Turner,Myles,1610612754,IND,25.0,47,22,25,0.468,31.0,0.523,0.477,0.463,0.017,0.35,0.073,0.187,0.149,0.446,0.759,0.241,1.0,0.0,0.84,0.16,206,432,0.477,256,252,326,301,84,336,204,311,401,257,390,128,263,239,69,461,1,331,75,460,171,176,176,IND
1629052,Oshae Brissett,Oshae,1610612754,IND,23.0,21,10,11,0.476,24.7,0.483,0.517,0.349,0.0,0.432,0.192,0.219,0.175,0.349,0.725,0.275,0.97,0.03,0.836,0.164,73,151,0.483,429,411,111,289,182,373,167,429,452,186,55,69,142,346,101,429,189,290,77,458,348,354,156,IND
204456,T.J. McConnell,T.J.,1610612754,IND,29.0,69,33,36,0.478,26.0,0.902,0.098,0.869,0.164,0.076,0.107,0.055,0.166,0.705,0.363,0.637,0.8,0.2,0.387,0.613,274,490,0.559,32,107,490,286,159,75,465,22,51,438,265,495,171,74,408,122,366,109,481,54,115,158,55,IND
203933,T.J. Warren,T.J.,1610612754,IND,27.0,4,3,1,0.75,29.3,0.863,0.137,0.871,0.194,0.0,0.306,0.129,0.129,0.677,0.593,0.407,0.0,0.0,0.593,0.407,27,51,0.529,519,482,6,18,110,86,454,19,36,480,13,306,369,84,238,292,478,331,348,187,437,449,80,IND
