close_def_person_id,player,team_id,team,pos,age,gp,g,freq,d_fgm,d_fga,d_fg_pct,normal_fg_pct,pct_plusminus
203500,Steven Adams,1610612760,OKC,C,23.0,80,80,1.0,6.5,13.73,0.474,0.475,-0.001
203460,Andre Roberson,1610612760,OKC,F,25.0,79,79,1.0,5.13,12.25,0.418,0.457,-0.039
203506,Victor Oladipo,1610612760,OKC,G,25.0,67,67,1.0,5.16,11.0,0.469,0.448,0.022
201959,Taj Gibson,1610612760,OKC,F,32.0,78,78,1.0,4.45,9.81,0.454,0.466,-0.013
202683,Enes Freedom,1610612760,OKC,C,25.0,72,72,1.0,4.53,9.69,0.467,0.472,-0.005
1627734,Domantas Sabonis,1610612760,OKC,F,21.0,81,81,1.0,3.79,8.23,0.46,0.466,-0.006
203962,Josh Huestis,1610612760,OKC,F,25.0,2,2,1.0,2.0,8.0,0.25,0.444,-0.194
203926,Doug McDermott,1610612760,OKC,F,25.0,65,65,1.0,3.62,7.45,0.486,0.446,0.04
201566,Russell Westbrook,1610612760,OKC,G,28.0,80,80,1.0,3.58,7.36,0.486,0.452,0.033
203924,Jerami Grant,1610612760,OKC,F,23.0,78,78,1.0,2.83,6.9,0.411,0.456,-0.046
203518,Alex Abrines,1610612760,OKC,G-F,23.0,65,65,1.0,2.46,4.88,0.505,0.441,0.064
203902,Semaj Christon,1610612760,OKC,G,24.0,61,61,1.0,2.33,4.82,0.483,0.433,0.05
202713,Kyle Singler,1610612760,OKC,F,29.0,28,28,1.0,2.04,4.54,0.449,0.448,0.001
202708,Norris Cole,1610612760,OKC,G,28.0,9,9,1.0,1.56,3.67,0.424,0.453,-0.029
2555,Nick Collison,1610612760,OKC,F,36.0,19,19,1.0,1.16,2.74,0.423,0.461,-0.038
