season,team_id,game_id,game_date,away_team,home_team,opponent_id,game_no,pf,opp_pf,wl
2024-25,1610612747,22400062,2024-10-22,MIN,LAL,1610612750,1,110,103,W
2024-25,1610612747,22400085,2024-10-25,PHX,LAL,1610612756,2,123,116,W
2024-25,1610612747,22400096,2024-10-26,SAC,LAL,1610612758,3,131,127,W
2024-25,1610612747,22400111,2024-10-28,LAL,PHX,1610612756,4,105,109,L
2024-25,1610612747,22400118,2024-10-30,LAL,CLE,1610612739,5,110,134,L
2024-25,1610612747,22400137,2024-11-01,LAL,TOR,1610612761,6,131,125,W
2024-25,1610612747,22400156,2024-11-04,LAL,DET,1610612765,7,103,115,L
2024-25,1610612747,22400174,2024-11-06,LAL,MEM,1610612763,8,114,131,L
2024-25,1610612747,22400195,2024-11-08,PHI,LAL,1610612755,9,116,106,W
2024-25,1610612747,22400211,2024-11-10,TOR,LAL,1610612761,10,123,103,W
2024-25,1610612747,22400225,2024-11-13,MEM,LAL,1610612763,11,128,123,W
2024-25,1610612747,22400015,2024-11-15,LAL,SAS,1610612759,12,120,115,W
2024-25,1610612747,22400231,2024-11-16,LAL,NOP,1610612740,13,104,99,W
2024-25,1610612747,22400026,2024-11-19,UTA,LAL,1610612762,14,124,118,W
2024-25,1610612747,22400263,2024-11-21,ORL,LAL,1610612753,15,118,119,L
2024-25,1610612747,22400270,2024-11-23,DEN,LAL,1610612743,16,102,127,L
2024-25,1610612747,22400039,2024-11-26,LAL,PHX,1610612756,17,100,127,L
2024-25,1610612747,22400296,2024-11-27,LAL,SAS,1610612759,18,119,101,W
2024-25,1610612747,22400048,2024-11-29,OKC,LAL,1610612760,19,93,101,L
2024-25,1610612747,22400311,2024-12-01,LAL,UTA,1610612762,20,105,104,W
2024-25,1610612747,22400318,2024-12-02,LAL,MIN,1610612750,21,80,109,L
2024-25,1610612747,22400321,2024-12-04,LAL,MIA,1610612748,22,93,134,L
2024-25,1610612747,22400334,2024-12-06,LAL,ATL,1610612737,23,132,134,L
2024-25,1610612747,22400358,2024-12-08,POR,LAL,1610612757,24,107,98,W
2024-25,1610612747,22401210,2024-12-13,LAL,MIN,1610612750,25,87,97,L
2024-25,1610612747,22401220,2024-12-15,MEM,LAL,1610612763,26,116,110,W
2024-25,1610612747,22400372,2024-12-19,LAL,SAC,1610612758,27,113,100,W
2024-25,1610612747,22400376,2024-12-21,LAL,SAC,1610612758,28,103,99,W
2024-25,1610612747,22400404,2024-12-23,DET,LAL,1610612765,29,114,117,L
2024-25,1610612747,22400408,2024-12-25,LAL,GSW,1610612744,30,115,113,W
2024-25,1610612747,22400435,2024-12-28,SAC,LAL,1610612758,31,132,122,W
2024-25,1610612747,22400454,2024-12-31,CLE,LAL,1610612739,32,110,122,L
2024-25,1610612747,22400468,2025-01-02,POR,LAL,1610612757,33,114,106,W
2024-25,1610612747,22400477,2025-01-03,ATL,LAL,1610612737,34,119,102,W
2024-25,1610612747,22400491,2025-01-05,LAL,HOU,1610612745,35,115,119,L
2024-25,1610612747,22400504,2025-01-07,LAL,DAL,1610612742,36,97,118,L
2024-25,1610612747,22400552,2025-01-13,SAS,LAL,1610612759,37,102,126,L
2024-25,1610612747,22400570,2025-01-15,MIA,LAL,1610612748,38,117,108,W
2024-25,1610612747,22400585,2025-01-17,BKN,LAL,1610612751,39,102,101,W
2024-25,1610612747,22400596,2025-01-19,LAL,LAC,1610612746,40,102,116,L
2024-25,1610612747,22400610,2025-01-21,WAS,LAL,1610612764,41,111,88,W
2024-25,1610612747,22400629,2025-01-23,BOS,LAL,1610612738,42,117,96,W
2024-25,1610612747,22400644,2025-01-25,LAL,GSW,1610612744,43,118,108,W
2024-25,1610612747,22400648,2025-01-27,LAL,CHA,1610612766,44,112,107,W
2024-25,1610612747,22400660,2025-01-28,LAL,PHI,1610612755,45,104,118,L
2024-25,1610612747,22400674,2025-01-30,LAL,WAS,1610612764,46,134,96,W
2024-25,1610612747,22400692,2025-02-01,LAL,NYK,1610612752,47,128,112,W
2024-25,1610612747,22400715,2025-02-04,LAL,LAC,1610612746,48,122,97,W
2024-25,1610612747,22400731,2025-02-06,GSW,LAL,1610612744,49,120,112,W
2024-25,1610612747,22400742,2025-02-08,IND,LAL,1610612754,50,124,117,W
2024-25,1610612747,22400768,2025-02-10,UTA,LAL,1610612762,51,132,113,W
2024-25,1610612747,22400781,2025-02-12,LAL,UTA,1610612762,52,119,131,L
2024-25,1610612747,22400524,2025-02-19,CHA,LAL,1610612766,53,97,100,L
2024-25,1610612747,22400796,2025-02-20,LAL,POR,1610612757,54,110,102,W
2024-25,1610612747,22400808,2025-02-22,LAL,DEN,1610612743,55,123,100,W
2024-25,1610612747,22400835,2025-02-25,DAL,LAL,1610612742,56,107,99,W
2024-25,1610612747,22400849,2025-02-27,MIN,LAL,1610612750,57,111,102,W
2024-25,1610612747,22400859,2025-02-28,LAC,LAL,1610612746,58,106,102,W
2024-25,1610612747,22400874,2025-03-02,LAC,LAL,1610612746,59,108,102,W
2024-25,1610612747,22400890,2025-03-04,NOP,LAL,1610612740,60,136,115,W
2024-25,1610612747,22400903,2025-03-06,NYK,LAL,1610612752,61,113,109,W
2024-25,1610612747,22400918,2025-03-08,LAL,BOS,1610612738,62,101,111,L
2024-25,1610612747,22400930,2025-03-10,LAL,BKN,1610612751,63,108,111,L
2024-25,1610612747,22400955,2025-03-13,LAL,MIL,1610612749,64,106,126,L
2024-25,1610612747,22400965,2025-03-14,LAL,DEN,1610612743,65,126,131,L
2024-25,1610612747,22400977,2025-03-16,PHX,LAL,1610612756,66,107,96,W
2024-25,1610612747,22400537,2025-03-17,SAS,LAL,1610612759,67,125,109,W
2024-25,1610612747,22401006,2025-03-19,DEN,LAL,1610612743,68,120,108,W
2024-25,1610612747,22400996,2025-03-20,MIL,LAL,1610612749,69,89,118,L
2024-25,1610612747,22401028,2025-03-22,CHI,LAL,1610612741,70,115,146,L
2024-25,1610612747,22401038,2025-03-24,LAL,ORL,1610612753,71,106,118,L
2024-25,1610612747,22401055,2025-03-26,LAL,IND,1610612754,72,120,119,W
2024-25,1610612747,22401063,2025-03-27,LAL,CHI,1610612741,73,117,119,L
2024-25,1610612747,22401078,2025-03-29,LAL,MEM,1610612763,74,134,127,W
2024-25,1610612747,22401096,2025-03-31,HOU,LAL,1610612745,75,104,98,W
2024-25,1610612747,22401117,2025-04-03,GSW,LAL,1610612744,76,116,123,L
2024-25,1610612747,22401126,2025-04-04,NOP,LAL,1610612740,77,124,108,W
2024-25,1610612747,22401135,2025-04-06,LAL,OKC,1610612760,78,126,99,W
2024-25,1610612747,22401153,2025-04-08,LAL,OKC,1610612760,79,120,136,L
2024-25,1610612747,22401159,2025-04-09,LAL,DAL,1610612742,80,112,97,W
2024-25,1610612747,22401185,2025-04-11,HOU,LAL,1610612745,81,140,109,W
2024-25,1610612747,22401199,2025-04-13,LAL,POR,1610612757,82,81,109,L
