PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,PTS_OFF_TOV,PTS_2ND_CHANCE,PTS_FB,PTS_PAINT,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,BLK,BLKA,PF,PFD,NBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,PTS_OFF_TOV_RANK,PTS_2ND_CHANCE_RANK,PTS_FB_RANK,PTS_PAINT_RANK,OPP_PTS_OFF_TOV_RANK,OPP_PTS_2ND_CHANCE_RANK,OPP_PTS_FB_RANK,OPP_PTS_PAINT_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,NBA_FANTASY_PTS_RANK
1630639,A.J. Lawson,A.J.,1610612742,DAL,23.0,10,7,3,0.7,51.6,8.6,5.2,6.9,6.9,13.8,5.2,10.3,37.9,1.7,0.0,1.7,1.7,30.3,56,37,53,25,43,5,23,6,98,86,31,60,168,37,1,32,156,157
1631260,AJ Green,AJ,1610612749,MIL,24.0,6,2,4,0.333,47.8,2.1,0.0,3.5,2.8,10.6,11.3,8.5,44.0,0.0,0.0,6.4,2.8,21.1,95,101,84,113,192,112,153,42,163,47,94,33,125,142,1,188,116,196
203932,Aaron Gordon,Aaron,1610612743,DEN,28.0,12,7,5,0.583,51.4,1.4,3.3,2.8,12.5,16.3,11.5,15.8,57.0,0.8,0.6,3.2,3.6,44.9,43,37,161,54,58,142,55,66,43,138,99,160,20,98,91,85,89,76
1630174,Aaron Nesmith,Aaron,1610612754,IND,24.0,17,8,9,0.471,51.2,1.7,2.3,2.1,5.5,15.0,14.1,11.7,48.7,0.8,0.5,6.0,4.2,34.0,17,24,200,84,68,127,91,94,127,119,144,90,72,94,82,187,69,134
1630598,Aaron Wiggins,Aaron,1610612760,OKC,25.0,10,6,4,0.6,50.4,2.6,3.9,1.3,10.9,14.1,21.2,9.6,41.8,1.0,0.3,2.6,2.6,42.9,56,51,84,36,106,94,41,123,53,96,203,46,142,78,76,51,128,83
201143,Al Horford,Al,1610612738,BOS,38.0,19,16,3,0.842,51.1,2.5,1.2,1.2,5.0,13.7,9.9,10.2,52.4,1.4,0.0,2.5,1.2,42.1,9,1,53,10,76,97,133,125,134,85,69,55,37,54,1,47,171,91
202692,Alec Burks,Alec,1610612752,NYK,32.0,6,2,4,0.333,50.0,5.4,5.4,2.5,7.5,10.8,11.6,13.7,57.3,0.4,1.7,2.5,8.7,53.1,95,101,84,113,124,22,18,79,95,50,102,120,19,118,176,48,10,36
1629599,Amir Coffey,Amir,1610612746,LAC,27.0,6,2,4,0.333,51.7,0.9,2.3,0.0,3.7,16.6,16.6,13.8,55.3,0.5,0.9,2.8,0.5,16.6,95,101,84,113,38,150,89,145,148,144,177,124,27,115,129,62,181,204
1641748,Andre Jackson Jr.,Andre,1610612749,MIL,22.0,5,1,4,0.2,49.7,1.7,3.3,0.0,5.0,9.2,13.3,9.2,35.0,0.8,0.8,8.3,0.0,46.0,122,136,84,157,135,131,56,145,132,34,129,39,185,93,120,201,183,66
1629614,Andrew Nembhard,Andrew,1610612754,IND,24.0,17,8,9,0.471,51.6,3.1,2.0,1.8,9.5,13.7,16.3,10.4,49.1,0.4,0.9,5.2,2.7,43.6,17,24,200,84,46,69,107,104,74,84,175,61,68,125,130,162,122,82
1641710,Anthony Black,Anthony,1610612753,ORL,20.0,2,2,0,1.0,51.3,9.5,9.5,0.0,19.0,47.6,0.0,19.0,66.7,0.0,4.8,4.8,0.0,63.8,192,101,1,1,65,3,4,145,12,211,1,192,7,142,209,141,183,10
203076,Anthony Davis,Anthony,1610612747,LAL,31.0,5,1,4,0.2,49.0,3.8,5.9,2.4,24.5,11.3,13.9,16.0,55.7,1.9,0.9,4.5,5.7,66.4,122,136,84,157,167,47,15,81,3,53,139,163,25,30,133,131,46,8
1630162,Anthony Edwards,Anthony,1610612750,MIN,22.0,16,9,7,0.563,50.8,5.8,2.4,6.4,12.5,16.6,10.1,11.7,45.9,0.7,0.9,2.9,5.2,61.0,24,18,184,65,91,18,87,9,42,145,73,88,102,103,132,68,50,14
