group_set,player_id,player,nickname,team_id,team,age,gp,w,l,w_pct,min,usg_pct,pct_fgm,pct_fga,pct_fg3m,pct_fg3a,pct_ftm,pct_fta,pct_oreb,pct_dreb,pct_reb,pct_ast,pct_tov,pct_stl,pct_blk,pct_blka,pct_pf,pct_pfd,pct_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,usg_pct_rank,pct_fgm_rank,pct_fga_rank,pct_fg3m_rank,pct_fg3a_rank,pct_ftm_rank,pct_fta_rank,pct_oreb_rank,pct_dreb_rank,pct_reb_rank,pct_ast_rank,pct_tov_rank,pct_stl_rank,pct_blk_rank,pct_blka_rank,pct_pf_rank,pct_pfd_rank,pct_pts_rank
Players,1630598,Aaron Wiggins,Aaron,1610612760,OKC,26.0,8,4,4,0.5,18.0,0.213,0.222,0.25,0.429,0.412,0.333,0.3,0.0,0.0,0.0,0.077,0.0,0.0,0.0,0.0,0.0,0.222,0.269,295,275,181,212,288,117,139,92,44,34,66,69,302,382,400,305,1,263,208,1,1,134,86
Players,1642349,Ajay Mitchell,Ajay,1610612760,OKC,22.0,2,1,1,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,410,375,35,212,464,435,369,419,265,347,307,313,302,382,400,337,1,263,208,1,1,339,392
Players,1627936,Alex Caruso,Alex,1610612760,OKC,31.0,7,4,3,0.571,16.0,0.209,0.444,0.207,0.5,0.3,0.071,0.111,0.667,0.143,0.3,0.143,0.667,0.75,0.0,0.0,0.467,0.083,0.306,309,275,148,151,300,122,17,136,14,75,266,235,16,289,95,224,487,18,208,1,474,288,57
Players,1641717,Cason Wallace,Cason,1610612760,OKC,21.0,18,13,5,0.722,50.0,0.093,0.118,0.108,0.25,0.194,0.026,0.042,0.083,0.194,0.167,0.19,0.1,0.125,0.125,0.167,0.148,0.065,0.107,178,96,214,56,179,364,287,342,114,187,304,302,263,210,254,171,248,222,182,332,207,311,322
Players,1631096,Chet Holmgren,Chet,1610612760,OKC,23.0,4,3,1,0.75,5.0,0.067,0.0,0.0,0.0,0.0,0.286,0.286,0.0,1.0,0.667,0.0,0.0,0.0,1.0,0.0,0.0,0.2,0.143,359,304,35,45,392,404,369,419,265,347,89,82,302,1,5,337,1,263,1,1,1,154,243
Players,1641794,Dillon Jones,Dillon,1610612760,OKC,23.0,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,439,450,35,450,456,435,369,419,265,347,307,313,302,1,1,337,1,263,208,1,1,339,392
Players,1628392,Isaiah Hartenstein,Isaiah,1610612760,OKC,27.0,14,11,3,0.786,42.0,0.165,0.152,0.125,0.0,0.0,0.258,0.273,0.333,0.345,0.342,0.316,0.2,0.125,0.375,0.5,0.15,0.25,0.164,222,135,148,41,204,184,234,304,265,347,104,94,96,59,63,89,340,222,76,448,210,102,209
Players,1630198,Isaiah Joe,Isaiah,1610612760,OKC,25.0,12,6,6,0.5,24.0,0.115,0.056,0.143,0.0,0.19,0.056,0.077,0.0,0.125,0.095,0.125,0.0,0.0,0.0,0.0,0.333,0.133,0.047,244,229,240,212,267,306,354,256,265,191,278,272,302,317,369,244,1,263,208,1,427,231,382
Players,1631114,Jalen Williams,Jalen,1610612760,OKC,24.0,19,11,8,0.579,51.0,0.248,0.282,0.258,0.267,0.2,0.179,0.2,0.083,0.143,0.125,0.308,0.222,0.111,0.0,0.167,0.233,0.207,0.256,171,135,288,146,175,87,88,86,107,173,161,143,263,289,332,90,365,235,208,332,336,148,94
Players,1631119,Jaylin Williams,Jaylin,1610612760,OKC,22.0,4,2,2,0.5,8.0,0.05,0.0,0.083,0.0,0.111,0.0,0.0,0.667,0.333,0.444,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,359,335,105,212,369,419,369,371,265,286,307,313,16,66,24,337,1,263,208,1,1,102,392
Players,1629026,Kenrich Williams,Kenrich,1610612760,OKC,30.0,8,4,4,0.5,11.0,0.033,0.0,0.053,0.0,0.071,0.0,0.0,0.5,0.143,0.273,0.0,0.0,0.0,0.0,0.0,0.2,0.143,0.0,295,275,181,212,337,432,369,407,265,318,307,313,32,289,121,337,1,263,208,1,278,210,392
Players,1629652,Luguentz Dort,Luguentz,1610612760,OKC,26.0,20,14,6,0.7,43.0,0.134,0.061,0.149,0.071,0.214,0.059,0.045,0.25,0.208,0.219,0.167,0.333,0.3,0.286,0.0,0.292,0.063,0.061,160,77,240,64,202,245,351,248,257,160,272,297,135,183,188,192,422,98,111,1,408,313,365
Players,1631172,Ousmane Dieng,Ousmane,1610612760,OKC,22.0,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,439,375,1,1,479,435,369,419,265,347,307,313,302,382,400,337,1,263,208,1,1,339,392
Players,1628983,Shai Gilgeous-Alexander,Shai,1610612760,OKC,26.0,22,15,7,0.682,62.0,0.37,0.383,0.369,0.368,0.289,0.511,0.475,0.154,0.154,0.154,0.207,0.3,0.25,0.3,0.444,0.139,0.439,0.419,142,66,262,71,146,16,27,24,62,84,16,20,208,276,288,152,415,117,104,443,191,25,17
