GROUP_SET,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,USG_PCT,PCT_FGM,PCT_FGA,PCT_FG3M,PCT_FG3A,PCT_FTM,PCT_FTA,PCT_OREB,PCT_DREB,PCT_REB,PCT_AST,PCT_TOV,PCT_STL,PCT_BLK,PCT_BLKA,PCT_PF,PCT_PFD,PCT_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,USG_PCT_RANK,PCT_FGM_RANK,PCT_FGA_RANK,PCT_FG3M_RANK,PCT_FG3A_RANK,PCT_FTM_RANK,PCT_FTA_RANK,PCT_OREB_RANK,PCT_DREB_RANK,PCT_REB_RANK,PCT_AST_RANK,PCT_TOV_RANK,PCT_STL_RANK,PCT_BLK_RANK,PCT_BLKA_RANK,PCT_PF_RANK,PCT_PFD_RANK,PCT_PTS_RANK
Players,200745,Andrea Bargnani,Andrea,1610612751,BKN,30.0,7,3,4,0.429,7.0,0.222,0.2,0.167,0.0,0.0,0.417,0.385,0.2,0.333,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.5,0.318,301,293,127,269,355,91,146,188,209,275,32,38,146,41,116,287,1,237,200,1,299,7,45
Players,202711,Bojan Bogdanović,Bojan,1610612751,BKN,27.0,26,9,17,0.346,71.0,0.128,0.157,0.142,0.286,0.344,0.087,0.103,0.0,0.229,0.159,0.0,0.125,0.25,0.0,0.0,0.191,0.065,0.142,144,182,341,327,150,245,207,234,83,57,244,239,270,140,231,287,232,105,200,1,222,294,224
Players,201572,Brook Lopez,Brook,1610612751,BKN,28.0,39,14,25,0.359,122.0,0.238,0.235,0.208,0.0,0.02,0.32,0.354,0.483,0.229,0.295,0.159,0.275,0.267,0.917,0.0,0.282,0.362,0.246,32,119,425,320,69,78,113,136,209,270,55,46,46,141,83,165,365,101,11,1,345,38,97
Players,202388,Donald Sloan,Donald,1610612751,BKN,28.0,17,5,12,0.294,39.0,0.141,0.0,0.111,0.0,0.143,0.125,0.143,0.0,0.226,0.212,0.455,0.273,0.0,0.0,0.667,0.25,0.2,0.051,216,252,264,369,219,218,342,282,209,203,198,196,270,144,163,41,360,237,200,425,299,134,349
Players,101127,Jarrett Jack,Jarrett,1610612751,BKN,32.0,19,8,11,0.421,59.0,0.222,0.184,0.264,0.222,0.28,0.277,0.22,0.0,0.158,0.102,0.364,0.059,0.1,0.0,0.6,0.243,0.176,0.22,203,195,251,278,176,96,173,79,118,99,81,123,270,228,314,59,171,211,200,422,295,169,125
Players,203900,Markel Brown,Markel,1610612751,BKN,24.0,14,7,7,0.5,32.0,0.171,0.25,0.208,0.667,0.444,0.118,0.083,0.333,0.304,0.31,0.286,0.125,0.0,0.0,0.0,0.167,0.063,0.235,242,215,188,188,241,165,93,134,15,24,213,264,84,68,74,83,232,237,200,1,171,297,104
Players,1626178,Rondae Hollis-Jefferson,Rondae,1610612751,BKN,21.0,9,3,6,0.333,11.0,0.08,0.0,0.1,0.0,0.5,0.0,0.25,0.0,0.1,0.091,0.0,0.0,0.0,0.0,0.0,0.167,0.2,0.0,289,293,174,330,319,335,342,308,209,11,299,100,270,320,330,287,1,237,200,1,171,134,359
Players,203930,Sean Kilpatrick,Sean,1610612751,BKN,26.0,7,1,6,0.143,11.0,0.158,0.333,0.214,0.0,0.2,0.0,0.0,0.0,0.182,0.182,1.0,0.0,0.0,0.0,0.5,0.083,0.0,0.25,301,362,174,400,320,187,38,125,209,156,299,312,270,195,201,1,1,237,200,404,72,326,88
Players,203508,Sergey Karasev,Sergey,1610612751,BKN,22.0,1,1,0,1.0,4.0,0.111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.667,0.333,0.333,0.0,0.0,0.0,0.333,0.0,0.0,404,362,1,1,377,288,342,379,209,275,299,312,270,1,4,66,380,237,200,1,376,326,359
Players,203499,Shane Larkin,Shane,1610612751,BKN,23.0,27,11,16,0.407,65.0,0.183,0.152,0.159,0.143,0.087,0.231,0.186,0.118,0.261,0.222,0.304,0.368,0.1,0.0,0.25,0.2,0.2,0.168,131,157,324,288,165,146,215,205,162,238,109,155,195,101,150,79,407,211,200,327,229,134,186
Players,201152,Thaddeus Young,Thaddeus,1610612751,BKN,28.0,38,13,25,0.342,122.0,0.199,0.263,0.216,0.083,0.049,0.173,0.181,0.44,0.202,0.257,0.073,0.171,0.294,0.167,0.222,0.197,0.207,0.227,38,129,425,329,67,124,89,124,192,261,153,160,60,171,113,254,289,86,142,319,228,129,112
Players,203080,Thomas Robinson,Thomas,1610612751,BKN,25.0,10,4,6,0.4,6.0,0.2,0.5,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.333,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.364,277,270,174,291,358,115,7,90,209,275,299,312,1,356,51,287,1,15,200,1,427,326,30
Players,201961,Wayne Ellington,Wayne,1610612751,BKN,28.0,25,10,15,0.4,49.0,0.089,0.03,0.081,0.0,0.158,0.108,0.133,0.0,0.029,0.023,0.056,0.071,0.333,0.0,0.2,0.139,0.115,0.056,151,176,313,291,196,321,338,329,209,194,228,206,270,355,369,267,181,52,200,301,130,241,342
Players,203186,Willie Reed,Willie,1610612751,BKN,26.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,404,408,31,408,430,390,342,379,209,275,299,312,270,356,370,287,1,237,200,1,1,326,359
