season,team_id,team,team_name,game_id,game_date,matchup,wl,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,available_flag,season_start,season_end,is_home,home,away,MON
2024-25,1610612748,MIA,Miami Heat,22401190,2025-04-13,MIA vs. WAS,L,48.0,13.0,8.0,25.0,76.0,11.0,6.0,11.0,46.0,0,0,0,0,121,1758,2061,190,13,349,106,599,886,1,2024,2025,True,MIA,WAS,APR
2024-25,1610612748,MIA,Miami Heat,22401177,2025-04-11,MIA @ NOP,W,48.0,20.0,24.0,29.0,70.0,10.0,13.0,19.0,46.0,0,0,0,0,121,723,113,65,54,265,1027,1733,886,1,2024,2025,False,NOP,MIA,APR
2024-25,1610612748,MIA,Miami Heat,22401160,2025-04-09,MIA @ CHI,L,48.0,16.0,15.0,15.0,56.0,20.0,9.0,24.0,54.0,0,0,0,0,121,1281,939,1155,553,1593,401,2180,1606,1,2024,2025,False,CHI,MIA,APR
2024-25,1610612748,MIA,Miami Heat,22401145,2025-04-07,MIA vs. PHI,W,48.0,18.0,13.0,21.0,54.0,16.0,23.0,12.0,48.0,0,0,0,0,121,1020,1250,439,690,1037,2261,702,1072,1,2024,2025,True,MIA,PHI,APR
2024-25,1610612748,MIA,Miami Heat,22401131,2025-04-05,MIA vs. MIL,L,53.0,14.0,12.0,15.0,46.0,15.0,2.0,17.0,66.0,0,0,0,0,9,1591,1435,1155,1390,871,8,1461,2307,1,2024,2025,True,MIA,MIL,APR
2024-25,1610612748,MIA,Miami Heat,22401114,2025-04-03,MIA vs. MEM,L,48.0,19.0,16.0,22.0,42.0,14.0,13.0,21.0,44.0,0,0,0,0,121,869,786,354,1749,704,1027,1933,713,1,2024,2025,True,MIA,MEM,APR
2024-25,1610612748,MIA,Miami Heat,22401106,2025-04-02,MIA @ BOS,W,48.0,17.0,13.0,14.0,44.0,3.0,23.0,6.0,50.0,0,0,0,0,121,1152,1250,1323,1576,6,2261,114,1257,1,2024,2025,False,BOS,MIA,APR
2024-25,1610612748,MIA,Miami Heat,22401092,2025-03-31,MIA @ WAS,W,48.0,23.0,14.0,23.0,68.0,15.0,8.0,12.0,36.0,0,0,0,0,121,439,1097,282,71,871,275,702,200,1,2024,2025,False,WAS,MIA,MAR
2024-25,1610612748,MIA,Miami Heat,22401076,2025-03-29,MIA @ PHI,W,48.0,22.0,21.0,11.0,48.0,11.0,7.0,18.0,40.0,0,0,0,0,121,524,253,1760,1205,349,198,1605,405,1,2024,2025,False,PHI,MIA,MAR
2024-25,1610612748,MIA,Miami Heat,22401062,2025-03-27,MIA vs. ATL,W,48.0,20.0,6.0,7.0,42.0,17.0,5.0,24.0,42.0,0,0,0,0,121,723,2264,2215,1749,1181,74,2180,560,1,2024,2025,True,MIA,ATL,MAR
