season,team_id,team,team_name,game_id,game_date,matchup,wl,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,available_flag,season_start,season_end,is_home,home,away
2018-19,1610612744,GSW,Golden State Warriors,41800401,2019-05-30,GSW @ TOR,L,48.0,17.0,20.0,17.0,32.0,17.0,9.0,24.0,40.0,0,0,0,0,9,54,13,44,145,99,35,155,61,1,2018,2019,False,TOR,GSW
2018-19,1610612761,TOR,Toronto Raptors,41800401,2019-05-30,TOR vs. GSW,W,48.0,17.0,9.0,24.0,40.0,17.0,20.0,17.0,32.0,0,0,0,0,9,54,128,9,96,99,148,113,15,1,2018,2019,True,TOR,GSW
2018-19,1610612761,TOR,Toronto Raptors,41800306,2019-05-25,TOR vs. MIL,W,48.0,9.0,11.0,10.0,34.0,7.0,17.0,13.0,28.0,0,0,0,0,9,135,105,126,138,11,122,63,11,1,2018,2019,True,TOR,MIL
2018-19,1610612749,MIL,Milwaukee Bucks,41800306,2019-05-25,MIL @ TOR,L,48.0,7.0,17.0,13.0,28.0,9.0,11.0,10.0,34.0,0,0,0,0,9,151,36,80,153,21,53,33,21,1,2018,2019,False,TOR,MIL
2018-19,1610612749,MIL,Milwaukee Bucks,41800305,2019-05-23,MIL vs. TOR,L,48.0,7.0,12.0,20.0,44.0,19.0,10.0,13.0,24.0,0,0,0,0,9,151,91,23,60,119,38,63,4,1,2018,2019,True,MIL,TOR
2018-19,1610612761,TOR,Toronto Raptors,41800305,2019-05-23,TOR @ MIL,W,48.0,19.0,10.0,13.0,24.0,7.0,12.0,20.0,44.0,0,0,0,0,9,42,113,80,159,11,61,138,93,1,2018,2019,False,MIL,TOR
2018-19,1610612761,TOR,Toronto Raptors,41800304,2019-05-21,TOR vs. MIL,W,48.0,17.0,10.0,12.0,40.0,5.0,8.0,13.0,40.0,0,0,0,0,9,54,113,103,96,7,22,63,61,1,2018,2019,True,TOR,MIL
2018-19,1610612749,MIL,Milwaukee Bucks,41800304,2019-05-21,MIL @ TOR,L,48.0,5.0,8.0,13.0,40.0,17.0,10.0,12.0,40.0,0,0,0,0,9,158,131,80,96,99,38,52,61,1,2018,2019,False,TOR,MIL
2018-19,1610612744,GSW,Golden State Warriors,41800314,2019-05-20,GSW @ POR,W,53.0,13.0,15.0,11.0,60.0,8.0,7.0,15.0,42.0,0,0,0,0,5,104,52,114,12,15,15,95,70,1,2018,2019,False,POR,GSW
2018-19,1610612757,POR,Portland Trail Blazers,41800314,2019-05-20,POR vs. GSW,L,53.0,8.0,7.0,15.0,42.0,13.0,15.0,11.0,60.0,0,0,0,0,5,145,144,61,73,52,107,40,151,1,2018,2019,True,POR,GSW
2018-19,1610612761,TOR,Toronto Raptors,41800303,2019-05-19,TOR vs. MIL,W,58.0,21.0,16.0,18.0,36.0,16.0,18.0,29.0,46.0,0,0,0,0,3,26,44,35,119,91,130,161,106,1,2018,2019,True,TOR,MIL
2018-19,1610612749,MIL,Milwaukee Bucks,41800303,2019-05-19,MIL @ TOR,L,58.0,16.0,18.0,29.0,46.0,21.0,16.0,18.0,36.0,0,0,0,0,3,67,27,4,51,132,114,122,28,1,2018,2019,False,TOR,MIL
2018-19,1610612757,POR,Portland Trail Blazers,41800313,2019-05-18,POR vs. GSW,L,48.0,17.0,13.0,8.0,30.0,17.0,12.0,21.0,46.0,0,0,0,0,9,54,74,138,151,99,61,143,106,1,2018,2019,True,POR,GSW
2018-19,1610612744,GSW,Golden State Warriors,41800313,2019-05-18,GSW @ POR,W,48.0,17.0,12.0,21.0,46.0,17.0,13.0,8.0,30.0,0,0,0,0,9,54,91,16,51,99,75,22,13,1,2018,2019,False,POR,GSW
2018-19,1610612749,MIL,Milwaukee Bucks,41800302,2019-05-17,MIL vs. TOR,W,48.0,19.0,17.0,28.0,50.0,8.0,8.0,19.0,46.0,0,0,0,0,9,42,36,5,37,15,22,131,106,1,2018,2019,True,MIL,TOR
2018-19,1610612761,TOR,Toronto Raptors,41800302,2019-05-17,TOR @ MIL,L,48.0,8.0,8.0,19.0,46.0,19.0,17.0,28.0,50.0,0,0,0,0,9,145,131,28,51,119,122,159,123,1,2018,2019,False,MIL,TOR
2018-19,1610612744,GSW,Golden State Warriors,41800312,2019-05-16,GSW vs. POR,W,48.0,18.0,25.0,15.0,54.0,24.0,14.0,13.0,32.0,0,0,0,0,9,47,2,61,22,149,92,63,15,1,2018,2019,True,GSW,POR
2018-19,1610612757,POR,Portland Trail Blazers,41800312,2019-05-16,POR @ GSW,L,48.0,24.0,14.0,13.0,32.0,18.0,25.0,15.0,54.0,0,0,0,0,9,13,59,80,145,112,162,95,138,1,2018,2019,False,GSW,POR
2018-19,1610612761,TOR,Toronto Raptors,41800301,2019-05-15,TOR @ MIL,L,48.0,15.0,13.0,15.0,26.0,20.0,24.0,25.0,44.0,0,0,0,0,9,75,74,61,155,124,161,157,93,1,2018,2019,False,MIL,TOR
2018-19,1610612749,MIL,Milwaukee Bucks,41800301,2019-05-15,MIL vs. TOR,W,48.0,20.0,24.0,25.0,44.0,15.0,13.0,15.0,26.0,0,0,0,0,9,34,4,7,60,74,75,95,7,1,2018,2019,True,MIL,TOR
2018-19,1610612744,GSW,Golden State Warriors,41800311,2019-05-14,GSW vs. POR,W,48.0,31.0,13.0,17.0,28.0,12.0,14.0,2.0,38.0,0,0,0,0,9,2,74,44,153,43,92,2,47,1,2018,2019,True,GSW,POR
2018-19,1610612757,POR,Portland Trail Blazers,41800311,2019-05-14,POR @ GSW,L,48.0,12.0,14.0,2.0,38.0,31.0,13.0,17.0,28.0,0,0,0,0,9,114,59,161,105,162,75,113,11,1,2018,2019,False,GSW,POR
2018-19,1610612757,POR,Portland Trail Blazers,41800237,2019-05-12,POR @ DEN,W,48.0,8.0,21.0,7.0,48.0,7.0,16.0,3.0,58.0,0,0,0,0,9,145,10,144,43,11,114,5,147,1,2018,2019,False,DEN,POR
2018-19,1610612743,DEN,Denver Nuggets,41800237,2019-05-12,DEN vs. POR,L,48.0,7.0,16.0,3.0,58.0,8.0,21.0,7.0,48.0,0,0,0,0,9,151,44,158,15,15,153,15,115,1,2018,2019,True,DEN,POR
2018-19,1610612761,TOR,Toronto Raptors,41800217,2019-05-12,TOR vs. PHI,W,48.0,21.0,12.0,16.0,38.0,13.0,6.0,6.0,26.0,0,0,0,0,9,26,91,53,105,52,10,9,7,1,2018,2019,True,TOR,PHI
2018-19,1610612755,PHI,Philadelphia 76ers,41800217,2019-05-12,PHI @ TOR,L,48.0,13.0,6.0,6.0,26.0,21.0,12.0,16.0,38.0,0,0,0,0,9,104,151,151,155,132,61,105,47,1,2018,2019,False,TOR,PHI
2018-19,1610612744,GSW,Golden State Warriors,41800226,2019-05-10,GSW @ HOU,W,48.0,25.0,12.0,14.0,48.0,25.0,12.0,7.0,46.0,0,0,0,0,9,10,91,71,43,153,61,15,106,1,2018,2019,False,HOU,GSW
2018-19,1610612745,HOU,Houston Rockets,41800226,2019-05-10,HOU vs. GSW,L,48.0,25.0,12.0,7.0,46.0,25.0,12.0,14.0,48.0,0,0,0,0,9,10,91,144,51,153,61,86,115,1,2018,2019,True,HOU,GSW
2018-19,1610612755,PHI,Philadelphia 76ers,41800216,2019-05-09,PHI vs. TOR,W,48.0,14.0,18.0,16.0,56.0,21.0,10.0,11.0,42.0,0,0,0,0,9,92,27,53,19,132,38,40,70,1,2018,2019,True,PHI,TOR
2018-19,1610612761,TOR,Toronto Raptors,41800216,2019-05-09,TOR @ PHI,L,48.0,21.0,10.0,11.0,42.0,14.0,18.0,16.0,56.0,0,0,0,0,9,26,113,114,73,62,130,105,144,1,2018,2019,False,PHI,TOR
