season,team,team_id,team_hca,team_rcp,win_pct,opp_win_pct,opp_opp_win_pct,sos_v0
2016-17,ATL,1610612737,0.1,-1.8,0.524,0.49,0.499,-0.398
2016-17,BOS,1610612738,4.07,1.2,0.646,0.488,0.499,-0.25
2016-17,CLE,1610612739,8.17,-1.8,0.622,0.493,0.499,-0.152
2016-17,NOP,1610612740,0.56,-4.76,0.415,0.51,0.501,0.284
2016-17,CHI,1610612741,3.05,-2.2,0.5,0.494,0.499,-0.103
2016-17,DAL,1610612742,1.49,-7.34,0.402,0.509,0.501,-0.032
2016-17,DEN,1610612743,3.17,-2.15,0.488,0.502,0.502,0.134
2016-17,GSW,1610612744,15.95,7.32,0.817,0.488,0.502,-0.535
2016-17,HOU,1610612745,8.85,2.68,0.671,0.497,0.502,0.123
2016-17,LAC,1610612746,8.88,-0.29,0.622,0.501,0.501,-0.032
2016-17,LAL,1610612747,-1.56,-12.2,0.317,0.512,0.501,0.54
2016-17,MIA,1610612748,3.95,-1.83,0.5,0.498,0.499,-0.06
2016-17,MIL,1610612749,2.51,-2.88,0.512,0.495,0.499,0.085
2016-17,MIN,1610612750,2.9,-5.12,0.378,0.515,0.501,0.351
2016-17,BKN,1610612751,-5.54,-7.93,0.244,0.507,0.498,0.178
2016-17,NYK,1610612752,-1.59,-5.76,0.378,0.5,0.498,0.049
2016-17,ORL,1610612753,-3.59,-9.56,0.354,0.501,0.498,0.008
2016-17,IND,1610612754,5.22,-5.66,0.512,0.49,0.499,-0.341
2016-17,PHI,1610612755,-3.56,-7.83,0.341,0.5,0.499,0.291
2016-17,PHX,1610612756,-2.24,-9.02,0.293,0.513,0.501,0.344
2016-17,POR,1610612757,3.05,-4.1,0.5,0.504,0.501,0.062
2016-17,SAC,1610612758,-1.85,-5.9,0.39,0.513,0.501,0.172
2016-17,SAS,1610612759,8.17,6.22,0.744,0.492,0.502,-0.52
2016-17,OKC,1610612760,5.95,-4.44,0.573,0.504,0.501,-0.234
2016-17,TOR,1610612761,7.71,0.71,0.622,0.486,0.499,-0.36
2016-17,UTA,1610612762,6.32,1.56,0.622,0.498,0.502,0.006
2016-17,MEM,1610612763,2.12,-1.15,0.524,0.51,0.501,0.435
2016-17,WAS,1610612764,4.93,-1.32,0.598,0.489,0.499,-0.086
2016-17,DET,1610612765,4.05,-6.29,0.451,0.5,0.499,0.047
2016-17,CHA,1610612766,3.22,-2.83,0.439,0.5,0.498,-0.006
