group_set,player_id,player,nickname,team_id,team,age,gp,w,l,w_pct,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,blk,blka,pf,pfd,nba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,blk_rank,blka_rank,pf_rank,pfd_rank,nba_fantasy_pts_rank
Players,1628988,Aaron Holiday,Aaron,1610612745,HOU,27.0,19,6,13,0.316,25.21,0,2,0,0,3,11,2,36,0,0,4,5,13.1,163,221,365,368,248,226,180,169,329,115,250,122,269,218,1,248,137,279
Players,1630578,Alperen Sengun,Alperen,1610612745,HOU,21.0,29,13,16,0.448,104.595,15,17,3,62,21,40,9,96,1,8,26,25,137.8,72,99,411,280,58,9,3,73,4,335,442,323,408,126,464,468,14,30
Players,1641708,Amen Thompson,Amen,1610612745,HOU,21.0,16,7,9,0.438,36.215,6,7,0,10,3,18,4,46,1,2,8,5,52.4,196,200,288,301,211,71,64,169,116,115,305,199,301,126,341,348,137,139
Players,1626246,Boban Marjanović,Boban,1610612745,HOU,35.0,2,1,1,0.5,1.6266666666666667,0,0,0,0,2,0,2,2,0,1,0,0,0.2,393,359,29,200,432,226,238,169,329,79,1,122,39,218,257,1,310,407
Players,1641715,Cam Whitmore,Cam,1610612745,HOU,19.0,7,3,4,0.429,23.185,0,0,0,4,7,4,2,20,1,1,1,1,7.2,294,288,164,304,255,226,238,169,208,200,146,122,202,126,257,104,252,332
Players,1628415,Dillon Brooks,Dillon,1610612745,HOU,28.0,33,14,19,0.424,108.445,10,7,5,12,26,47,13,122,1,2,13,4,97.3,36,85,440,316,51,34,64,36,98,369,457,372,446,126,341,428,155,57
Players,1627832,Fred VanVleet,Fred,1610612745,HOU,30.0,34,15,19,0.441,129.435,10,9,6,8,25,59,11,136,3,2,11,14,145.1,29,69,440,296,21,34,39,25,140,365,467,348,463,33,341,403,44,23
Players,1631095,Jabari Smith Jr.,Jabari,1610612745,HOU,21.0,33,16,17,0.485,105.67166666666668,4,4,1,10,24,45,12,124,2,5,12,9,83.1,36,56,425,245,57,107,118,162,116,358,455,363,450,61,448,417,80,76
Players,1630256,Jae'Sean Tate,Jae'Sean,1610612745,HOU,28.0,13,6,7,0.462,12.423333333333334,0,0,0,2,3,8,0,8,0,0,3,1,7.7,229,221,243,263,317,226,238,169,243,115,215,1,120,218,1,199,252,325
Players,1630224,Jalen Green,Jalen,1610612745,HOU,22.0,33,14,19,0.424,108.545,2,3,4,16,26,49,11,112,1,5,9,11,90.7,36,85,440,316,50,158,151,46,71,369,460,348,434,126,448,373,62,65
Players,201145,Jeff Green,Jeff,1610612745,HOU,37.0,20,8,12,0.4,38.59333333333333,3,0,2,2,4,20,2,54,1,1,1,2,20.5,157,181,337,326,199,128,238,106,243,142,327,122,321,126,257,104,207,241
Players,1629111,Jock Landale,Jock,1610612745,HOU,28.0,5,2,3,0.4,9.49,0,0,0,0,0,7,0,12,0,1,2,0,1.2,320,315,132,326,340,226,238,169,329,1,206,1,149,218,257,159,310,401
Players,1630207,Nate Hinton,Nate,1610612745,HOU,25.0,2,0,2,0.0,0.2266666666666666,0,0,0,0,1,0,0,0,0,0,0,0,0.0,393,422,98,422,448,226,238,169,329,71,1,1,1,218,1,1,310,410
Players,1631466,Nate Williams,Nate,1610612745,HOU,25.0,1,1,0,1.0,0.6666666666666666,0,0,0,0,2,0,2,2,0,0,0,0,-1.0,420,359,1,1,441,226,238,169,329,79,1,122,39,218,1,1,310,465
Players,203493,Reggie Bullock Jr.,Reggie,1610612745,HOU,33.0,4,2,2,0.5,13.136666666666668,0,0,0,0,0,11,2,14,0,0,3,0,6.9,341,315,98,200,313,226,238,169,329,1,250,122,166,218,1,199,310,336
Players,1631106,Tari Eason,Tari,1610612745,HOU,23.0,7,3,4,0.429,20.035,2,2,2,6,3,11,3,16,2,1,5,0,19.6,294,288,164,304,276,158,180,106,172,115,250,174,182,61,257,273,310,243
