group_set,player_id,player,nickname,team_id,team,age,gp,w,l,w_pct,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,blk,blka,pf,pfd,nba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,blk_rank,blka_rank,pf_rank,pfd_rank,nba_fantasy_pts_rank
Players,203459,Allen Crabbe,Allen,1610612751,BKN,27.0,19,8,11,0.421,1.8,0.0,0.0,0.1,0.1,0.5,1.0,0.3,1.6,0.1,0.0,0.3,0.1,1.0,190,204,280,297,321,229,235,124,301,133,291,172,323,165,1,208,319,343
Players,1627747,Caris LeVert,Caris,1610612751,BKN,24.0,16,7,9,0.438,3.3,0.3,0.1,0.0,0.9,1.1,1.6,0.6,3.1,0.3,0.1,0.3,0.4,3.6,220,223,242,273,143,66,218,182,71,327,407,334,113,20,299,259,110,76
Players,1626156,D'Angelo Russell,D'Angelo,1610612751,BKN,23.0,36,19,17,0.528,3.6,0.3,0.3,0.2,1.0,1.1,1.6,0.6,3.1,0.0,0.0,0.3,0.4,4.4,43,44,386,166,90,69,85,54,48,339,412,340,115,211,236,266,87,43
Players,201960,DeMarre Carroll,DeMarre,1610612751,BKN,32.0,21,15,6,0.714,3.6,0.4,0.2,0.1,0.2,1.3,1.8,0.3,2.6,0.0,0.1,0.6,0.4,2.5,168,91,179,37,91,51,98,93,261,380,423,179,185,217,348,394,106,161
Players,202334,Ed Davis,Ed,1610612751,BKN,30.0,7,5,2,0.714,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,312,262,72,37,445,229,235,182,315,1,1,1,421,217,1,1,329,403
Players,201162,Jared Dudley,Jared,1610612751,BKN,33.0,20,12,8,0.6,3.7,0.1,0.0,0.0,0.2,1.3,1.8,0.7,3.0,0.2,0.0,0.8,0.1,3.0,177,136,220,98,65,184,235,182,259,366,420,345,130,33,1,425,320,110
Players,1628386,Jarrett Allen,Jarrett,1610612751,BKN,21.0,36,19,17,0.528,3.8,0.2,0.3,0.0,0.8,1.4,1.7,0.8,3.6,0.2,0.1,0.3,0.6,3.4,43,44,386,166,54,144,60,182,73,406,419,399,60,42,363,252,45,85
Players,203925,Joe Harris,Joe,1610612751,BKN,27.0,42,24,18,0.571,3.6,0.2,0.4,0.0,0.6,1.3,1.6,0.6,3.1,0.0,0.2,0.3,0.3,2.8,14,8,405,124,85,111,39,182,132,369,415,305,117,214,399,266,175,126
Players,1629066,Rodions Kurucs,Rodions,1610612751,BKN,21.0,15,11,4,0.733,2.2,0.0,0.1,0.0,0.1,0.7,1.0,0.1,2.0,0.1,0.0,0.5,0.3,1.5,229,149,129,33,290,229,165,182,287,200,291,107,254,137,1,359,170,266
Players,1626178,Rondae Hollis-Jefferson,Rondae,1610612751,BKN,24.0,18,10,8,0.556,3.8,0.0,0.0,0.0,0.7,1.3,1.5,0.4,3.2,0.2,0.0,0.6,0.6,2.8,196,167,220,141,56,229,235,182,104,373,401,208,99,42,1,390,56,124
Players,203894,Shabazz Napier,Shabazz,1610612751,BKN,27.0,5,3,2,0.6,0.8,0.4,0.6,0.0,0.4,0.4,1.2,0.4,1.2,0.0,0.0,0.0,0.2,1.2,340,301,72,98,402,43,18,182,172,115,356,214,365,217,1,1,204,304
Players,203915,Spencer Dinwiddie,Spencer,1610612751,BKN,26.0,36,20,16,0.556,3.9,0.3,0.4,0.1,0.8,1.4,1.6,0.7,3.5,0.0,0.3,0.6,0.7,3.8,43,35,368,141,53,69,51,136,73,406,412,372,64,217,434,390,37,68
Players,1626203,Treveon Graham,Treveon,1610612751,BKN,25.0,10,8,2,0.8,1.9,0.0,0.0,0.0,0.0,0.9,1.0,0.0,1.4,0.0,0.0,0.3,0.0,0.5,276,204,72,21,314,229,235,182,315,277,291,1,344,217,1,240,329,382
