close_def_person_id,player,team_id,team,player_position,age,gp,g,freq,fgm_gt_15,fga_gt_15,gt_15_pct,ns_gt_15_pct,plusminus
1630564,RaiQuan Gray,1610612751,BKN,F,23.0,1,1,0.529,5.0,9.0,0.556,0.299,0.256
1629651,Nic Claxton,1610612751,BKN,C,24.0,76,76,0.364,2.08,5.8,0.358,0.371,-0.012
1628969,Mikal Bridges,1610612751,BKN,F,26.0,56,56,0.437,2.21,5.7,0.389,0.375,0.014
1628969,Mikal Bridges,1610612751,BKN,G-F,26.0,26,26,0.366,1.96,5.38,0.364,0.365,-0.001
1626220,Royce O'Neale,1610612751,BKN,F,30.0,76,76,0.383,1.87,5.24,0.357,0.367,-0.01
1627827,Dorian Finney-Smith,1610612751,BKN,F,30.0,66,65,0.391,1.94,5.18,0.374,0.378,-0.004
203915,Spencer Dinwiddie,1610612751,BKN,G,30.0,79,78,0.444,2.01,4.89,0.412,0.371,0.041
1629661,Cameron Johnson,1610612751,BKN,F,27.0,42,42,0.424,1.55,4.67,0.332,0.365,-0.033
1627732,Ben Simmons,1610612751,BKN,G-F,26.0,42,41,0.389,1.38,4.07,0.339,0.365,-0.026
203552,Seth Curry,1610612751,BKN,G,32.0,60,57,0.524,1.37,3.65,0.374,0.363,0.011
1629139,Yuta Watanabe,1610612751,BKN,G-F,28.0,55,51,0.392,1.22,3.16,0.385,0.367,0.018
203925,Joe Harris,1610612751,BKN,G-F,31.0,74,71,0.421,1.11,3.07,0.361,0.368,-0.007
1630549,Day'Ron Sharpe,1610612751,BKN,C,21.0,46,40,0.39,1.02,2.67,0.382,0.374,0.009
1630560,Cam Thomas,1610612751,BKN,G,21.0,53,47,0.383,0.98,2.58,0.38,0.369,0.011
203457,Nerlens Noel,1610612751,BKN,C-F,29.0,14,11,0.34,0.79,2.57,0.306,0.367,-0.061
1630696,Dru Smith,1610612751,BKN,G,25.0,13,9,0.397,0.85,2.23,0.379,0.396,-0.017
201988,Patty Mills,1610612751,BKN,G,34.0,39,32,0.488,0.9,2.1,0.427,0.372,0.055
1630561,David Duke Jr.,1610612751,BKN,G,23.0,17,14,0.391,0.59,2.0,0.294,0.376,-0.082
1629650,Moses Brown,1610612751,BKN,C,23.0,35,26,0.363,0.6,1.97,0.304,0.35,-0.045
1628410,Edmond Sumner,1610612751,BKN,G,27.0,50,38,0.423,0.86,1.86,0.462,0.374,0.088
