player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,travel,double_dribble,discontinued_dribble,off_three_sec,inbound,backcourt,off_goaltending,palming,off_foul,def_three_sec,charge,def_goaltending,lane,jump_ball,kicked_ball,gp_rank,w_rank,l_rank,w_pct_rank,travel_rank,double_dribble_rank,discontinued_dribble_rank,off_three_sec_rank,inbound_rank,backcourt_rank,off_goaltending_rank,palming_rank,off_foul_rank,def_three_sec_rank,charge_rank,def_goaltending_rank,lane_rank,jump_ball_rank,kicked_ball_rank,team
202687,Bismack Biyombo,Bismack,1610612766,CHA,26.0,54,24,30,0.444,3.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,12.0,1.0,1.0,3.0,0.0,0.0,1.0,274,262,324,335,224,78,65,42,30,142,33,51,128,97,263,47,64,12,211,CHA
203469,Cody Zeller,Cody,1610612766,CHA,26.0,49,22,27,0.449,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,21.0,6.0,3.0,2.0,1.0,0.0,2.0,300,276,271,326,165,78,65,32,30,142,100,51,52,12,131,73,9,12,145,CHA
1628984,Devonte' Graham,Devonte',1610612766,CHA,24.0,46,18,28,0.391,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,316,321,292,387,277,78,65,118,2,142,100,51,361,198,350,195,64,12,309,CHA
1628407,Dwayne Bacon,Dwayne,1610612766,CHA,23.0,43,20,23,0.465,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,331,294,230,311,224,78,65,118,30,142,100,51,361,198,263,195,64,12,309,CHA
1626163,Frank Kaminsky,Frank,1610612766,CHA,26.0,47,22,25,0.468,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,10.0,1.0,4.0,1.0,1.0,0.0,3.0,310,276,255,304,186,78,65,42,30,142,100,51,161,97,98,106,9,12,94,CHA
1629122,J.P. Macura,J.P.,1610612766,CHA,24.0,2,1,1,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,511,499,9,251,418,78,65,118,30,142,100,51,440,198,350,195,64,12,309,CHA
203087,Jeremy Lamb,Jeremy,1610612766,CHA,27.0,79,38,41,0.481,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,1.0,2.0,0.0,1.0,0.0,0.0,56,132,462,283,107,78,65,118,30,142,100,4,175,97,186,195,9,12,309,CHA
1629147,Joe Chealey,Joe,1610612766,CHA,23.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,518,519,9,519,418,78,65,118,30,142,100,51,440,198,350,195,64,12,309,CHA
202689,Kemba Walker,Kemba,1610612766,CHA,29.0,82,39,43,0.476,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0,3.0,1,118,474,290,186,13,65,118,30,34,100,51,259,198,263,195,9,12,94,CHA
1628370,Malik Monk,Malik,1610612766,CHA,21.0,73,34,39,0.466,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,4.0,1.0,1.0,0.0,2.0,124,165,438,310,65,78,65,118,30,142,100,51,235,97,98,106,9,12,145,CHA
101107,Marvin Williams,Marvin,1610612766,CHA,33.0,75,35,40,0.467,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,1.0,1.0,2.0,0.0,0.0,1.0,98,152,454,305,277,78,65,118,30,34,100,51,128,97,263,73,64,12,211,CHA
203077,Michael Kidd-Gilchrist,Michael,1610612766,CHA,25.0,64,29,35,0.453,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,10.0,1.0,0.0,0.0,3.0,201,209,397,323,131,78,65,118,30,142,100,51,120,97,19,106,64,12,94,CHA
1628970,Miles Bridges,Miles,1610612766,CHA,21.0,80,38,42,0.475,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,5.0,12.0,0.0,0.0,2.0,42,132,465,296,341,78,65,118,30,142,100,51,195,38,74,5,64,12,145,CHA
201587,Nicolas Batum,Nicolas,1610612766,CHA,30.0,75,35,40,0.467,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,9.0,1.0,1.0,1.0,2.0,0.0,6.0,98,152,454,305,224,78,65,118,30,10,100,51,175,97,263,106,6,12,36,CHA
202714,Shelvin Mack,Shelvin,1610612766,CHA,29.0,57,22,35,0.386,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,2.0,259,276,397,397,224,78,65,118,30,142,100,51,296,198,263,195,64,12,145,CHA
2225,Tony Parker,Tony,1610612766,CHA,37.0,56,30,26,0.536,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,263,201,262,222,30,78,65,118,30,142,100,13,259,198,350,195,64,12,309,CHA
1626195,Willy Hernangomez,Willy,1610612766,CHA,25.0,58,31,27,0.534,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17.0,4.0,3.0,3.0,0.0,0.0,1.0,248,187,271,224,165,78,65,62,30,142,100,51,75,23,131,47,64,12,211,CHA
