season,team_id,game_id,game_date,away_team,home_team,opponent,opponent_id,game_no,pf,opp_pf,wl,differential
2015-16,1610612740,21500003,2015-10-27,NOP,GSW,GSW,1610612744,1,95,111,L,-16
2015-16,1610612740,21500015,2015-10-28,NOP,POR,POR,1610612757,2,94,112,L,-18
2015-16,1610612740,21500035,2015-10-31,GSW,NOP,GSW,1610612744,3,120,134,L,-14
2015-16,1610612740,21500056,2015-11-03,ORL,NOP,ORL,1610612753,4,94,103,L,-9
2015-16,1610612740,21500081,2015-11-06,ATL,NOP,ATL,1610612737,5,115,121,L,-6
2015-16,1610612740,21500088,2015-11-07,NOP,DAL,DAL,1610612742,6,98,107,L,-9
2015-16,1610612740,21500112,2015-11-10,DAL,NOP,DAL,1610612742,7,120,105,W,15
2015-16,1610612740,21500117,2015-11-11,NOP,ATL,ATL,1610612737,8,98,106,L,-8
2015-16,1610612740,21500131,2015-11-13,NOP,TOR,TOR,1610612761,9,81,100,L,-19
2015-16,1610612740,21500145,2015-11-15,NOP,NYK,NYK,1610612752,10,87,95,L,-8
2015-16,1610612740,21500163,2015-11-17,DEN,NOP,DEN,1610612743,11,98,115,L,-17
2015-16,1610612740,21500171,2015-11-18,NOP,OKC,OKC,1610612760,12,103,110,L,-7
2015-16,1610612740,21500182,2015-11-20,SAS,NOP,SAS,1610612759,13,104,90,W,14
2015-16,1610612740,21500198,2015-11-22,PHX,NOP,PHX,1610612756,14,122,116,W,6
2015-16,1610612740,21500225,2015-11-25,NOP,PHX,PHX,1610612756,15,120,114,W,6
2015-16,1610612740,21500238,2015-11-27,NOP,LAC,LAC,1610612746,16,90,111,L,-21
2015-16,1610612740,21500243,2015-11-28,NOP,UTA,UTA,1610612762,17,87,101,L,-14
2015-16,1610612740,21500266,2015-12-01,MEM,NOP,MEM,1610612763,18,104,113,L,-9
2015-16,1610612740,21500274,2015-12-02,NOP,HOU,HOU,1610612745,19,101,108,L,-7
2015-16,1610612740,21500288,2015-12-04,CLE,NOP,CLE,1610612739,20,114,108,W,6
