player_id,player,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,def_rating,dreb,dreb_pct,pct_dreb,stl,pct_stl,blk,pct_blk,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,def_ws,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,def_rating_rank,dreb_rank,dreb_pct_rank,pct_dreb_rank,stl_rank,pct_stl_rank,blk_rank,pct_blk_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,def_ws_rank,team
203083,Andre Drummond,Andre,1610612751,BKN,28.0,73,42,31,0.575,1436.785,109.8,451,0.305,0.46,78,0.316,68,0.405,506,423,436,1390,4.4,68,71,447,221,193,301,22,4,4,38,50,29,70,428,432,468,411,179,BKN
201933,Blake Griffin,Blake,1610612751,BKN,33.0,56,29,27,0.518,958.085,112.5,168,0.169,0.25,27,0.185,14,0.154,351,262,308,930,2.22,234,204,379,291,286,432,211,138,139,288,307,264,300,336,324,384,322,310,BKN
1628971,Bruce Brown,Bruce,1610612751,BKN,25.0,72,37,35,0.514,1773.9616666666666,112.0,245,0.13,0.202,77,0.292,52,0.264,656,528,510,1770,4.36,78,120,495,293,134,411,110,257,231,41,69,49,158,509,504,512,484,180,BKN
1630560,Cam Thomas,Cam,1610612751,BKN,20.0,67,32,35,0.478,1176.06,112.7,145,0.118,0.179,33,0.209,8,0.065,407,332,331,1194,2.63,132,177,495,344,238,441,240,308,291,238,216,351,468,374,376,395,385,289,BKN
1630561,David Duke Jr.,David,1610612751,BKN,22.0,22,10,12,0.455,341.0733333333333,110.6,37,0.105,0.154,14,0.292,7,0.179,93,94,86,330,0.99,434,427,181,365,416,340,422,388,393,369,69,365,261,174,194,184,190,407,BKN
1630549,Day'Ron Sharpe,Day'Ron,1610612751,BKN,20.0,32,12,20,0.375,390.67,108.8,79,0.198,0.284,10,0.179,15,0.366,128,87,109,398,1.32,391,408,259,443,397,235,342,77,83,399,329,251,84,192,185,211,209,378,BKN
201609,Goran Dragic,Goran,1610612751,BKN,36.0,21,10,11,0.476,497.4983333333333,111.7,52,0.104,0.166,19,0.2,4,0.074,192,130,158,500,1.28,439,427,170,345,376,401,395,397,353,350,244,420,450,240,220,250,232,380,BKN
201949,James Johnson,James,1610612751,BKN,35.0,62,30,32,0.484,1191.225,110.5,164,0.127,0.198,30,0.18,34,0.281,419,365,301,1092,3.39,192,196,460,333,232,334,216,267,246,252,325,105,144,383,394,375,361,236,BKN
203925,Joe Harris,Joe,1610612751,BKN,30.0,14,10,4,0.714,422.7083333333333,105.6,51,0.109,0.156,7,0.111,2,0.056,194,116,161,406,1.86,468,427,99,59,391,125,400,363,383,429,506,457,486,242,213,252,210,342,BKN
1630556,Kessler Edwards,Kessler,1610612751,BKN,21.0,48,22,26,0.458,987.195,115.5,128,0.124,0.184,29,0.203,24,0.222,373,255,294,1004,1.41,303,271,362,362,276,521,258,281,278,264,236,158,201,348,314,366,338,373,BKN
201142,Kevin Durant,Kevin,1610612751,BKN,33.0,55,36,19,0.655,2047.4066666666668,109.7,378,0.166,0.249,48,0.155,52,0.22,771,590,611,1930,6.44,247,131,250,110,86,292,40,146,146,156,408,49,206,568,544,568,516,83,BKN
202681,Kyrie Irving,Kyrie,1610612751,BKN,30.0,29,14,15,0.483,1091.505,113.8,111,0.096,0.149,41,0.21,17,0.133,347,318,277,1034,2.11,409,385,206,336,251,479,286,449,407,201,213,230,338,331,360,349,344,322,BKN
200746,LaMarcus Aldridge,LaMarcus,1610612751,BKN,36.0,47,26,21,0.553,1050.085,111.1,185,0.16,0.238,14,0.109,47,0.398,390,303,266,1046,2.83,319,232,266,243,261,369,181,163,161,369,515,63,74,364,351,339,348,274,BKN
1629651,Nic Claxton,Nic,1610612751,BKN,23.0,47,24,23,0.511,974.0916666666668,109.8,173,0.157,0.246,24,0.163,51,0.386,341,284,327,942,3.02,319,250,308,297,280,300,202,171,150,317,383,56,81,326,342,393,325,257,BKN
201988,Patty Mills,Patty,1610612751,BKN,33.0,81,44,37,0.543,2345.7233333333334,110.7,138,0.055,0.084,51,0.152,17,0.064,838,684,701,2362,6.61,6,51,518,258,35,346,251,571,570,143,416,230,471,590,580,591,571,71,BKN
203552,Seth Curry,Seth,1610612751,BKN,31.0,64,38,26,0.594,2134.266666666667,109.2,179,0.082,0.121,53,0.169,14,0.059,675,576,636,2050,6.72,176,111,362,192,70,261,189,511,513,135,356,264,479,519,539,576,532,68,BKN
1627885,Shaquille Harrison,Shaquille,1610612751,BKN,28.0,2,1,1,0.5,22.58333333333333,104.3,3,0.125,0.2,1,0.25,1,0.5,12,3,0,26,0.11,566,544,23,306,550,91,548,273,233,507,117,478,35,59,35,1,56,527,BKN
