group_set,player_id,player,nickname,team_id,team,age,gp,w,l,w_pct,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,blk,blka,pf,pfd,nba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,blk_rank,blka_rank,pf_rank,pfd_rank,nba_fantasy_pts_rank
,203518,Alex Abrines,,1610612760,OKC,23.0,16,7,9,0.438,0.5,0.2,0.2,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.3,0.1,0.5,230,228,215,275,408,125,134,184,308,63,1,1,401,200,1,169,312,377
,203460,Andre Roberson,,1610612760,OKC,25.0,36,22,14,0.611,3.3,0.1,0.1,0.1,0.3,0.6,0.9,0.4,2.1,0.1,0.0,0.5,0.2,2.3,56,22,305,94,134,217,177,101,173,162,275,203,214,70,1,360,234,163
,1627734,Domantas Sabonis,,1610612760,OKC,21.0,12,9,3,0.75,2.5,0.0,0.0,0.0,0.0,0.5,0.3,0.2,1.2,0.0,0.0,0.1,0.1,0.9,260,191,96,33,233,228,242,184,308,123,100,93,348,200,1,72,294,342
,203926,Doug McDermott,,1610612760,OKC,25.0,24,14,10,0.583,2.5,0.0,0.1,0.0,0.3,0.4,0.7,0.6,2.0,0.0,0.1,0.3,0.2,1.3,156,117,237,119,243,228,168,184,212,103,200,268,225,200,330,169,234,293
,202683,Enes Freedom,,1610612760,OKC,25.0,20,11,9,0.55,2.2,0.2,0.3,0.2,0.6,0.4,0.8,0.7,1.4,0.0,0.2,0.4,0.1,2.0,190,162,215,153,287,115,68,66,105,89,231,343,326,200,387,274,319,200
,203924,Jerami Grant,,1610612760,OKC,23.0,31,18,13,0.581,2.1,0.1,0.1,0.0,0.3,0.3,0.6,0.2,1.5,0.3,0.0,0.3,0.1,1.7,96,62,286,126,290,166,195,184,210,77,163,98,318,16,1,216,311,244
,202713,Kyle Singler,,1610612760,OKC,29.0,5,3,2,0.6,3.4,0.0,0.0,0.0,0.0,0.8,0.4,0.6,3.2,0.2,0.0,0.2,0.2,1.1,333,302,67,99,118,228,242,184,308,236,116,278,45,27,1,136,203,305
,2555,Nick Collison,,1610612760,OKC,36.0,3,0,3,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.3,0.0,0.0,357,407,96,407,421,228,242,184,308,1,1,1,327,200,1,249,327,396
,202708,Norris Cole,,1610612760,OKC,28.0,3,1,2,0.333,2.0,0.0,0.0,0.0,0.0,1.0,0.7,0.0,1.3,0.0,0.3,0.3,0.3,3.3,357,361,67,343,304,228,242,184,308,297,184,1,327,200,426,249,118,79
,201566,Russell Westbrook,,1610612760,OKC,28.0,40,25,15,0.625,3.7,0.7,0.7,0.8,2.0,0.8,1.0,0.7,2.7,0.0,0.2,0.3,1.2,9.2,26,12,323,79,70,12,12,4,12,236,286,314,107,200,416,223,5,1
,203902,Semaj Christon,,1610612760,OKC,24.0,12,7,5,0.583,1.1,0.0,0.0,0.0,0.0,0.4,0.8,0.1,1.7,0.0,0.0,0.1,0.0,0.6,260,228,136,119,383,228,242,184,308,103,214,82,286,200,1,72,327,366
,203500,Steven Adams,,1610612760,OKC,23.0,39,24,15,0.615,3.3,0.1,0.2,0.1,0.5,0.8,0.7,0.7,2.2,0.2,0.1,0.4,0.4,2.4,31,13,323,92,140,168,122,143,135,251,213,319,194,48,318,321,95,159
,201959,Taj Gibson,,1610612760,OKC,32.0,32,20,12,0.625,2.9,0.1,0.1,0.0,0.3,0.7,1.0,0.6,2.4,0.1,0.1,0.4,0.2,1.9,87,42,264,79,196,191,201,184,185,211,286,276,163,92,338,291,221,211
,203506,Victor Oladipo,,1610612760,OKC,25.0,34,22,12,0.647,3.7,0.5,0.1,0.5,0.2,1.0,0.9,0.6,2.6,0.1,0.1,0.3,0.3,2.7,68,22,264,69,78,27,155,11,223,293,272,294,119,126,293,218,143,123
