SEASON_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,PLAY_TYPE,TYPE_GROUPING,PERCENTILE,GP,POSS_PCT,PPP,FG_PCT,FT_POSS_PCT,TOV_POSS_PCT,SF_POSS_PCT,PLUSONE_POSS_PCT,SCORE_POSS_PCT,EFG_PCT,POSS,PTS,FGM,FGA,FGMX
42016,1610612739,CLE,Cleveland Cavaliers,PRBallHandler,Offensive,0.6,18,0.16,0.916,0.453,0.097,0.159,0.091,0.026,0.416,0.511,308,282,107,236,129
42016,1610612745,HOU,Houston Rockets,PRBallHandler,Offensive,0.467,11,0.254,0.908,0.398,0.118,0.157,0.118,0.02,0.393,0.451,305,277,90,226,136
42016,1610612759,SAS,San Antonio Spurs,PRBallHandler,Offensive,0.667,16,0.164,0.923,0.459,0.122,0.143,0.112,0.031,0.434,0.477,286,264,100,218,118
42016,1610612744,GSW,Golden State Warriors,PRBallHandler,Offensive,0.867,17,0.126,1.0,0.471,0.093,0.178,0.081,0.013,0.428,0.56,236,236,82,174,92
42016,1610612738,BOS,Boston Celtics,PRBallHandler,Offensive,0.2,18,0.147,0.814,0.415,0.1,0.222,0.093,0.025,0.366,0.474,279,227,81,195,114
42016,1610612764,WAS,Washington Wizards,PRBallHandler,Offensive,0.333,13,0.179,0.857,0.42,0.101,0.143,0.078,0.039,0.395,0.449,258,221,86,205,119
42016,1610612762,UTA,Utah Jazz,PRBallHandler,Offensive,0.133,11,0.234,0.81,0.366,0.111,0.138,0.095,0.016,0.372,0.412,253,205,71,194,123
42016,1610612761,TOR,Toronto Raptors,PRBallHandler,Offensive,0.267,10,0.192,0.856,0.404,0.128,0.154,0.113,0.01,0.41,0.436,195,167,57,141,84
42016,1610612746,LAC,LA Clippers,PRBallHandler,Offensive,0.733,7,0.226,0.93,0.472,0.076,0.146,0.051,0.019,0.433,0.496,157,146,59,125,66
42016,1610612737,ATL,Atlanta Hawks,PRBallHandler,Offensive,0.533,6,0.189,0.914,0.455,0.063,0.156,0.047,0.008,0.398,0.525,128,117,46,101,55
42016,1610612741,CHI,Chicago Bulls,PRBallHandler,Offensive,0.067,6,0.193,0.787,0.422,0.107,0.221,0.107,0.008,0.385,0.434,122,96,35,83,48
42016,1610612760,OKC,Oklahoma City Thunder,PRBallHandler,Offensive,0.8,5,0.175,0.939,0.443,0.143,0.163,0.133,0.02,0.429,0.493,98,92,31,70,39
42016,1610612757,POR,Portland Trail Blazers,PRBallHandler,Offensive,0.4,4,0.219,0.881,0.342,0.158,0.079,0.139,0.02,0.396,0.392,101,89,27,79,52
42016,1610612754,IND,Indiana Pacers,PRBallHandler,Offensive,1.0,4,0.184,1.075,0.468,0.163,0.1,0.175,0.05,0.475,0.532,80,86,29,62,33
42016,1610612763,MEM,Memphis Grizzlies,PRBallHandler,Offensive,0.933,6,0.132,1.053,0.467,0.145,0.079,0.132,0.026,0.487,0.517,76,80,28,60,32
42016,1610612749,MIL,Milwaukee Bucks,PRBallHandler,Offensive,0.0,6,0.145,0.621,0.369,0.046,0.195,0.034,0.0,0.299,0.392,87,54,24,65,41
