team_id,team_name,gp,w,l,w_pct,min,opp_fgm,opp_fga,opp_fg_pct,opp_fg3m,opp_fg3a,opp_fg3_pct,opp_ftm,opp_fta,opp_ft_pct,opp_oreb,opp_dreb,opp_reb,opp_ast,opp_tov,opp_stl,opp_blk,opp_blka,opp_pf,opp_pfd,opp_pts,plus_minus,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,opp_fgm_rank,opp_fga_rank,opp_fg_pct_rank,opp_fg3m_rank,opp_fg3a_rank,opp_fg3_pct_rank,opp_ftm_rank,opp_fta_rank,opp_ft_pct_rank,opp_oreb_rank,opp_dreb_rank,opp_reb_rank,opp_ast_rank,opp_tov_rank,opp_stl_rank,opp_blk_rank,opp_blka_rank,opp_pf_rank,opp_pfd_rank,opp_pts_rank,plus_minus_rank,team
1610612737,Atlanta Hawks,6,1,5,0.167,4.4,3.2,8.2,0.388,1.2,3.2,0.368,1.7,2.5,0.667,1.3,3.7,5.0,1.8,1.5,0.8,1.0,0.7,2.0,1.7,9.2,2.5,6,10,14,13,5,14,13,8,13,12,10,7,8,2,13,14,12,14,3,13,14,6,9,10,12,14,ATLANTA HAWKS
1610612738,Boston Celtics,3,2,1,0.667,5.9,2.7,10.0,0.267,1.0,4.0,0.25,3.0,4.0,0.75,1.0,6.0,7.0,1.7,2.0,1.3,1.0,1.3,2.7,3.7,9.3,-2.3,9,6,2,3,1,9,16,2,10,13,5,14,14,8,9,16,16,13,1,16,14,1,11,1,13,2,BOSTON CELTICS
1610612766,Charlotte Hornets,3,2,1,0.667,3.7,2.3,5.7,0.412,0.7,2.3,0.286,1.3,1.7,0.8,1.0,2.7,3.7,0.3,1.0,0.0,0.7,0.7,1.0,1.3,6.7,-0.3,9,6,2,3,9,6,5,11,7,9,8,5,5,10,9,9,9,1,9,1,11,6,1,12,6,8,CHARLOTTE HORNETS
1610612739,Cleveland Cavaliers,8,7,1,0.875,3.7,1.6,4.6,0.351,0.1,1.6,0.077,1.1,1.6,0.692,0.4,2.0,2.4,0.9,0.4,0.8,0.5,0.5,1.1,1.4,4.5,-2.3,4,1,2,2,10,4,3,6,1,4,1,4,4,4,2,5,4,6,13,12,8,8,4,11,3,3,CLEVELAND CAVALIERS
1610612742,Dallas Mavericks,2,1,1,0.5,2.8,1.5,7.0,0.214,0.5,3.0,0.167,0.5,0.5,1.0,3.0,2.0,5.0,0.5,1.0,0.5,1.0,0.5,1.0,1.0,4.0,-1.0,13,10,2,7,14,3,9,1,4,10,2,1,1,14,16,5,12,2,9,6,14,8,1,13,1,6,DALLAS MAVERICKS
1610612765,Detroit Pistons,3,0,3,0.0,3.6,2.3,5.7,0.412,1.3,4.0,0.333,1.3,1.7,0.8,1.0,1.7,2.7,1.0,1.3,0.0,0.3,0.0,1.7,1.0,7.3,3.7,9,14,9,14,12,6,5,11,14,13,9,5,5,10,9,3,5,8,5,1,6,14,8,13,7,15,DETROIT PISTONS
1610612744,Golden State Warriors,9,6,3,0.667,4.0,1.8,6.1,0.291,0.6,1.3,0.417,2.2,3.1,0.714,0.9,2.6,3.4,0.7,1.2,0.2,0.6,0.8,1.4,2.6,6.3,-3.2,2,2,9,3,7,5,8,3,5,2,12,10,11,5,8,7,7,3,7,5,9,4,6,5,5,1,GOLDEN STATE WARRIORS
1610612745,Houston Rockets,1,1,0,1.0,3.8,3.0,8.0,0.375,1.0,4.0,0.25,1.0,1.0,1.0,2.0,3.0,5.0,2.0,1.0,1.0,0.0,1.0,4.0,1.0,8.0,-1.0,15,10,1,1,8,12,12,7,10,13,5,2,2,14,15,10,12,15,9,14,1,2,16,13,10,6,HOUSTON ROCKETS
1610612754,Indiana Pacers,3,1,2,0.333,2.6,1.0,3.0,0.333,0.7,1.3,0.5,2.7,3.3,0.8,0.7,1.0,1.7,0.7,0.3,0.7,0.0,0.3,1.3,2.0,5.3,1.7,9,10,7,12,15,1,1,4,7,2,14,13,12,10,5,1,2,3,14,11,1,10,5,7,4,10,INDIANA PACERS
1610612746,LA Clippers,2,0,2,0.0,4.2,3.0,7.0,0.429,1.5,3.0,0.5,3.5,5.5,0.636,0.5,3.0,3.5,1.5,1.0,0.5,0.0,0.0,3.0,3.0,11.0,5.0,13,14,7,14,6,12,9,14,15,10,14,16,16,1,3,10,8,12,9,6,1,14,13,2,15,16,LA CLIPPERS
