TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,GP,G,FGA_FREQUENCY,FGM,FGA,FG_PCT,EFG_PCT,FG2A_FREQUENCY,FG2M,FG2A,FG2_PCT,FG3A_FREQUENCY,FG3M,FG3A,FG3_PCT
1610612744,Golden State Warriors,GSW,24,24,0.337,249,659,0.378,0.432,0.22,178,431,0.413,0.117,71,228,0.311
1610612739,Cleveland Cavaliers,CLE,21,21,0.3,192,475,0.404,0.474,0.188,126,297,0.424,0.113,66,178,0.371
1610612761,Toronto Raptors,TOR,20,20,0.303,191,446,0.428,0.474,0.222,150,327,0.459,0.081,41,119,0.345
1610612760,Oklahoma City Thunder,OKC,18,18,0.277,155,398,0.389,0.443,0.192,112,276,0.406,0.085,43,122,0.352
1610612748,Miami Heat,MIA,14,14,0.358,139,381,0.365,0.404,0.263,109,280,0.389,0.095,30,101,0.297
1610612757,Portland Trail Blazers,POR,11,11,0.354,115,324,0.355,0.39,0.249,92,228,0.404,0.105,23,96,0.24
1610612759,San Antonio Spurs,SAS,10,10,0.292,87,217,0.401,0.426,0.222,76,165,0.461,0.07,11,52,0.212
1610612737,Atlanta Hawks,ATL,10,10,0.261,73,210,0.348,0.407,0.158,48,127,0.378,0.103,25,83,0.301
1610612766,Charlotte Hornets,CHA,7,7,0.288,66,157,0.42,0.452,0.255,56,139,0.403,0.033,10,18,0.556
1610612754,Indiana Pacers,IND,7,7,0.29,52,156,0.333,0.356,0.227,45,122,0.369,0.063,7,34,0.206
1610612746,LA Clippers,LAC,6,6,0.31,52,152,0.342,0.405,0.204,33,100,0.33,0.106,19,52,0.365
1610612742,Dallas Mavericks,DAL,5,5,0.318,51,128,0.398,0.449,0.201,38,81,0.469,0.117,13,47,0.277
1610612765,Detroit Pistons,DET,4,4,0.312,42,100,0.42,0.49,0.202,28,65,0.431,0.109,14,35,0.4
1610612738,Boston Celtics,BOS,6,6,0.2,30,97,0.309,0.34,0.126,24,61,0.393,0.074,6,36,0.167
1610612745,Houston Rockets,HOU,5,5,0.239,40,96,0.417,0.464,0.172,31,69,0.449,0.067,9,27,0.333
1610612763,Memphis Grizzlies,MEM,4,4,0.277,28,80,0.35,0.381,0.225,23,65,0.354,0.052,5,15,0.333
