season_id,team_id,team,team_name,play_type,type_grouping,percentile,gp,poss_pct,ppp,fg_pct,ft_poss_pct,tov_poss_pct,sf_poss_pct,plusone_poss_pct,score_poss_pct,efg_pct,poss,pts,fgm,fga,fgmx
22024,1610612758,SAC,Sacramento Kings,Handoff,Offensive,0.552,82,0.077,0.956,0.424,0.083,0.09,0.075,0.013,0.425,0.492,708,677,252,594,342
22024,1610612751,BKN,Brooklyn Nets,Handoff,Offensive,0.276,82,0.081,0.894,0.405,0.088,0.148,0.081,0.017,0.387,0.479,724,647,229,565,336
22024,1610612765,DET,Detroit Pistons,Handoff,Offensive,0.828,82,0.068,0.995,0.44,0.101,0.09,0.095,0.024,0.441,0.517,633,630,232,527,295
22024,1610612762,UTA,Utah Jazz,Handoff,Offensive,0.862,82,0.062,1.002,0.437,0.109,0.153,0.098,0.031,0.414,0.536,580,581,195,446,251
22024,1610612749,MIL,Milwaukee Bucks,Handoff,Offensive,1.0,82,0.058,1.056,0.427,0.1,0.083,0.09,0.025,0.433,0.531,520,549,187,438,251
22024,1610612743,DEN,Denver Nuggets,Handoff,Offensive,0.517,82,0.062,0.948,0.4,0.085,0.071,0.079,0.014,0.411,0.475,579,549,199,497,298
22024,1610612748,MIA,Miami Heat,Handoff,Offensive,0.966,82,0.055,1.033,0.437,0.061,0.092,0.055,0.01,0.424,0.537,491,507,184,421,237
22024,1610612764,WAS,Washington Wizards,Handoff,Offensive,0.138,82,0.058,0.873,0.36,0.081,0.098,0.076,0.022,0.363,0.445,543,474,165,458,293
22024,1610612737,ATL,Atlanta Hawks,Handoff,Offensive,0.414,82,0.054,0.918,0.403,0.096,0.125,0.088,0.027,0.392,0.478,513,471,167,414,247
22024,1610612740,NOP,New Orleans Pelicans,Handoff,Offensive,0.103,82,0.056,0.872,0.369,0.094,0.088,0.084,0.013,0.383,0.438,522,455,160,434,274
22024,1610612761,TOR,Toronto Raptors,Handoff,Offensive,0.069,82,0.057,0.831,0.365,0.085,0.111,0.081,0.013,0.361,0.437,540,449,161,441,280
22024,1610612742,DAL,Dallas Mavericks,Handoff,Offensive,0.793,82,0.049,0.993,0.454,0.077,0.113,0.072,0.018,0.432,0.533,444,441,167,368,201
22024,1610612744,GSW,Golden State Warriors,Handoff,Offensive,0.241,82,0.052,0.893,0.382,0.079,0.121,0.067,0.017,0.368,0.474,478,427,149,390,241
22024,1610612757,POR,Portland Trail Blazers,Handoff,Offensive,0.621,82,0.047,0.959,0.418,0.138,0.126,0.129,0.025,0.429,0.491,443,425,141,337,196
22024,1610612739,CLE,Cleveland Cavaliers,Handoff,Offensive,0.69,82,0.046,0.981,0.425,0.084,0.117,0.07,0.012,0.41,0.52,429,421,148,348,200
22024,1610612766,CHA,Charlotte Hornets,Handoff,Offensive,0.0,82,0.056,0.815,0.342,0.058,0.093,0.054,0.006,0.34,0.421,514,419,150,439,289
22024,1610612759,SAS,San Antonio Spurs,Handoff,Offensive,0.345,82,0.048,0.905,0.429,0.102,0.12,0.1,0.025,0.417,0.477,441,399,152,354,202
22024,1610612750,MIN,Minnesota Timberwolves,Handoff,Offensive,0.655,82,0.045,0.961,0.39,0.107,0.083,0.1,0.024,0.4,0.48,412,396,134,344,210
22024,1610612746,LAC,LA Clippers,Handoff,Offensive,0.759,82,0.043,0.99,0.437,0.116,0.1,0.111,0.01,0.452,0.502,389,385,135,309,174
22024,1610612745,HOU,Houston Rockets,Handoff,Offensive,0.31,82,0.045,0.904,0.388,0.073,0.096,0.071,0.019,0.381,0.467,425,384,140,361,221
22024,1610612760,OKC,Oklahoma City Thunder,Handoff,Offensive,0.724,82,0.042,0.987,0.447,0.049,0.088,0.049,0.016,0.426,0.521,385,380,151,338,187
22024,1610612752,NYK,New York Knicks,Handoff,Offensive,0.448,82,0.045,0.927,0.408,0.068,0.083,0.059,0.02,0.401,0.475,409,379,145,355,210
22024,1610612754,IND,Indiana Pacers,Handoff,Offensive,0.931,82,0.039,1.014,0.481,0.076,0.11,0.073,0.017,0.454,0.553,355,360,142,295,153
22024,1610612755,PHI,Philadelphia 76ers,Handoff,Offensive,0.172,82,0.042,0.883,0.389,0.091,0.101,0.08,0.021,0.389,0.452,375,331,121,311,190
22024,1610612747,LAL,Los Angeles Lakers,Handoff,Offensive,0.207,82,0.039,0.885,0.352,0.095,0.083,0.089,0.017,0.372,0.433,349,309,103,293,190
22024,1610612753,ORL,Orlando Magic,Handoff,Offensive,0.034,82,0.04,0.828,0.386,0.064,0.114,0.064,0.019,0.367,0.441,360,298,117,303,186
22024,1610612738,BOS,Boston Celtics,Handoff,Offensive,0.897,82,0.029,1.004,0.407,0.065,0.087,0.061,0.011,0.403,0.529,263,264,92,226,134
22024,1610612756,PHX,Phoenix Suns,Handoff,Offensive,0.483,82,0.032,0.929,0.454,0.088,0.163,0.081,0.021,0.417,0.509,283,263,99,218,119
22024,1610612741,CHI,Chicago Bulls,Handoff,Offensive,0.379,82,0.03,0.91,0.412,0.108,0.133,0.094,0.018,0.403,0.481,278,253,89,216,127
22024,1610612763,MEM,Memphis Grizzlies,Handoff,Offensive,0.586,82,0.02,0.959,0.429,0.051,0.097,0.046,0.005,0.408,0.518,196,188,72,168,96
