season,team_id,game_id,game_date,away_team,home_team,opponent,opponent_id,pf,opp_pf,wl,differential,round,game_no_in_series
2024-25,1610612754,42400131,2025-04-19,MIL,IND,MIL,1610612749,117,98,W,19,rnd1,1
2024-25,1610612754,42400132,2025-04-22,MIL,IND,MIL,1610612749,123,115,W,8,rnd1,2
2024-25,1610612754,42400133,2025-04-25,IND,MIL,MIL,1610612749,101,117,L,-16,rnd1,3
2024-25,1610612754,42400134,2025-04-27,IND,MIL,MIL,1610612749,129,103,W,26,rnd1,4
2024-25,1610612754,42400135,2025-04-29,MIL,IND,MIL,1610612749,119,118,W,1,rnd1,5
2024-25,1610612754,42400201,2025-05-04,IND,CLE,CLE,1610612739,121,112,W,9,sf,1
2024-25,1610612754,42400202,2025-05-06,IND,CLE,CLE,1610612739,120,119,W,1,sf,2
2024-25,1610612754,42400203,2025-05-09,CLE,IND,CLE,1610612739,104,126,L,-22,sf,3
2024-25,1610612754,42400204,2025-05-11,CLE,IND,CLE,1610612739,129,109,W,20,sf,4
2024-25,1610612754,42400205,2025-05-13,IND,CLE,CLE,1610612739,114,105,W,9,sf,5
2024-25,1610612754,42400301,2025-05-21,IND,NYK,NYK,1610612752,138,135,W,3,conf,1
2024-25,1610612754,42400302,2025-05-23,IND,NYK,NYK,1610612752,114,109,W,5,conf,2
2024-25,1610612754,42400303,2025-05-25,NYK,IND,NYK,1610612752,100,106,L,-6,conf,3
2024-25,1610612754,42400304,2025-05-27,NYK,IND,NYK,1610612752,130,121,W,9,conf,4
2024-25,1610612754,42400305,2025-05-29,IND,NYK,NYK,1610612752,94,111,L,-17,conf,5
2024-25,1610612754,42400306,2025-05-31,NYK,IND,NYK,1610612752,125,108,W,17,conf,6
2024-25,1610612754,42400401,2025-06-05,IND,OKC,OKC,1610612760,111,110,W,1,finals,1
2024-25,1610612754,42400402,2025-06-08,IND,OKC,OKC,1610612760,107,123,L,-16,finals,2
2024-25,1610612754,42400403,2025-06-11,OKC,IND,OKC,1610612760,116,107,W,9,finals,3
2024-25,1610612754,42400404,2025-06-13,OKC,IND,OKC,1610612760,104,111,L,-7,finals,4
