player_id,player,nickname,team_id,team,age,gp,w,l,w_pct,min,pct_fga_2pt,pct_fga_3pt,pct_pts_2pt,pct_pts_2pt_mr,pct_pts_3pt,pct_pts_fb,pct_pts_ft,pct_pts_off_tov,pct_pts_paint,pct_ast_2pm,pct_uast_2pm,pct_ast_3pm,pct_uast_3pm,pct_ast_fgm,pct_uast_fgm,fgm,fga,fg_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pct_fga_2pt_rank,pct_fga_3pt_rank,pct_pts_2pt_rank,pct_pts_2pt_mr_rank,pct_pts_3pt_rank,pct_pts_fb_rank,pct_pts_ft_rank,pct_pts_off_tov_rank,pct_pts_paint_rank,pct_ast_2pm_rank,pct_uast_2pm_rank,pct_ast_3pm_rank,pct_uast_3pm_rank,pct_ast_fgm_rank,pct_uast_fgm_rank,fgm_rank,fga_rank,fg_pct_rank
203083,Andre Drummond,Andre,1610612765,DET,22.0,4,0,4,0.0,32.9,0.981,0.019,0.836,0.149,0.0,0.075,0.164,0.075,0.687,0.607,0.393,0.0,0.0,0.607,0.393,28,54,0.519,158,179,62,179,43,48,166,28,80,147,107,96,160,28,88,117,143,64,119,88,70,82,44
201229,Anthony Tolliver,Anthony,1610612765,DET,31.0,3,0,3,0.0,8.7,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2,4,0.5,190,179,37,179,159,174,35,1,1,147,149,179,168,197,1,176,143,64,1,179,186,193,46
203382,Aron Baynes,Aron,1610612765,DET,29.0,4,0,4,0.0,11.0,1.0,0.0,0.8,0.0,0.0,0.3,0.2,0.0,0.8,0.5,0.5,0.0,0.0,0.5,0.5,4,9,0.444,158,179,62,179,144,1,170,32,157,147,17,73,168,12,112,82,143,64,138,61,166,170,98
201975,Jodie Meeks,Jodie,1610612765,DET,28.0,1,0,1,0.0,1.7,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1,1,1.0,212,179,4,179,210,1,170,1,157,147,149,179,168,1,1,176,143,64,1,179,196,208,1
203484,Kentavious Caldwell-Pope,Kentavious,1610612765,DET,23.0,4,0,4,0.0,40.3,0.46,0.54,0.328,0.098,0.59,0.115,0.082,0.115,0.23,0.7,0.3,0.917,0.083,0.818,0.182,22,50,0.44,158,179,62,179,2,188,26,184,109,18,81,161,120,173,61,142,93,53,48,157,86,90,102
202694,Marcus Morris Sr.,Marcus,1610612765,DET,26.0,4,0,4,0.0,36.0,0.617,0.383,0.423,0.197,0.296,0.028,0.281,0.099,0.225,0.6,0.4,0.857,0.143,0.682,0.318,22,47,0.468,158,179,62,179,20,133,81,155,54,88,144,27,133,176,90,111,101,42,94,112,86,93,71
203493,Reggie Bullock Jr.,Reggie,1610612765,DET,25.0,2,0,2,0.0,11.0,0.5,0.5,0.5,0.167,0.5,0.417,0.0,0.167,0.333,1.0,0.0,1.0,0.0,1.0,0.0,5,6,0.833,197,179,11,179,145,174,35,129,68,31,6,179,75,133,1,176,1,64,1,179,159,185,6
202704,Reggie Jackson,Reggie,1610612765,DET,26.0,4,0,4,0.0,36.8,0.673,0.327,0.772,0.175,0.158,0.07,0.07,0.14,0.596,0.045,0.955,0.667,0.333,0.12,0.88,25,55,0.455,158,179,62,179,15,113,101,41,62,125,114,166,95,49,193,12,118,25,203,4,78,80,90
1626169,Stanley Johnson,Stanley,1610612765,DET,20.0,4,0,4,0.0,20.4,0.565,0.435,0.375,0.125,0.563,0.063,0.062,0.0,0.25,0.333,0.667,1.0,0.0,0.667,0.333,12,23,0.522,158,179,62,179,100,160,54,169,92,19,122,170,168,161,148,49,1,64,97,103,122,137,40
2581,Steve Blake,Steve,1610612765,DET,36.0,4,0,4,0.0,10.8,0.6,0.4,0.0,0.0,0.75,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,5,0.2,158,179,62,179,146,141,69,205,157,4,149,41,168,197,194,176,1,64,1,179,196,190,202
202699,Tobias Harris,Tobias,1610612765,DET,23.0,4,0,4,0.0,39.0,0.739,0.261,0.586,0.207,0.207,0.034,0.207,0.103,0.379,0.588,0.412,1.0,0.0,0.667,0.333,21,46,0.457,158,179,62,179,7,95,119,101,52,111,137,69,128,126,95,109,1,64,97,103,94,95,86
