close_def_person_id,player,team_id,team,player_position,age,gp,g,freq,fgm_gt_15,fga_gt_15,gt_15_pct,ns_gt_15_pct,plusminus
203497,Rudy Gobert,1610612762,UTA,C,27.0,79,79,0.38,253,633,0.4,0.368,0.031
202324,Derrick Favors,1610612762,UTA,F-C,27.0,74,74,0.397,138,396,0.348,0.36,-0.011
204060,Joe Ingles,1610612762,UTA,F,31.0,80,79,0.458,144,366,0.393,0.367,0.026
1628378,Donovan Mitchell,1610612762,UTA,G,22.0,75,74,0.466,117,331,0.353,0.368,-0.014
203109,Jae Crowder,1610612762,UTA,F,28.0,78,77,0.462,115,320,0.359,0.365,-0.006
201937,Ricky Rubio,1610612762,UTA,G,28.0,66,65,0.432,121,306,0.395,0.368,0.027
1626220,Royce O'Neale,1610612762,UTA,F,26.0,80,72,0.442,100,273,0.366,0.364,0.002
2594,Kyle Korver,1610612762,UTA,G-F,38.0,69,66,0.471,84,217,0.387,0.361,0.026
203957,Danté Exum,1610612762,UTA,G,23.0,40,36,0.51,45,123,0.366,0.368,-0.003
1627777,Georges Niang,1610612762,UTA,F,26.0,50,41,0.451,28,78,0.359,0.347,0.012
203526,Raul Neto,1610612762,UTA,G,27.0,35,30,0.379,26,74,0.351,0.355,-0.004
1628960,Grayson Allen,1610612762,UTA,G,23.0,32,24,0.451,25,74,0.338,0.361,-0.023
200757,Thabo Sefolosha,1610612762,UTA,F,35.0,47,36,0.335,19,67,0.284,0.352,-0.068
202327,Ekpe Udoh,1610612762,UTA,C-F,32.0,43,28,0.291,18,52,0.346,0.324,0.022
1628513,Naz Mitrou-Long,1610612762,UTA,G,25.0,12,8,0.472,7,17,0.412,0.337,0.074
1628396,Tony Bradley,1610612762,UTA,C,21.0,2,2,0.45,5,9,0.556,0.367,0.188
1628463,Tyler Cavanaugh,1610612762,UTA,F,25.0,6,3,0.273,1,3,0.333,0.363,-0.029
