team_id,team_name,gp,w,l,w_pct,travel,double_dribble,discontinued_dribble,off_three_sec,five_sec,eight_sec,shot_clock,inbound,backcourt,off_goaltending,palming,off_foul,def_three_sec,charge,delay_of_game,def_goaltending,lane,jump_ball,kicked_ball,gp_rank,w_rank,l_rank,w_pct_rank,travel_rank,double_dribble_rank,discontinued_dribble_rank,off_three_sec_rank,five_sec_rank,eight_sec_rank,shot_clock_rank,inbound_rank,backcourt_rank,off_goaltending_rank,palming_rank,off_foul_rank,def_three_sec_rank,charge_rank,delay_of_game_rank,def_goaltending_rank,lane_rank,jump_ball_rank,kicked_ball_rank,team
1610612745,Houston Rockets,82,65,17,0.793,69.0,4.0,3.0,6.0,0.0,0.0,55.0,1.0,3.0,3.0,3.0,143.0,17.0,48.0,14.0,21.0,2.0,1.0,39.0,1,1,1,1,19,9,12,24,19,10,5,4,25,22,12,12,9,17,17,11,12,5,8,HOUSTON ROCKETS
1610612754,Indiana Pacers,82,48,34,0.585,83.0,4.0,2.0,7.0,3.0,0.0,38.0,1.0,8.0,3.0,3.0,138.0,12.0,61.0,12.0,19.0,0.0,0.0,29.0,1,8,8,8,9,9,20,19,3,10,25,4,8,22,12,14,20,7,23,16,29,13,20,INDIANA PACERS
1610612746,LA Clippers,82,42,40,0.512,75.0,4.0,1.0,16.0,0.0,0.0,50.0,1.0,4.0,9.0,2.0,92.0,20.0,33.0,13.0,12.0,2.0,0.0,21.0,1,18,18,18,15,9,23,1,19,10,9,4,20,1,17,28,5,27,21,21,12,13,27,LA CLIPPERS
1610612747,Los Angeles Lakers,82,35,47,0.427,94.0,2.0,3.0,4.0,1.0,0.0,37.0,1.0,6.0,8.0,2.0,178.0,17.0,80.0,27.0,15.0,2.0,0.0,18.0,1,21,21,21,4,21,12,28,14,10,26,4,12,3,17,1,9,1,1,19,12,13,28,LOS ANGELES LAKERS
1610612763,Memphis Grizzlies,82,22,60,0.268,93.0,6.0,5.0,7.0,1.0,1.0,43.0,0.0,6.0,7.0,8.0,136.0,10.0,58.0,19.0,10.0,3.0,0.0,38.0,1,29,29,29,5,3,5,19,14,2,18,16,12,6,3,15,23,10,6,25,7,13,9,MEMPHIS GRIZZLIES
1610612748,Miami Heat,82,44,38,0.537,72.0,5.0,6.0,8.0,3.0,0.0,57.0,0.0,9.0,2.0,0.0,147.0,7.0,59.0,11.0,22.0,1.0,1.0,27.0,1,15,15,15,18,4,4,16,3,10,2,16,4,26,29,8,28,8,24,9,20,5,24,MIAMI HEAT
1610612749,Milwaukee Bucks,82,44,38,0.537,74.0,2.0,4.0,13.0,0.0,0.0,57.0,0.0,4.0,4.0,5.0,120.0,16.0,56.0,19.0,31.0,5.0,0.0,38.0,1,15,15,15,17,21,6,8,19,10,2,16,20,18,4,23,12,12,6,3,2,13,9,MILWAUKEE BUCKS
1610612750,Minnesota Timberwolves,82,47,35,0.573,75.0,3.0,3.0,16.0,2.0,0.0,56.0,1.0,5.0,6.0,1.0,136.0,13.0,54.0,6.0,21.0,2.0,0.0,41.0,1,12,12,12,15,20,12,1,7,10,4,4,16,10,22,15,18,15,30,11,12,13,5,MINNESOTA TIMBERWOLVES
1610612740,New Orleans Pelicans,82,48,34,0.585,77.0,4.0,4.0,15.0,0.0,0.0,41.0,2.0,4.0,5.0,3.0,122.0,8.0,57.0,20.0,12.0,1.0,0.0,33.0,1,8,8,8,14,9,6,5,19,10,20,2,20,14,12,22,27,11,4,21,20,13,14,NEW ORLEANS PELICANS
1610612752,New York Knicks,82,29,53,0.354,91.0,1.0,1.0,8.0,2.0,0.0,41.0,0.0,3.0,3.0,3.0,145.0,20.0,45.0,15.0,21.0,3.0,1.0,26.0,1,22,22,22,6,28,23,16,7,10,20,16,25,22,12,11,5,19,13,11,7,5,25,NEW YORK KNICKS
1610612760,Oklahoma City Thunder,82,48,34,0.585,63.0,2.0,1.0,11.0,0.0,0.0,45.0,0.0,3.0,3.0,3.0,148.0,20.0,37.0,19.0,26.0,6.0,2.0,47.0,1,8,8,8,26,21,23,13,19,10,16,16,25,22,12,7,5,24,6,5,1,1,3,OKLAHOMA CITY THUNDER
1610612753,Orlando Magic,82,25,57,0.305,100.0,4.0,11.0,12.0,2.0,1.0,46.0,1.0,9.0,8.0,0.0,139.0,7.0,63.0,18.0,16.0,1.0,1.0,17.0,1,26,26,26,2,9,1,12,7,2,15,4,4,3,29,13,28,3,10,18,20,5,30,ORLANDO MAGIC
1610612755,Philadelphia 76ers,82,52,30,0.634,102.0,5.0,3.0,13.0,1.0,1.0,50.0,1.0,10.0,7.0,9.0,147.0,14.0,62.0,20.0,10.0,3.0,1.0,31.0,1,5,5,5,1,4,12,8,14,2,9,4,2,6,1,8,13,4,4,25,7,5,15,PHILADELPHIA 76ERS
1610612756,Phoenix Suns,82,21,61,0.256,82.0,4.0,4.0,4.0,6.0,1.0,48.0,0.0,5.0,6.0,1.0,176.0,23.0,56.0,21.0,12.0,1.0,1.0,30.0,1,30,30,30,10,9,6,28,1,2,14,16,16,10,22,2,2,12,2,21,20,5,19,PHOENIX SUNS
1610612757,Portland Trail Blazers,82,49,33,0.598,59.0,5.0,0.0,10.0,2.0,0.0,40.0,0.0,5.0,4.0,4.0,135.0,11.0,44.0,10.0,8.0,2.0,1.0,31.0,1,7,7,7,27,4,28,15,7,10,24,16,16,18,8,17,21,21,27,27,12,5,15,PORTLAND TRAIL BLAZERS
1610612758,Sacramento Kings,82,27,55,0.329,68.0,2.0,0.0,7.0,0.0,1.0,41.0,1.0,7.0,5.0,5.0,116.0,10.0,38.0,13.0,24.0,3.0,0.0,41.0,1,24,24,24,21,21,28,19,19,2,20,4,9,14,4,26,23,22,21,7,7,13,5,SACRAMENTO KINGS
1610612759,San Antonio Spurs,82,47,35,0.573,66.0,1.0,3.0,13.0,2.0,0.0,35.0,0.0,9.0,4.0,2.0,81.0,7.0,30.0,9.0,14.0,4.0,0.0,18.0,1,12,12,12,23,28,12,8,7,10,28,16,4,18,17,29,28,29,28,20,3,13,28,SAN ANTONIO SPURS
1610612761,Toronto Raptors,82,59,23,0.72,68.0,5.0,3.0,7.0,1.0,0.0,49.0,0.0,5.0,1.0,2.0,156.0,14.0,75.0,14.0,21.0,3.0,0.0,31.0,1,2,2,2,21,4,12,19,14,10,13,16,16,29,17,5,13,2,17,11,7,13,15,TORONTO RAPTORS
1610612762,Utah Jazz,82,48,34,0.585,84.0,4.0,4.0,8.0,0.0,0.0,50.0,0.0,3.0,6.0,4.0,118.0,13.0,45.0,15.0,23.0,4.0,0.0,56.0,1,8,8,8,8,9,6,16,19,10,9,16,25,10,8,25,18,19,13,8,3,13,1,UTAH JAZZ
1610612764,Washington Wizards,82,43,39,0.524,64.0,4.0,2.0,14.0,1.0,0.0,43.0,1.0,7.0,5.0,5.0,162.0,14.0,35.0,9.0,7.0,1.0,0.0,35.0,1,17,17,17,25,9,20,6,14,10,18,4,9,14,4,4,13,26,28,29,20,13,12,WASHINGTON WIZARDS
