team_id,team_name,gp,w,l,w_pct,travel,double_dribble,discontinued_dribble,off_three_sec,five_sec,eight_sec,shot_clock,inbound,backcourt,off_goaltending,palming,off_foul,def_three_sec,charge,delay_of_game,def_goaltending,lane,jump_ball,kicked_ball,gp_rank,w_rank,l_rank,w_pct_rank,travel_rank,double_dribble_rank,discontinued_dribble_rank,off_three_sec_rank,five_sec_rank,eight_sec_rank,shot_clock_rank,inbound_rank,backcourt_rank,off_goaltending_rank,palming_rank,off_foul_rank,def_three_sec_rank,charge_rank,delay_of_game_rank,def_goaltending_rank,lane_rank,jump_ball_rank,kicked_ball_rank,team
1610612737,Atlanta Hawks,82,24,58,0.293,69.0,8.0,1.0,5.0,0.0,1.0,45.0,0.0,4.0,9.0,4.0,150.0,26.0,56.0,14.0,20.0,2.0,0.0,45.0,1,27,27,27,19,1,23,25,19,2,16,16,20,1,8,6,1,12,17,15,12,13,4,ATLANTA HAWKS
1610612738,Boston Celtics,82,55,27,0.671,80.0,4.0,9.0,16.0,3.0,1.0,53.0,0.0,6.0,7.0,1.0,146.0,11.0,48.0,21.0,17.0,1.0,0.0,37.0,1,4,4,4,12,9,2,1,3,2,7,16,12,6,22,10,21,17,2,17,20,13,11,BOSTON CELTICS
1610612751,Brooklyn Nets,82,28,54,0.341,82.0,2.0,4.0,5.0,2.0,0.0,76.0,0.0,10.0,1.0,1.0,163.0,19.0,62.0,11.0,7.0,4.0,1.0,31.0,1,23,23,23,10,21,6,25,7,10,1,16,2,29,22,3,8,4,24,29,3,5,15,BROOKLYN NETS
1610612766,Charlotte Hornets,82,36,46,0.439,100.0,5.0,0.0,16.0,0.0,1.0,29.0,2.0,4.0,5.0,1.0,132.0,17.0,31.0,15.0,32.0,2.0,2.0,25.0,1,20,20,20,2,4,28,1,19,2,30,2,20,14,22,18,9,28,13,2,12,1,26,CHARLOTTE HORNETS
1610612741,Chicago Bulls,82,27,55,0.329,89.0,4.0,4.0,13.0,3.0,0.0,54.0,0.0,7.0,4.0,4.0,129.0,23.0,62.0,11.0,8.0,2.0,0.0,41.0,1,24,24,24,7,9,6,8,3,10,6,16,9,18,8,19,2,4,24,27,12,13,5,CHICAGO BULLS
1610612739,Cleveland Cavaliers,82,50,32,0.61,58.0,4.0,1.0,5.0,0.0,0.0,35.0,1.0,12.0,2.0,2.0,127.0,10.0,36.0,19.0,12.0,0.0,0.0,34.0,1,6,6,6,28,9,23,25,19,10,28,4,1,26,17,21,23,25,6,21,29,13,13,CLEVELAND CAVALIERS
1610612742,Dallas Mavericks,82,24,58,0.293,45.0,1.0,3.0,2.0,2.0,0.0,41.0,0.0,2.0,2.0,5.0,81.0,10.0,26.0,17.0,22.0,1.0,0.0,28.0,1,27,27,27,30,28,12,30,7,10,20,16,29,26,4,29,23,30,11,9,20,13,22,DALLAS MAVERICKS
1610612743,Denver Nuggets,82,46,36,0.561,79.0,2.0,7.0,11.0,0.0,2.0,50.0,1.0,9.0,7.0,1.0,112.0,14.0,53.0,14.0,34.0,1.0,2.0,29.0,1,14,14,14,13,21,3,13,19,1,9,4,4,6,22,27,13,16,17,1,20,1,20,DENVER NUGGETS
1610612765,Detroit Pistons,82,39,43,0.476,56.0,2.0,3.0,14.0,6.0,0.0,51.0,1.0,2.0,8.0,1.0,120.0,21.0,38.0,15.0,31.0,1.0,2.0,28.0,1,19,19,19,29,21,12,6,1,10,8,4,29,3,22,23,4,22,13,3,20,1,22,DETROIT PISTONS
1610612744,Golden State Warriors,82,58,24,0.707,66.0,7.0,2.0,7.0,0.0,0.0,36.0,5.0,6.0,6.0,9.0,129.0,14.0,59.0,17.0,26.0,4.0,0.0,52.0,1,3,3,3,23,2,20,19,19,10,27,1,12,10,1,19,13,8,11,5,3,13,2,GOLDEN STATE WARRIORS
