team_id,team_name,gp,w,l,w_pct,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,team
1610612737,Atlanta Hawks,36,18,18,0.5,48.2,11.2,6.4,8.2,45.7,18.0,12.7,9.4,50.9,13,11,18,14,16,28,30,12,8,27,17,23,28,ATLANTA HAWKS
1610612738,Boston Celtics,43,17,26,0.395,45.4,16.6,11.4,11.1,42.8,13.0,10.8,10.5,33.7,1,17,29,27,7,11,23,5,11,7,10,26,5,BOSTON CELTICS
1610612751,Brooklyn Nets,40,27,13,0.675,43.6,17.3,12.2,9.7,41.3,14.0,16.1,8.8,41.9,3,1,3,3,10,6,18,8,15,10,24,21,17,BROOKLYN NETS
1610612766,Charlotte Hornets,31,18,13,0.581,46.7,17.4,14.3,17.4,38.4,12.5,11.6,6.7,33.0,23,11,3,6,24,4,10,1,20,6,14,10,3,CHARLOTTE HORNETS
1610612741,Chicago Bulls,35,14,21,0.4,43.4,15.0,14.6,8.0,39.7,16.7,10.1,8.4,36.9,15,24,24,26,17,16,7,13,18,22,8,20,7,CHICAGO BULLS
1610612739,Cleveland Cavaliers,26,11,15,0.423,47.3,18.2,8.0,4.0,42.7,16.0,14.2,12.4,47.1,29,27,10,24,22,3,28,25,12,18,20,29,26,CLEVELAND CAVALIERS
1610612742,Dallas Mavericks,33,18,15,0.545,47.1,9.3,12.1,1.9,38.1,13.0,17.2,14.0,41.9,20,11,10,10,25,30,20,30,22,8,28,30,16,DALLAS MAVERICKS
1610612743,Denver Nuggets,31,18,13,0.581,47.6,16.8,11.5,5.9,48.7,13.8,9.2,9.5,42.1,23,11,3,6,9,8,22,18,1,9,3,25,18,DENVER NUGGETS
1610612765,Detroit Pistons,32,7,25,0.219,47.3,12.4,16.7,5.8,45.7,17.4,15.9,8.9,42.6,21,29,28,30,18,25,3,19,7,24,23,22,21,DETROIT PISTONS
1610612744,Golden State Warriors,32,16,16,0.5,46.6,14.5,16.6,2.1,47.3,16.2,16.6,7.5,40.7,21,20,13,14,21,17,4,29,3,19,26,14,14,GOLDEN STATE WARRIORS
