player_id,player,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,e_off_rating,off_rating,sp_work_off_rating,e_def_rating,def_rating,sp_work_def_rating,e_net_rating,net_rating,sp_work_net_rating,ast_pct,ast_to,ast_ratio,oreb_pct,dreb_pct,reb_pct,tm_tov_pct,e_tov_pct,efg_pct,ts_pct,usg_pct,e_usg_pct,e_pace,pace,pace_per40,sp_work_pace,pie,poss,fgm,fga,fgm_pg,fga_pg,fg_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,e_off_rating_rank,off_rating_rank,sp_work_off_rating_rank,e_def_rating_rank,def_rating_rank,sp_work_def_rating_rank,e_net_rating_rank,net_rating_rank,sp_work_net_rating_rank,ast_pct_rank,ast_to_rank,ast_ratio_rank,oreb_pct_rank,dreb_pct_rank,reb_pct_rank,tm_tov_pct_rank,e_tov_pct_rank,efg_pct_rank,ts_pct_rank,usg_pct_rank,e_usg_pct_rank,e_pace_rank,pace_rank,sp_work_pace_rank,pie_rank,fgm_rank,fga_rank,fgm_pg_rank,fga_pg_rank,fg_pct_rank,team
1629599,Amir Coffey,Amir,1610612746,LAC,27.0,70,46,24,0.657,20.9,114.8,114.6,114.6,117.4,118.0,118.0,-2.6,-3.4,-3.4,0.068,2.3,15.5,0.02,0.08,0.051,6.7,6.7,0.571,0.604,0.119,0.123,100.91,100.74,83.95,100.74,0.059,3071,166,352,2.4,5.0,0.472,128,52,282,92,235,150,164,164,495,502,502,324,345,345,474,191,349,424,485,481,96,94,160,138,504,500,288,285,285,461,232,240,291,290,215,LAC
1630538,Bones Hyland,Bones,1610612746,LAC,23.0,37,20,17,0.541,14.6,105.9,105.5,105.5,111.5,111.5,111.5,-5.6,-6.0,-6.0,0.269,2.11,23.3,0.009,0.088,0.049,11.0,11.1,0.474,0.49,0.241,0.247,99.62,99.78,83.15,99.78,0.081,1124,97,251,2.6,6.8,0.386,368,297,199,275,344,437,437,437,253,237,237,384,389,389,56,221,143,533,445,492,413,420,457,471,76,78,379,368,368,300,308,280,258,215,472,LAC
1630527,Brandon Boston,Brandon,1610612746,LAC,22.0,32,17,15,0.531,10.8,104.0,102.4,102.4,116.4,118.0,118.0,-12.5,-15.7,-15.7,0.06,0.54,6.1,0.05,0.093,0.071,11.2,11.3,0.447,0.476,0.24,0.246,100.32,100.4,83.67,100.4,0.046,723,65,161,2.0,5.0,0.404,385,331,168,285,429,474,489,489,468,501,501,508,532,532,502,531,544,204,426,337,426,427,488,486,78,79,324,317,317,502,359,341,323,289,437,LAC
1628464,Daniel Theis,Daniel,1610612746,LAC,32.0,60,38,22,0.633,16.9,115.2,115.6,115.6,111.8,113.2,113.2,3.3,2.4,2.4,0.081,1.45,14.6,0.084,0.15,0.117,10.0,10.0,0.577,0.597,0.15,0.153,100.63,99.85,83.21,99.85,0.084,2116,156,293,2.6,4.9,0.532,215,124,262,117,297,134,134,134,269,312,312,166,190,190,414,389,379,90,169,123,348,349,142,164,367,373,308,361,361,280,243,266,261,298,100,LAC
1627826,Ivica Zubac,Ivica,1610612746,LAC,27.0,68,42,26,0.618,26.4,115.7,117.1,117.1,110.8,112.4,112.4,4.9,4.7,4.7,0.075,1.18,12.1,0.117,0.235,0.179,10.3,10.3,0.649,0.671,0.165,0.166,98.14,96.89,80.74,96.89,0.125,3628,337,519,5.0,7.6,0.649,148,88,332,142,160,115,92,92,215,279,279,128,128,128,444,451,447,25,32,21,367,373,32,34,292,308,502,552,552,85,115,170,120,191,23,LAC
201935,James Harden,James,1610612746,LAC,34.0,72,46,26,0.639,34.3,118.9,120.9,120.9,113.4,115.2,115.2,5.5,5.6,5.6,0.338,3.32,35.1,0.015,0.134,0.077,10.6,10.4,0.541,0.612,0.202,0.208,98.46,96.87,80.72,96.87,0.131,4988,352,822,4.9,11.4,0.428,108,52,332,107,32,41,25,25,335,418,418,113,107,107,14,52,27,486,216,295,385,378,255,115,156,153,481,553,553,69,107,86,125,102,383,LAC
1641757,Jordan Miller,Jordan,1610612746,LAC,24.0,8,5,3,0.625,3.5,102.0,95.2,95.2,116.8,119.7,119.7,-14.9,-24.4,-24.4,0.0,0.0,0.0,0.103,0.057,0.078,9.1,9.2,0.611,0.658,0.153,0.163,103.28,105.56,87.97,105.56,0.084,63,5,9,0.6,1.1,0.556,510,466,39,128,542,502,527,527,482,534,534,530,551,551,553,541,553,48,534,287,264,274,68,46,357,331,101,50,50,276,521,535,514,535,79,LAC
1630563,Joshua Primo,Joshua,1610612746,LAC,21.0,2,2,0,1.0,5.1,96.7,91.7,91.7,89.3,104.5,104.5,7.4,-12.9,-12.9,0.0,0.0,0.0,0.111,0.0,0.042,57.1,57.1,0.333,0.333,0.259,0.283,113.42,107.53,89.61,107.53,-0.076,24,1,3,0.5,1.5,0.333,555,511,1,1,515,527,539,539,11,62,62,82,507,507,553,541,553,33,557,530,572,572,539,545,49,34,4,34,34,569,550,558,528,519,521,LAC
202695,Kawhi Leonard,Kawhi,1610612746,LAC,33.0,68,44,24,0.647,34.3,117.9,119.3,119.3,109.4,111.1,111.1,8.4,8.2,8.2,0.165,2.05,14.9,0.039,0.138,0.091,7.3,7.2,0.585,0.626,0.261,0.267,99.12,97.77,81.47,97.77,0.154,4747,610,1162,9.0,17.1,0.525,148,72,282,103,33,60,54,54,144,219,219,66,68,68,172,228,369,263,203,212,125,121,113,84,46,48,436,517,517,26,22,32,17,34,109,LAC
1641738,Kobe Brown,Kobe,1610612746,LAC,24.0,44,27,17,0.614,9.0,107.8,105.7,105.7,114.6,116.2,116.2,-6.8,-10.5,-10.5,0.085,2.78,20.0,0.046,0.105,0.075,7.2,7.2,0.489,0.49,0.104,0.108,100.22,100.45,83.71,100.45,0.043,822,37,90,0.8,2.0,0.411,326,231,199,155,463,391,432,432,398,458,458,407,475,475,392,105,211,221,362,316,119,120,427,472,541,536,332,310,310,513,405,403,490,489,424,LAC
