player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,def_rating,dreb,dreb_pct,pct_dreb,stl,pct_stl,blk,pct_blk,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,def_ws,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,def_rating_rank,dreb_rank,dreb_pct_rank,pct_dreb_rank,stl_rank,pct_stl_rank,blk_rank,pct_blk_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,def_ws_rank,team
1641710,Anthony Black,Anthony,1610612753,ORL,20.0,2,2,0,1.0,10.766666666666667,133.3,1,0.143,0.2,1,1.0,0,0.0,10,0,4,14,-0.4,192,101,1,1,190,207,185,83,92,135,1,142,142,54,1,27,37,44,ORL
1631216,Caleb Houstan,Caleb,1610612753,ORL,21.0,3,2,1,0.667,14.0,129.6,1,0.111,0.143,0,0.0,0,0.0,12,0,6,18,-0.49,171,101,7,26,178,205,185,125,149,162,162,142,142,62,1,45,45,49,ORL
1629643,Chuma Okeke,Chuma,1610612753,ORL,25.0,2,2,0,1.0,9.75,147.4,0,0.0,0.0,0,0.0,0,0.0,10,0,4,14,-0.44,192,101,1,1,193,209,203,203,203,162,162,142,142,54,1,27,37,45,ORL
1630175,Cole Anthony,Cole,1610612753,ORL,24.0,7,3,4,0.429,102.91333333333333,94.0,13,0.123,0.173,4,0.235,1,0.091,33,25,22,82,-1.69,80,86,84,94,125,35,107,105,116,86,62,104,118,95,91,86,88,80,ORL
1630532,Franz Wagner,Franz,1610612753,ORL,22.0,7,3,4,0.429,259.4,98.5,38,0.145,0.216,5,0.114,9,0.273,74,59,72,262,-5.06,80,86,84,94,53,48,46,77,86,70,141,25,52,159,146,163,166,139,ORL
203914,Gary Harris,Gary,1610612753,ORL,29.0,6,2,4,0.333,158.85833333333332,98.5,7,0.044,0.065,7,0.241,3,0.176,48,33,57,174,-3.16,95,101,84,113,89,47,138,199,198,49,58,68,87,126,113,143,139,102,ORL
1629048,Goga Bitadze,Goga,1610612753,ORL,24.0,2,2,0,1.0,9.75,147.4,2,0.4,0.5,0,0.0,0,0.0,10,0,4,14,-0.44,192,101,1,1,193,209,174,7,5,162,162,142,142,54,1,27,37,45,ORL
1630591,Jalen Suggs,Jalen,1610612753,ORL,23.0,7,3,4,0.429,232.10333333333327,99.4,25,0.109,0.162,9,0.214,3,0.111,68,44,70,248,-4.68,80,86,84,94,56,54,68,132,128,39,75,68,114,153,127,161,164,133,ORL
1641724,Jett Howard,Jett,1610612753,ORL,20.0,2,2,0,1.0,9.75,147.4,1,0.2,0.25,0,0.0,0,0.0,10,0,4,14,-0.44,192,101,1,1,193,209,185,32,59,162,162,142,142,54,1,27,37,45,ORL
204060,Joe Ingles,Joe,1610612753,ORL,36.0,7,3,4,0.429,67.52333333333333,97.7,11,0.162,0.212,3,0.3,0,0.0,12,11,23,62,-1.25,80,86,84,94,134,44,121,64,90,99,37,142,142,62,64,87,78,66,ORL
1628371,Jonathan Isaac,Jonathan,1610612753,ORL,26.0,7,3,4,0.429,147.28333333333333,98.7,24,0.167,0.258,5,0.2,9,0.5,49,29,40,130,-2.96,80,86,84,94,97,50,70,58,55,70,80,25,15,130,102,121,119,97,ORL
1628365,Markelle Fultz,Markelle,1610612753,ORL,26.0,7,3,4,0.429,105.56666666666666,90.0,7,0.064,0.085,3,0.167,0,0.0,29,16,18,88,-1.54,80,86,84,94,121,31,138,192,197,99,113,142,142,89,79,76,93,77,ORL
1629021,Moritz Wagner,Moritz,1610612753,ORL,27.0,7,3,4,0.429,105.135,87.6,20,0.187,0.263,6,0.3,3,0.273,40,25,17,78,-1.39,80,86,84,94,122,25,83,45,51,58,37,68,52,107,91,73,87,70,ORL
1631094,Paolo Banchero,Paolo,1610612753,ORL,21.0,7,3,4,0.429,262.2,99.1,46,0.174,0.26,8,0.178,4,0.129,75,53,82,278,-5.18,80,86,84,94,52,53,35,55,54,44,106,58,110,162,140,172,168,143,ORL
1628976,Wendell Carter Jr.,Wendell,1610612753,ORL,25.0,7,3,4,0.429,185.0,100.5,35,0.184,0.252,5,0.185,4,0.235,40,35,67,214,-3.81,80,86,84,94,73,58,50,47,58,70,100,58,65,107,115,156,156,119,ORL
