player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,tov,stl,blk,blka,pf,pfd,pts,plus_minus,nba_fantasy_pts,dd2,td3,wnba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,fgm_rank,fga_rank,fg_pct_rank,fg3m_rank,fg3a_rank,fg3_pct_rank,ftm_rank,fta_rank,ft_pct_rank,oreb_rank,dreb_rank,reb_rank,ast_rank,tov_rank,stl_rank,blk_rank,blka_rank,pf_rank,pfd_rank,pts_rank,plus_minus_rank,nba_fantasy_pts_rank,dd2_rank,td3_rank,wnba_fantasy_pts_rank,team
1629599,Amir Coffey,Amir,1610612746,LAC,24.0,44,32,12,0.727,9.0,1.0,2.3,0.437,0.5,1.3,0.411,0.6,0.9,0.711,0.2,0.8,1.0,0.5,0.3,0.2,0.0,0.2,0.7,0.5,3.2,-0.6,5.5,0,0,5.7,290,115,405,30,456,458,464,294,337,380,65,364,360,366,460,483,483,444,455,454,495,432,479,438,437,283,477,245,29,468,LAC
1630187,Daniel Oturu,Daniel,1610612746,LAC,21.0,30,21,9,0.7,5.4,0.7,1.7,0.423,0.0,0.2,0.2,0.3,0.4,0.75,0.7,0.9,1.6,0.3,0.3,0.1,0.2,0.4,0.8,0.3,1.8,0.3,5.0,1,0,4.5,385,264,441,54,500,488,494,342,468,489,443,466,474,297,228,471,431,487,472,485,320,199,459,500,498,204,484,178,29,490,LAC
202326,DeMarcus Cousins,DeMarcus,1610612746,LAC,30.0,41,22,19,0.537,17.4,3.2,7.4,0.426,1.1,3.3,0.348,1.4,2.0,0.728,1.3,5.1,6.4,1.9,1.6,0.8,0.6,0.5,2.6,2.2,8.9,-1.5,22.1,7,0,21.2,310,252,306,215,317,234,210,330,194,194,236,181,174,340,103,54,68,202,120,142,129,142,55,118,215,350,167,70,29,174,LAC
1627826,Ivica Zubac,Ivica,1610612746,LAC,24.0,72,47,25,0.653,22.3,3.6,5.5,0.652,0.0,0.1,0.25,1.9,2.4,0.789,2.6,4.6,7.2,1.3,1.1,0.3,0.9,0.7,2.6,2.3,9.0,2.5,22.0,13,0,19.9,1,11,201,104,220,193,301,16,478,509,410,121,121,239,17,74,42,296,191,396,73,94,57,110,211,80,170,35,29,192,LAC
1630206,Jay Scrubb,Jay,1610612746,LAC,20.0,4,2,2,0.5,21.0,3.5,9.0,0.389,0.5,2.3,0.222,1.3,1.3,1.0,0.5,3.0,3.5,0.3,1.8,1.0,0.0,1.0,1.3,1.5,8.8,0.5,14.6,0,0,15.0,519,501,515,251,246,197,159,433,342,279,435,207,276,1,303,204,233,496,92,87,495,28,371,208,218,187,315,245,29,291,LAC
202695,Kawhi Leonard,Kawhi,1610612746,LAC,30.0,52,36,16,0.692,34.1,8.9,17.5,0.512,1.9,4.9,0.398,5.0,5.7,0.885,1.1,5.4,6.5,5.2,2.0,1.6,0.4,0.5,1.6,4.5,24.8,8.6,44.2,9,0,42.4,215,82,360,64,26,19,27,102,87,106,107,20,24,67,134,47,67,47,66,12,197,139,296,30,18,5,18,61,29,20,LAC
1628379,Luke Kennard,Luke,1610612746,LAC,25.0,63,44,19,0.698,19.6,3.1,6.6,0.476,1.6,3.6,0.446,0.4,0.5,0.839,0.2,2.3,2.6,1.7,0.8,0.4,0.1,0.2,1.4,0.6,8.3,-0.4,14.6,1,0,15.1,99,25,306,60,271,239,245,180,135,179,25,435,458,142,450,295,335,236,322,386,402,410,328,429,235,268,316,178,29,289,LAC
1630238,Malik Fitts,Malik,1610612746,LAC,23.0,3,3,0,1.0,3.6,0.3,1.0,0.333,0.3,0.7,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3,1.0,0.0,1.0,-2.0,2.2,0,0,2.3,527,482,536,1,526,517,522,494,381,426,5,521,523,521,518,456,483,531,530,511,495,267,419,527,520,395,526,245,29,525,LAC
202694,Marcus Morris Sr.,Marcus,1610612746,LAC,31.0,57,38,19,0.667,26.3,4.8,10.2,0.473,2.5,5.2,0.473,1.3,1.6,0.82,0.6,3.5,4.1,1.0,1.0,0.6,0.3,0.2,2.1,1.4,13.4,2.3,21.5,0,0,22.7,172,65,306,79,156,115,117,188,44,89,13,204,228,169,260,160,183,339,227,265,298,407,155,233,115,86,183,245,29,150,LAC
201587,Nicolas Batum,Nicolas,1610612746,LAC,32.0,67,44,23,0.657,27.4,2.9,6.1,0.464,1.6,4.1,0.404,0.7,0.9,0.828,0.7,4.0,4.7,2.2,0.8,1.0,0.6,0.1,1.5,1.0,8.1,5.1,21.0,1,0,19.8,58,25,233,97,140,260,266,213,129,148,85,337,359,158,218,120,142,163,310,80,137,477,313,307,241,23,190,178,29,198,LAC
