season,team_id,team,team_name,game_id,game_date,matchup,wl,min,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,tov,stl,blk,blka,pf,pfd,pts,plus_minus,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,fgm_rank,fga_rank,fg_pct_rank,fg3m_rank,fg3a_rank,fg3_pct_rank,ftm_rank,fta_rank,ft_pct_rank,oreb_rank,dreb_rank,reb_rank,ast_rank,tov_rank,stl_rank,blk_rank,blka_rank,pf_rank,pfd_rank,pts_rank,plus_minus_rank,available_flag,season_start,season_end,is_home,home,away,MON
2018-19,1610612766,CHA,Charlotte Hornets,21801222,2019-04-10,CHA vs. ORL,L,48.0,41,78,0.526,8,29,0.276,24,27,0.889,4,28,32,21,8.0,3,4,2,14,19,114,-8.0,1,1231,1231,1231,135,1130,2303,300,1907,1510,2022,331,661,257,2360,2150,2400,1752,96,2301,1329,146,80,1522,959,1711,1,2018,2019,True,CHA,ORL,APR
2018-19,1610612766,CHA,Charlotte Hornets,21801209,2019-04-09,CHA @ CLE,W,48.0,45,78,0.577,22,44,0.5,12,17,0.706,5,32,37,35,10.0,8,7,2,13,18,124,27.0,1,1,1,1,135,478,2303,43,11,123,101,1967,1894,1796,2251,1616,2159,53,290,870,371,146,40,1725,360,79,1,2018,2019,False,CLE,CHA,APR
2018-19,1610612766,CHA,Charlotte Hornets,21801198,2019-04-07,CHA @ DET,W,48.0,38,88,0.432,10,31,0.323,18,23,0.783,8,36,44,23,7.0,5,3,7,13,18,104,13.0,1,1,1,1,135,1678,1301,1729,1372,1256,1563,1059,1111,1117,1623,921,1283,1394,35,1855,1731,1859,40,1725,1729,418,1,2018,2019,False,DET,CHA,APR
2018-19,1610612766,CHA,Charlotte Hornets,21801180,2019-04-05,CHA vs. TOR,W,48.0,44,94,0.468,13,39,0.333,12,14,0.857,8,32,40,28,7.0,6,2,5,17,17,113,2.0,1,1,1,1,135,610,515,1077,646,368,1396,1967,2157,451,1623,1616,1847,535,35,1543,2069,1133,376,1928,1031,1103,1,2018,2019,True,CHA,TOR,APR
2018-19,1610612766,CHA,Charlotte Hornets,21801171,2019-04-03,CHA @ NOP,W,48.0,38,90,0.422,12,34,0.353,27,32,0.844,11,37,48,19,11.0,13,5,4,15,27,115,6.0,1,1,1,1,135,1678,1047,1884,864,839,1212,146,268,574,868,752,771,2083,444,76,917,731,151,171,881,831,1,2018,2019,False,NOP,CHA,APR
2018-19,1610612766,CHA,Charlotte Hornets,21801159,2019-04-01,CHA @ UTA,L,48.0,36,90,0.4,7,30,0.233,23,29,0.793,10,34,44,15,11.0,12,2,3,20,25,102,-9.0,1,1231,1231,1231,135,2005,1047,2152,2102,1381,2270,421,465,1005,1108,1276,1283,2392,444,149,2069,393,940,363,1857,1788,1,2018,2019,False,UTA,CHA,APR
2018-19,1610612766,CHA,Charlotte Hornets,21801150,2019-03-31,CHA @ GSW,L,48.0,30,85,0.353,8,32,0.25,22,25,0.88,7,21,28,24,11.0,8,4,10,11,19,90,-47.0,1,1231,1231,1231,135,2420,1733,2421,1907,1124,2175,510,868,311,1881,2449,2450,1208,444,870,1329,2350,11,1522,2333,2458,1,2018,2019,False,GSW,CHA,MAR
2018-19,1610612766,CHA,Charlotte Hornets,21801135,2019-03-29,CHA @ LAL,L,48.0,42,88,0.477,15,39,0.385,16,17,0.941,8,29,37,26,13.0,8,2,2,14,17,115,-14.0,1,1231,1231,1231,135,929,1301,892,336,368,853,1367,1894,82,1623,2035,2159,858,890,870,2069,146,80,1928,881,2044,1,2018,2019,False,LAL,CHA,MAR
2018-19,1610612766,CHA,Charlotte Hornets,21801107,2019-03-26,CHA vs. SAS,W,53.0,46,100,0.46,13,42,0.31,20,28,0.714,5,40,45,30,6.0,9,5,5,18,21,125,9.0,1,1,1,1,21,360,153,1226,646,189,1729,752,571,1707,2251,366,1165,308,18,615,917,1133,534,1044,315,597,1,2018,2019,True,CHA,SAS,MAR
2018-19,1610612766,CHA,Charlotte Hornets,21801098,2019-03-24,CHA @ TOR,W,48.0,41,93,0.441,18,41,0.439,15,17,0.882,14,25,39,32,8.0,12,3,11,17,17,115,1.0,1,1,1,1,135,1130,626,1587,106,237,385,1513,1894,298,356,2370,1966,175,96,149,1731,2409,376,1928,881,1176,1,2018,2019,False,TOR,CHA,MAR
2018-19,1610612766,CHA,Charlotte Hornets,21801087,2019-03-23,CHA vs. BOS,W,48.0,42,95,0.442,18,38,0.474,22,28,0.786,14,39,53,26,11.0,7,5,8,15,23,124,7.0,1,1,1,1,135,929,432,1558,106,448,218,510,571,1085,356,482,267,858,444,1203,917,2091,151,640,360,751,1,2018,2019,True,CHA,BOS,MAR
2018-19,1610612766,CHA,Charlotte Hornets,21801074,2019-03-21,CHA vs. MIN,W,48.0,43,100,0.43,9,29,0.31,18,24,0.75,15,40,55,26,10.0,5,6,7,24,21,113,7.0,1,1,1,1,135,760,153,1782,1643,1510,1708,1059,975,1379,239,366,155,858,290,1855,603,1859,1822,1044,1031,751,1,2018,2019,True,CHA,MIN,MAR
2018-19,1610612766,CHA,Charlotte Hornets,21801059,2019-03-19,CHA vs. PHI,L,48.0,36,83,0.434,9,35,0.257,33,44,0.75,10,36,46,16,9.0,3,2,4,22,27,114,-4.0,1,1231,1231,1231,135,2005,1955,1697,1643,728,2157,21,13,1379,1108,921,1019,2339,176,2301,2069,731,1418,171,959,1423,1,2018,2019,True,CHA,PHI,MAR
2018-19,1610612766,CHA,Charlotte Hornets,21801045,2019-03-17,CHA @ MIA,L,48.0,26,83,0.313,7,36,0.194,16,18,0.889,11,33,44,11,13.0,6,5,7,19,21,75,-18.0,1,1231,1231,1231,135,2456,1955,2454,2102,626,2383,1367,1774,257,868,1450,1283,2452,890,1543,917,1859,737,1044,2457,2188,2,2018,2019,False,MIA,CHA,MAR
