player_id,player,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,tov,stl,blk,blka,pf,pfd,pts,plus_minus,nba_fantasy_pts,dd2,td3,wnba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,fgm_rank,fga_rank,fg_pct_rank,fg3m_rank,fg3a_rank,fg3_pct_rank,ftm_rank,fta_rank,ft_pct_rank,oreb_rank,dreb_rank,reb_rank,ast_rank,tov_rank,stl_rank,blk_rank,blka_rank,pf_rank,pfd_rank,pts_rank,plus_minus_rank,nba_fantasy_pts_rank,dd2_rank,td3_rank,wnba_fantasy_pts_rank,team
203932,Aaron Gordon,Aaron,1610612753,ORL,23.0,78,40,38,0.513,33.8,6.0,13.4,0.449,1.6,4.4,0.349,2.4,3.2,0.731,1.7,5.7,7.4,3.7,2.1,0.7,0.7,0.7,2.2,3.4,16.0,1.4,32.6,19,0,31.5,68,113,94,245,28,61,57,229,101,96,199,83,74,295,61,50,49,73,58,172,80,98,155,54,68,128,58,34,38,55,ORL
1628518,Amile Jefferson,Amile,1610612753,ORL,26.0,12,9,3,0.75,5.7,0.8,1.3,0.625,0.0,0.0,0.0,0.6,0.7,0.875,0.5,1.3,1.8,0.3,0.1,0.3,0.3,0.1,0.7,0.3,2.3,1.1,6.1,0,0,5.3,454,413,473,29,492,483,505,17,454,495,454,371,405,45,307,426,406,497,505,436,284,471,471,481,476,143,464,261,38,473,ORL
201571,D.J. Augustin,D.J.,1610612753,ORL,31.0,81,42,39,0.519,28.0,3.9,8.4,0.47,1.6,3.8,0.421,2.2,2.6,0.866,0.5,2.0,2.5,5.3,1.6,0.6,0.0,0.5,1.4,2.5,11.7,2.1,23.1,4,0,22.5,22,95,78,237,109,160,166,177,89,125,40,94,117,56,306,321,324,36,104,213,457,149,353,96,133,90,149,111,38,141,ORL
203095,Evan Fournier,Evan,1610612753,ORL,26.0,81,42,39,0.519,31.5,5.8,13.2,0.438,1.9,5.6,0.34,1.7,2.1,0.806,0.5,2.7,3.2,3.6,1.9,0.9,0.1,0.6,2.8,2.1,15.1,1.2,25.6,1,0,25.9,22,95,78,237,60,75,61,269,65,50,229,148,160,158,331,224,255,77,67,119,370,127,44,143,81,136,123,189,38,110,ORL
1628515,Isaiah Briscoe,Isaiah,1610612753,ORL,23.0,39,17,22,0.436,14.3,1.4,3.5,0.399,0.3,0.9,0.324,0.4,0.7,0.577,0.1,1.8,1.9,2.2,0.8,0.3,0.1,0.2,1.7,1.3,3.5,0.5,9.3,0,0,8.6,354,328,302,346,355,417,395,413,384,394,294,427,405,455,479,358,391,156,294,418,455,391,287,239,431,187,403,261,38,407,ORL
1626185,Jarell Martin,Jarell,1610612753,ORL,25.0,42,20,22,0.476,7.8,1.0,2.5,0.413,0.5,1.4,0.351,0.2,0.3,0.818,0.3,1.5,1.7,0.4,0.3,0.1,0.2,0.1,1.2,0.4,2.7,0.7,6.0,0,0,5.9,341,294,302,290,465,457,465,354,329,347,195,476,488,133,420,393,410,473,479,496,336,422,394,465,457,168,467,261,38,464,ORL
1626170,Jerian Grant,Jerian,1610612753,ORL,26.0,60,28,32,0.467,15.6,1.5,3.7,0.418,0.7,1.8,0.364,0.4,0.7,0.65,0.3,1.3,1.6,2.6,0.9,0.7,0.1,0.1,1.3,1.0,4.2,-2.5,11.7,0,0,10.7,232,219,160,305,328,402,392,340,285,303,149,411,405,398,395,416,420,126,270,170,420,431,384,316,393,425,352,261,38,365,ORL
1628371,Jonathan Isaac,Jonathan,1610612753,ORL,21.0,75,37,38,0.493,26.6,3.5,8.1,0.429,1.1,3.5,0.323,1.5,1.8,0.815,1.3,4.2,5.5,1.1,1.0,0.8,1.3,0.4,1.9,1.8,9.6,0.1,23.1,3,0,21.5,98,139,94,273,144,186,174,298,154,142,297,173,192,142,98,93,89,323,221,154,24,233,228,188,182,216,151,131,38,158,ORL
203920,Khem Birch,Khem,1610612753,ORL,26.0,50,26,24,0.52,12.9,1.8,3.0,0.603,0.0,0.0,0.0,1.2,1.7,0.699,1.6,2.2,3.8,0.8,0.4,0.4,0.6,0.2,1.4,1.3,4.8,0.9,12.9,1,0,11.2,294,244,277,235,388,361,429,29,454,493,454,215,213,350,68,286,202,393,435,371,114,336,348,238,369,157,320,189,38,350,ORL
1628365,Markelle Fultz,Markelle,1610612753,ORL,21.0,19,12,7,0.632,22.5,3.4,8.2,0.419,0.2,0.7,0.286,1.1,1.9,0.568,1.4,2.3,3.7,3.1,1.3,0.9,0.3,0.9,2.7,1.5,8.2,-0.4,19.4,0,0,17.5,424,387,439,119,209,190,173,331,400,406,370,227,179,459,93,274,214,100,158,112,275,50,53,214,223,260,195,261,38,209,ORL
1628982,Melvin Frazier Jr.,Melvin,1610612753,ORL,22.0,10,8,2,0.8,4.4,0.7,2.1,0.333,0.0,0.6,0.0,0.1,0.4,0.25,0.3,0.2,0.5,0.1,0.1,0.1,0.0,0.0,0.6,0.4,1.5,-0.9,2.5,0,0,2.3,463,424,484,18,508,488,477,478,454,422,454,494,467,496,400,517,508,504,500,488,473,493,478,466,499,300,516,261,38,517,ORL
203487,Michael Carter-Williams,Michael,1610612753,ORL,27.0,28,17,11,0.607,13.3,1.6,4.4,0.374,0.4,1.4,0.263,1.1,1.9,0.604,0.7,1.8,2.5,2.5,0.7,0.7,0.5,0.3,1.7,2.0,4.8,0.1,14.6,0,0,12.6,393,328,407,147,379,386,351,451,360,347,392,221,184,437,246,347,325,133,325,179,126,286,276,157,370,215,286,261,38,315,ORL
1628964,Mo Bamba,Mo,1610612753,ORL,21.0,47,19,28,0.404,16.3,2.5,5.2,0.481,0.4,1.5,0.3,0.8,1.3,0.587,1.4,3.6,5.0,0.8,0.9,0.3,1.4,0.3,2.2,1.3,6.2,-5.1,17.4,1,0,15.7,310,307,220,373,315,289,306,152,337,336,348,316,254,450,96,135,119,378,244,422,19,266,159,237,306,506,223,189,38,241,ORL
202696,Nikola Vučević,Nikola,1610612753,ORL,28.0,80,41,39,0.513,31.4,8.8,16.9,0.518,1.1,2.9,0.364,2.2,2.8,0.789,2.8,9.2,12.0,3.8,2.0,1.0,1.1,0.8,2.0,2.7,20.8,2.7,45.4,60,1,42.0,42,103,78,246,63,15,26,90,180,186,149,93,100,194,17,7,8,70,61,82,30,75,211,86,29,64,11,3,16,18,ORL
203082,Terrence Ross,Terrence,1610612753,ORL,28.0,81,42,39,0.519,26.5,5.4,12.7,0.428,2.7,7.0,0.383,1.6,1.8,0.875,0.3,3.1,3.5,1.7,1.1,0.9,0.4,0.3,1.5,1.2,15.1,0.1,24.4,0,0,25.4,22,95,78,237,147,90,68,301,12,16,95,164,195,45,381,182,237,214,197,117,219,283,337,262,82,222,133,261,38,118,ORL
1628505,Troy Caupain,Troy,1610612753,ORL,23.0,4,3,1,0.75,3.9,1.0,2.0,0.5,0.5,0.8,0.667,0.0,0.0,0.0,0.3,0.5,0.8,1.0,0.0,0.3,0.0,0.0,0.0,0.0,2.5,2.0,5.7,0,0,5.3,493,472,493,29,513,458,479,107,318,403,5,497,504,497,424,492,489,330,507,436,473,493,512,513,466,94,470,261,38,473,ORL
1628411,Wes Iwundu,Wes,1610612753,ORL,24.0,68,36,32,0.529,18.1,1.7,4.0,0.412,0.4,1.2,0.367,1.2,1.5,0.816,0.5,2.2,2.7,1.1,0.6,0.4,0.3,0.4,1.8,1.1,5.0,0.5,11.4,0,0,10.7,165,146,160,230,284,383,374,361,345,370,135,197,229,141,294,296,303,319,347,335,244,236,248,286,360,189,360,261,38,366,ORL
