player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,pct_fga_2pt,pct_fga_3pt,pct_pts_2pt,pct_pts_2pt_mr,pct_pts_3pt,pct_pts_fb,pct_pts_ft,pct_pts_off_tov,pct_pts_paint,pct_ast_2pm,pct_uast_2pm,pct_ast_3pm,pct_uast_3pm,pct_ast_fgm,pct_uast_fgm,fgm,fga,fg_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pct_fga_2pt_rank,pct_fga_3pt_rank,pct_pts_2pt_rank,pct_pts_2pt_mr_rank,pct_pts_3pt_rank,pct_pts_fb_rank,pct_pts_ft_rank,pct_pts_off_tov_rank,pct_pts_paint_rank,pct_ast_2pm_rank,pct_uast_2pm_rank,pct_ast_3pm_rank,pct_uast_3pm_rank,pct_ast_fgm_rank,pct_uast_fgm_rank,fgm_rank,fga_rank,fg_pct_rank,team
203932,Aaron Gordon,Aaron,1610612753,ORL,23.0,78,40,38,0.513,33.8,0.668,0.332,0.56,0.093,0.291,0.12,0.149,0.137,0.467,0.504,0.496,0.843,0.157,0.591,0.409,470,1046,0.449,68,113,426,245,28,225,302,227,200,288,257,238,310,222,311,204,319,135,341,178,51,46,229,ORL
1628518,Amile Jefferson,Amile,1610612753,ORL,26.0,12,9,3,0.75,5.7,1.0,0.0,0.741,0.0,0.0,0.148,0.259,0.222,0.741,0.7,0.3,0.0,0.0,0.7,0.3,10,16,0.625,454,413,48,29,492,1,495,97,461,454,162,27,48,58,151,362,451,316,233,285,465,483,17,ORL
201571,D.J. Augustin,D.J.,1610612753,ORL,31.0,81,42,39,0.519,28.0,0.541,0.459,0.395,0.07,0.415,0.112,0.19,0.141,0.325,0.182,0.818,0.641,0.359,0.371,0.629,318,677,0.47,22,95,438,237,109,344,183,402,264,168,280,124,282,378,490,24,406,48,465,54,110,116,177,ORL
203095,Evan Fournier,Evan,1610612753,ORL,26.0,81,42,39,0.519,31.5,0.579,0.421,0.514,0.127,0.374,0.113,0.112,0.14,0.387,0.508,0.492,0.856,0.144,0.622,0.378,468,1069,0.438,22,95,438,237,60,305,222,278,128,206,278,350,290,306,308,207,308,146,322,197,53,42,269,ORL
1628515,Isaiah Briscoe,Isaiah,1610612753,ORL,23.0,39,17,22,0.436,14.3,0.754,0.246,0.647,0.147,0.243,0.125,0.11,0.096,0.5,0.205,0.795,0.909,0.091,0.345,0.655,55,138,0.399,354,328,217,346,355,134,393,140,94,330,229,357,461,183,483,32,259,191,476,43,378,370,413,ORL
1626185,Jarell Martin,Jarell,1610612753,ORL,25.0,42,20,22,0.476,7.8,0.452,0.548,0.4,0.122,0.522,0.139,0.078,0.104,0.278,0.696,0.304,1.0,0.0,0.837,0.163,43,104,0.413,341,294,217,290,465,423,104,393,138,81,188,442,438,419,158,357,1,316,83,436,398,396,354,ORL
1626170,Jerian Grant,Jerian,1610612753,ORL,26.0,60,28,32,0.467,15.6,0.5,0.5,0.416,0.216,0.48,0.14,0.104,0.196,0.2,0.288,0.712,0.775,0.225,0.5,0.5,92,220,0.418,232,219,352,305,328,377,142,379,35,115,185,379,86,467,446,69,353,101,400,111,326,319,340,ORL
1628371,Jonathan Isaac,Jonathan,1610612753,ORL,21.0,75,37,38,0.493,26.6,0.565,0.435,0.489,0.1,0.358,0.126,0.153,0.172,0.389,0.653,0.347,0.988,0.012,0.763,0.237,262,611,0.429,98,139,426,273,144,323,204,307,182,223,225,220,149,302,197,318,145,309,163,356,145,135,298,ORL
203920,Khem Birch,Khem,1610612753,ORL,26.0,50,26,24,0.52,12.9,0.993,0.007,0.758,0.017,0.0,0.096,0.242,0.142,0.742,0.725,0.275,0.0,0.0,0.725,0.275,91,151,0.603,294,244,245,235,388,38,488,82,430,454,337,43,278,57,119,396,451,316,203,316,329,364,29,ORL
1628365,Markelle Fultz,Markelle,1610612753,ORL,21.0,19,12,7,0.632,22.5,0.91,0.09,0.787,0.129,0.077,0.168,0.136,0.11,0.658,0.279,0.721,0.5,0.5,0.292,0.708,65,155,0.419,424,387,85,119,209,82,445,68,124,416,118,282,426,99,450,64,436,16,492,27,362,361,331,ORL
1628982,Melvin Frazier Jr.,Melvin,1610612753,ORL,22.0,10,8,2,0.8,4.4,0.714,0.286,0.933,0.133,0.0,0.4,0.067,0.4,0.8,0.714,0.286,0.0,0.0,0.714,0.286,7,21,0.333,463,424,39,18,508,174,352,12,116,454,5,467,8,25,135,380,451,316,211,305,481,472,478,ORL
203487,Michael Carter-Williams,Michael,1610612753,ORL,27.0,28,17,11,0.607,13.3,0.691,0.309,0.537,0.0,0.224,0.104,0.239,0.097,0.537,0.25,0.75,0.8,0.2,0.37,0.63,46,123,0.374,393,328,111,147,379,200,327,254,461,351,303,46,457,154,465,47,337,112,466,53,392,379,451,ORL
