player_id,player,nickname,team_id,team,age,gp,w,l,w_pct,min,pct_fga_2pt,pct_fga_3pt,pct_pts_2pt,pct_pts_2pt_mr,pct_pts_3pt,pct_pts_fb,pct_pts_ft,pct_pts_off_tov,pct_pts_paint,pct_ast_2pm,pct_uast_2pm,pct_ast_3pm,pct_uast_3pm,pct_ast_fgm,pct_uast_fgm,fgm,fga,fg_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pct_fga_2pt_rank,pct_fga_3pt_rank,pct_pts_2pt_rank,pct_pts_2pt_mr_rank,pct_pts_3pt_rank,pct_pts_fb_rank,pct_pts_ft_rank,pct_pts_off_tov_rank,pct_pts_paint_rank,pct_ast_2pm_rank,pct_uast_2pm_rank,pct_ast_3pm_rank,pct_uast_3pm_rank,pct_ast_fgm_rank,pct_uast_fgm_rank,fgm_rank,fga_rank,fg_pct_rank
2738,Andre Iguodala,Andre,1610612744,GSW,34.0,4,3,1,0.75,1.7,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1,1,1.0,26,21,16,20,100,1,65,1,20,35,22,47,22,1,1,39,28,14,1,41,45,69,1
2561,David West,David,1610612744,GSW,37.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,105,100,16,100,133,78,65,55,20,35,22,47,22,46,35,39,28,14,52,41,66,99,66
203110,Draymond Green,Draymond,1610612744,GSW,28.0,7,4,3,0.571,3.1,0.8,0.2,0.6,0.0,0.3,0.0,0.1,0.3,0.6,0.333,0.667,1.0,0.0,0.5,0.5,4,5,0.8,8,9,104,37,41,40,59,25,20,28,22,44,8,18,26,25,1,14,36,25,9,32,19
1628395,Jordan Bell,Jordan,1610612744,GSW,23.0,1,0,1,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,105,100,16,100,106,78,65,55,20,35,22,47,22,46,35,39,28,14,52,41,66,99,66
201142,Kevin Durant,Kevin,1610612744,GSW,29.0,7,4,3,0.571,3.1,0.7,0.3,0.267,0.267,0.2,0.133,0.533,0.133,0.0,0.5,0.5,0.0,1.0,0.333,0.667,3,10,0.3,8,9,104,37,41,44,55,52,11,34,19,14,17,46,23,30,28,1,42,19,16,10,52
1626172,Kevon Looney,Kevon,1610612744,GSW,22.0,4,2,2,0.5,2.2,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,26,31,71,43,75,78,1,55,20,35,22,47,22,46,35,39,28,14,52,41,66,69,66
202691,Klay Thompson,Klay,1610612744,GSW,28.0,7,4,3,0.571,3.1,0.25,0.75,0.0,0.0,0.6,0.6,0.4,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,4,0.25,8,9,104,37,41,76,22,55,20,10,5,22,22,46,35,39,1,14,1,41,45,34,56
201156,Nick Young,Nick,1610612744,GSW,33.0,2,1,1,0.5,0.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,82,47,16,43,123,78,65,55,20,35,22,47,22,46,35,39,28,14,52,41,66,99,66
1626188,Quinn Cook,Quinn,1610612744,GSW,25.0,1,0,1,0.0,1.3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,105,100,16,100,109,78,1,55,20,35,22,47,22,46,35,39,28,14,52,41,66,69,66
2733,Shaun Livingston,Shaun,1610612744,GSW,32.0,4,2,2,0.5,1.3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1,1,1.0,26,31,71,43,107,1,65,1,20,35,22,47,22,1,1,39,28,14,1,41,45,69,1
201939,Stephen Curry,Stephen,1610612744,GSW,30.0,5,3,2,0.6,3.9,0.727,0.273,0.5,0.125,0.375,0.188,0.125,0.375,0.375,0.25,0.75,0.5,0.5,0.333,0.667,6,11,0.545,15,21,71,35,20,42,57,31,17,26,18,43,5,37,31,22,23,8,42,19,5,7,29
