group_set,player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,pct_fga_2pt,pct_fga_3pt,pct_pts_2pt,pct_pts_2pt_mr,pct_pts_3pt,pct_pts_fb,pct_pts_ft,pct_pts_off_tov,pct_pts_paint,pct_ast_2pm,pct_uast_2pm,pct_ast_3pm,pct_uast_3pm,pct_ast_fgm,pct_uast_fgm,fgm,fga,fg_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pct_fga_2pt_rank,pct_fga_3pt_rank,pct_pts_2pt_rank,pct_pts_2pt_mr_rank,pct_pts_3pt_rank,pct_pts_fb_rank,pct_pts_ft_rank,pct_pts_off_tov_rank,pct_pts_paint_rank,pct_ast_2pm_rank,pct_uast_2pm_rank,pct_ast_3pm_rank,pct_uast_3pm_rank,pct_ast_fgm_rank,pct_uast_fgm_rank,fgm_rank,fga_rank,fg_pct_rank,team
Players,203086,Meyers Leonard,Meyers,1610612757,POR,27.0,3,1,2,0.333,4.7,0.4,0.6,0.4,0.0,0.6,0.4,0.0,0.0,0.4,1.0,0.0,1.0,0.0,1.0,0.0,2,5,0.4,51,58,55,76,26,65,25,41,22,14,2,47,35,32,1,37,1,14,1,40,33,37,41,POR
Players,202323,Evan Turner,Evan,1610612757,POR,30.0,4,2,2,0.5,4.1,1.0,0.0,0.333,0.0,0.0,0.0,0.667,0.0,0.333,1.0,0.0,0.0,0.0,1.0,0.0,1,3,0.333,38,36,55,45,43,1,72,46,22,43,19,6,35,38,1,37,38,14,1,40,51,46,50,POR
Players,202683,Enes Freedom,Enes,1610612757,POR,27.0,7,5,2,0.714,5.2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2,7,0.286,19,10,55,26,14,1,72,1,22,43,19,47,5,1,42,1,38,14,62,1,33,24,62,POR
Players,203081,Damian Lillard,Damian,1610612757,POR,28.0,9,5,4,0.556,5.9,0.571,0.429,0.429,0.095,0.357,0.0,0.214,0.167,0.333,0.0,1.0,0.6,0.4,0.214,0.786,14,35,0.4,10,10,105,43,8,50,40,39,19,28,19,30,27,38,42,1,33,10,58,11,2,3,41,POR
Players,203468,CJ McCollum,CJ,1610612757,POR,27.0,9,5,4,0.556,5.9,0.763,0.237,0.8,0.667,0.2,0.067,0.0,0.367,0.133,0.167,0.833,0.5,0.5,0.214,0.786,14,38,0.368,10,10,105,43,8,26,65,14,2,42,18,47,10,49,40,17,34,7,58,11,2,2,49,POR
Players,202329,Al-Farouq Aminu,Al-Farouq,1610612757,POR,28.0,6,4,2,0.667,5.6,0.429,0.571,0.667,0.0,0.0,0.333,0.333,0.333,0.667,0.5,0.5,0.0,0.0,0.5,0.5,2,7,0.286,23,17,55,28,11,60,29,20,22,43,3,19,12,13,27,21,38,14,41,17,33,24,62,POR
Players,203552,Seth Curry,Seth,1610612757,POR,28.0,8,5,3,0.625,1.6,0.0,1.0,0.0,0.0,0.6,0.0,0.4,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,1,1.0,13,10,86,34,96,73,1,57,22,14,19,13,35,53,42,37,1,14,1,40,51,66,1,POR
Players,203918,Rodney Hood,Rodney,1610612757,POR,26.0,5,2,3,0.4,2.9,0.667,0.333,0.6,0.4,0.3,0.0,0.1,0.2,0.2,0.0,1.0,1.0,0.0,0.25,0.75,4,6,0.667,30,36,86,71,69,33,49,23,5,34,19,44,25,48,42,1,1,14,56,13,18,30,22,POR
Players,1628380,Zach Collins,Zach,1610612757,POR,21.0,2,1,1,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,71,58,20,45,121,73,72,57,22,43,19,47,35,53,42,37,38,14,62,40,70,91,70,POR
Players,203090,Maurice Harkless,Maurice,1610612757,POR,26.0,5,4,1,0.8,6.3,0.5,0.5,0.444,0.0,0.333,0.0,0.223,0.0,0.444,0.5,0.5,1.0,0.0,0.667,0.333,3,6,0.5,30,17,20,21,5,54,32,33,22,29,19,26,35,22,27,21,1,14,34,32,25,30,31,POR
