group_set,player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,tov,stl,blk,blka,pf,pfd,pts,plus_minus,nba_fantasy_pts,dd2,td3,wnba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,fgm_rank,fga_rank,fg_pct_rank,fg3m_rank,fg3a_rank,fg3_pct_rank,ftm_rank,fta_rank,ft_pct_rank,oreb_rank,dreb_rank,reb_rank,ast_rank,tov_rank,stl_rank,blk_rank,blka_rank,pf_rank,pfd_rank,pts_rank,plus_minus_rank,nba_fantasy_pts_rank,dd2_rank,td3_rank,wnba_fantasy_pts_rank,team
Players,203086,Meyers Leonard,Meyers,1610612757,POR,27.0,3,1,2,0.333,4.7,0.7,1.7,0.4,0.3,1.0,0.333,0.0,0.0,0.0,0.0,1.0,1.0,0.3,0.0,0.0,0.3,0.0,0.0,0.0,1.7,-2.3,4.4,1,0,4.0,51,58,40,76,26,30,22,41,23,10,29,47,47,47,43,9,22,28,48,38,9,28,70,56,37,99,24,18,5,25,POR
Players,202323,Evan Turner,Evan,1610612757,POR,30.0,4,2,2,0.5,4.1,0.3,0.8,0.333,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.5,1.5,0.3,0.0,0.0,0.3,0.0,0.3,0.5,1.5,-0.5,4.4,0,0,3.8,38,36,40,45,43,64,59,50,43,72,43,8,11,1,43,3,7,39,48,38,11,28,55,19,40,69,22,42,5,32,POR
Players,202683,Enes Freedom,Enes,1610612757,POR,27.0,7,5,2,0.714,5.2,0.3,1.0,0.286,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.6,1.4,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.6,0.7,2.6,4,0,2.3,19,10,40,26,14,63,36,62,43,72,43,47,47,47,6,28,11,54,44,32,28,20,70,56,72,37,56,5,5,64,POR
Players,203081,Damian Lillard,Damian,1610612757,POR,28.0,9,5,4,0.556,5.9,1.6,3.9,0.4,0.6,1.7,0.333,1.0,1.2,0.818,0.0,0.1,0.1,0.7,0.2,0.4,0.0,0.8,0.2,1.2,4.7,0.8,6.9,3,0,6.9,10,10,7,43,8,4,5,41,7,2,29,8,9,30,43,64,70,11,36,11,28,1,63,6,5,34,8,9,5,7,POR
Players,203468,CJ McCollum,CJ,1610612757,POR,27.0,9,5,4,0.556,5.9,1.6,4.2,0.368,0.2,1.0,0.222,0.0,0.0,0.0,0.3,0.0,0.3,0.2,0.1,0.6,0.4,0.3,0.2,0.2,3.3,0.8,7.0,0,0,6.1,10,10,7,43,8,4,2,49,34,10,42,47,47,47,24,66,54,44,46,3,5,5,63,45,11,34,7,42,5,11,POR
Players,202329,Al-Farouq Aminu,Al-Farouq,1610612757,POR,28.0,6,4,2,0.667,5.6,0.3,1.2,0.286,0.0,0.7,0.0,0.3,0.3,1.0,0.7,0.7,1.3,0.3,0.0,0.2,0.0,0.0,0.3,0.3,1.0,1.5,3.6,1,0,3.0,23,17,40,28,11,56,35,62,43,27,43,30,34,1,9,20,15,28,48,27,28,28,46,35,60,29,35,18,5,42,POR
Players,203552,Seth Curry,Seth,1610612757,POR,28.0,8,5,3,0.625,1.6,0.1,0.1,1.0,0.1,0.1,1.0,0.3,0.3,1.0,0.0,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.4,0.1,0.6,1.9,1.2,0,0,1.1,13,10,21,34,96,68,90,1,41,71,1,35,39,1,43,62,68,54,48,34,28,28,44,52,70,24,78,42,5,76,POR
Players,203918,Rodney Hood,Rodney,1610612757,POR,26.0,5,2,3,0.4,2.9,0.8,1.2,0.667,0.2,0.4,0.5,0.2,0.2,1.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.6,0.2,2.0,-0.4,2.3,0,0,2.4,30,36,21,71,69,26,33,22,36,47,22,42,43,1,43,66,72,45,48,38,28,28,22,47,25,67,62,42,5,63,POR
Players,1628380,Zach Collins,Zach,1610612757,POR,21.0,2,1,1,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,71,58,71,45,121,70,91,70,43,72,43,47,47,47,43,66,72,54,48,38,28,28,70,56,74,48,92,42,5,93,POR
Players,203090,Maurice Harkless,Maurice,1610612757,POR,26.0,5,4,1,0.8,6.3,0.6,1.2,0.5,0.2,0.6,0.333,0.4,0.6,0.667,0.6,0.8,1.4,0.2,0.0,0.2,0.4,0.0,0.8,0.4,1.8,0.6,5.6,1,0,4.8,30,17,71,21,5,38,33,31,36,31,29,27,25,36,10,15,12,45,48,25,7,28,13,33,35,43,14,18,5,18,POR
