group_set,player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,usg_pct,pct_fgm,pct_fga,pct_fg3m,pct_fg3a,pct_ftm,pct_fta,pct_oreb,pct_dreb,pct_reb,pct_ast,pct_tov,pct_stl,pct_blk,pct_blka,pct_pf,pct_pfd,pct_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,usg_pct_rank,pct_fgm_rank,pct_fga_rank,pct_fg3m_rank,pct_fg3a_rank,pct_ftm_rank,pct_fta_rank,pct_oreb_rank,pct_dreb_rank,pct_reb_rank,pct_ast_rank,pct_tov_rank,pct_stl_rank,pct_blk_rank,pct_blka_rank,pct_pf_rank,pct_pfd_rank,pct_pts_rank,team
Players,1629743,Donta Hall,Donta,1610612751,BKN,22.0,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,414,358,1,1,441,403,340,394,224,312,297,301,273,346,365,285,1,235,181,1,1,319,365,BKN
Players,1629058,Dzanan Musa,Dzanan,1610612751,BKN,21.0,5,5,0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,331,231,1,1,403,403,340,394,224,312,297,301,273,346,365,285,1,235,181,1,1,319,365,BKN
Players,202697,Iman Shumpert,Iman,1610612751,BKN,30.0,3,3,0,1.0,1.0,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,364,284,1,1,437,113,340,1,224,312,297,301,273,346,365,285,1,235,181,1,1,319,365,BKN
Players,1627752,Taurean Prince,Taurean,1610612751,BKN,26.0,35,16,19,0.457,126.0,0.11,0.095,0.134,0.148,0.228,0.078,0.069,0.118,0.211,0.185,0.085,0.031,0.182,0.0,0.053,0.179,0.116,0.095,15,49,429,237,22,284,287,246,167,131,252,266,217,154,193,238,204,154,181,254,235,240,305,BKN
Players,1629066,Rodions Kurucs,Rodions,1610612751,BKN,22.0,2,2,0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.125,0.0,0.0,0.667,0.0,0.0,0.286,0.0,0.0,383,321,1,1,331,403,340,394,224,312,297,301,273,112,280,285,1,19,181,1,355,319,365,BKN
Players,204020,Tyler Johnson,Tyler,1610612751,BKN,28.0,10,3,7,0.3,24.0,0.185,0.267,0.27,0.0,0.2,0.0,0.0,0.5,0.158,0.19,0.0,0.0,0.25,0.0,0.4,0.308,0.0,0.151,259,284,232,362,263,138,70,72,224,154,297,301,42,227,183,285,1,109,181,388,375,319,214,BKN
Players,201599,DeAndre Jordan,DeAndre,1610612751,BKN,31.0,13,6,7,0.462,47.0,0.142,0.189,0.146,0.0,0.0,0.167,0.224,0.5,0.378,0.415,0.231,0.063,0.25,0.4,0.5,0.237,0.241,0.171,215,210,232,231,175,224,161,223,224,312,163,129,42,33,37,113,217,109,66,407,304,126,177,BKN
Players,1627747,Caris LeVert,Caris,1610612751,BKN,25.0,20,9,11,0.45,85.0,0.281,0.319,0.282,0.368,0.288,0.271,0.25,0.138,0.206,0.185,0.206,0.429,0.167,0.125,0.188,0.133,0.244,0.313,150,157,320,246,92,58,46,62,51,85,95,110,204,159,198,122,433,158,150,319,167,125,53,BKN
Players,1628386,Jarrett Allen,Jarrett,1610612751,BKN,22.0,31,14,17,0.452,116.0,0.114,0.154,0.09,0.0,0.0,0.218,0.271,0.406,0.338,0.357,0.087,0.107,0.0,0.6,0.111,0.25,0.327,0.154,47,76,410,243,29,272,207,330,224,312,125,99,70,47,45,234,247,235,24,267,312,71,208,BKN
Players,201163,Wilson Chandler,Wilson,1610612751,BKN,33.0,9,3,6,0.333,24.0,0.113,0.077,0.135,0.0,0.077,0.063,0.095,0.3,0.35,0.333,0.143,0.111,1.0,0.0,1.0,0.125,0.067,0.067,272,284,208,331,262,273,309,243,224,284,267,238,99,41,56,182,248,1,181,441,156,295,338,BKN
