team_id,team_name,gp,w,l,w_pct,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank
1610612738,Boston Celtics,4,3,1,0.75,1.9,1.3,0.0,0.0,2.0,0.0,0.0,0.0,0.0,7,5,2,2,11,8,11,11,12,1,1,1,1
1610612751,Brooklyn Nets,1,0,1,0.0,5.1,5.0,3.0,0.0,4.0,4.0,3.0,0.0,8.0,15,13,2,13,14,1,2,11,4,15,14,1,15
1610612743,Denver Nuggets,7,3,4,0.429,6.3,1.0,1.4,0.6,4.9,3.1,2.1,0.6,4.0,5,5,11,9,4,9,6,8,3,14,12,10,11
1610612744,Golden State Warriors,13,8,5,0.615,4.5,1.5,2.5,0.5,3.1,1.5,1.5,0.8,3.2,1,1,14,3,1,7,4,9,8,9,6,11,9
1610612745,Houston Rockets,8,4,4,0.5,4.3,0.3,1.3,0.8,2.8,1.9,1.9,0.9,2.5,4,4,11,6,5,13,7,6,11,11,9,12,6
1610612754,Indiana Pacers,3,0,3,0.0,2.6,0.0,0.0,0.0,0.0,1.7,0.0,0.0,2.7,9,13,9,13,12,14,11,11,15,10,1,1,7
1610612746,LA Clippers,2,2,0,1.0,4.3,4.5,0.0,2.0,5.0,1.0,2.0,0.0,4.0,12,7,1,1,10,2,11,1,2,4,10,1,11
1610612749,Milwaukee Bucks,5,2,3,0.4,5.8,0.8,3.2,0.8,5.2,2.8,4.0,1.2,3.2,6,7,9,10,6,10,1,5,1,13,15,14,8
1610612760,Oklahoma City Thunder,3,1,2,0.333,1.7,0.3,1.0,0.3,2.0,1.3,0.7,0.0,1.3,9,10,5,11,15,12,9,10,12,8,4,1,2
1610612753,Orlando Magic,2,1,1,0.5,3.1,2.0,1.0,2.0,3.0,0.0,2.0,0.0,4.0,12,10,2,6,13,5,9,1,9,1,10,1,11
1610612755,Philadelphia 76ers,4,2,2,0.5,4.4,2.0,1.3,1.0,3.5,2.8,1.8,0.5,2.0,7,7,5,6,7,5,7,3,7,12,7,8,4
1610612757,Portland Trail Blazers,9,5,4,0.556,5.9,2.7,2.2,0.7,4.0,0.6,2.6,0.6,5.8,3,3,11,5,3,3,5,7,4,3,13,9,14
1610612759,San Antonio Spurs,3,1,2,0.333,3.5,0.7,0.0,0.0,0.7,1.0,0.7,0.0,1.3,9,10,5,11,8,11,11,11,14,4,4,1,2
1610612761,Toronto Raptors,12,7,5,0.583,4.8,2.6,2.9,0.8,3.0,1.3,1.8,1.0,3.5,2,2,14,4,2,4,3,4,9,7,7,13,10
1610612762,Utah Jazz,2,0,2,0.0,4.7,0.0,0.0,0.0,4.0,1.0,0.5,1.5,2.0,12,13,5,13,9,14,11,11,4,4,3,15,4
