close_def_person_id,player,team_id,team,pos,age,gp,g,freq,fg3m,fg3a,fg3_pct,ns_fg3_pct,plusminus
201935,James Harden,1610612745,HOU,G,27.0,11,11,0.333,1.18,4.64,0.255,0.332,-0.077
101150,Lou Williams,1610612745,HOU,G,30.0,11,11,0.548,1.45,4.64,0.314,0.354,-0.04
201976,Patrick Beverley,1610612745,HOU,G,28.0,11,11,0.433,1.09,4.09,0.267,0.368,-0.102
2772,Trevor Ariza,1610612745,HOU,F,32.0,11,11,0.384,1.27,3.91,0.326,0.367,-0.041
201569,Eric Gordon,1610612745,HOU,G,28.0,11,11,0.387,1.45,3.73,0.39,0.354,0.037
201583,Ryan Anderson,1610612745,HOU,F,29.0,11,9,0.147,1.09,2.09,0.522,0.37,0.152
2403,Nene,1610612745,HOU,C-F,34.0,9,6,0.215,0.33,1.56,0.214,0.35,-0.136
203991,Clint Capela,1610612745,HOU,C,23.0,11,6,0.102,0.36,1.45,0.25,0.396,-0.146
1626155,Sam Dekker,1610612745,HOU,F,23.0,4,3,0.25,0.25,0.75,0.333,0.371,-0.038
201628,Bobby Brown,1610612745,HOU,G,32.0,3,2,0.5,0.0,0.67,0.0,0.305,-0.305
1626149,Montrezl Harrell,1610612745,HOU,F,23.0,3,1,0.091,0.33,0.33,1.0,0.304,0.696
1627786,Troy Williams,1610612745,HOU,F,22.0,5,1,0.143,0.0,0.2,0.0,0.306,-0.306
