SEASON_YEAR,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,AVAILABLE_FLAG
2017-18,1610612739,CLE,Cleveland Cavaliers,0041700404,2018-06-08T00:00:00,CLE vs. GSW,L,48.0,30.0,87.0,0.345,8.0,27.0,0.296,17.0,25.0,0.68,17.0,27.0,44.0,21.0,11.0,5.0,5.0,13.0,22.0,24.0,85.0,-23.0,1,83,83,83,9,156,45,163,121,102,126,75,47,134,3,145,66,81,41,121,52,163,110,22,158,155,1
2017-18,1610612744,GSW,Golden State Warriors,0041700404,2018-06-08T00:00:00,GSW @ CLE,W,48.0,39.0,86.0,0.453,14.0,38.0,0.368,16.0,16.0,1.0,10.0,34.0,44.0,25.0,10.0,7.0,13.0,5.0,24.0,22.0,108.0,23.0,1,1,1,1,9,66,55,83,25,15,68,84,140,1,50,68,66,40,28,79,2,89,132,48,51,10,1
2017-18,1610612739,CLE,Cleveland Cavaliers,0041700403,2018-06-06T00:00:00,CLE vs. GSW,L,48.0,40.0,92.0,0.435,9.0,31.0,0.29,13.0,17.0,0.765,15.0,32.0,47.0,20.0,14.0,6.0,4.0,5.0,18.0,20.0,102.0,-8.0,1,83,83,83,9,54,17,104,98,65,128,121,132,86,15,91,36,93,90,102,80,89,31,82,86,104,1
2017-18,1610612744,GSW,Golden State Warriors,0041700403,2018-06-06T00:00:00,GSW @ CLE,W,48.0,42.0,81.0,0.519,9.0,26.0,0.346,17.0,19.0,0.895,6.0,31.0,37.0,27.0,11.0,6.0,5.0,4.0,20.0,18.0,110.0,8.0,1,1,1,1,9,31,102,22,98,112,87,75,111,17,122,102,128,22,41,102,52,56,73,119,46,53,1
2017-18,1610612739,CLE,Cleveland Cavaliers,0041700402,2018-06-03T00:00:00,CLE @ GSW,L,48.0,37.0,90.0,0.411,9.0,27.0,0.333,20.0,26.0,0.769,16.0,26.0,42.0,25.0,11.0,9.0,4.0,8.0,15.0,25.0,103.0,-19.0,1,83,83,83,9,86,27,130,98,102,93,43,40,80,9,157,82,40,41,37,80,144,5,17,76,145,1
2017-18,1610612744,GSW,Golden State Warriors,0041700402,2018-06-03T00:00:00,GSW vs. CLE,W,48.0,47.0,82.0,0.573,15.0,36.0,0.417,13.0,21.0,0.619,7.0,34.0,41.0,28.0,12.0,3.0,8.0,4.0,25.0,15.0,122.0,19.0,1,1,1,1,9,10,92,5,16,25,34,121,86,143,103,68,91,16,58,149,14,56,144,158,11,17,1
2017-18,1610612739,CLE,Cleveland Cavaliers,0041700401,2018-05-31T00:00:00,CLE @ GSW,L,53.0,39.8,89.7,0.444,9.1,33.5,0.27,14.5,19.9,0.727,17.2,30.8,48.0,16.3,10.9,4.5,2.7,5.4,16.3,16.3,103.2,-9.1,1,83,83,83,1,65,35,96,96,45,138,112,109,114,2,118,27,140,40,135,143,114,17,147,75,117,1
2017-18,1610612744,GSW,Golden State Warriors,0041700401,2018-05-31T00:00:00,GSW vs. CLE,W,53.0,41.7,81.5,0.511,11.8,32.6,0.361,17.2,18.1,0.95,3.6,30.8,34.4,28.1,7.2,9.1,5.4,2.7,16.3,16.3,112.3,9.1,1,1,1,1,1,38,101,31,56,55,75,73,124,4,158,118,150,15,12,36,50,22,17,147,40,48,1
2017-18,1610612745,HOU,Houston Rockets,0041700317,2018-05-28T00:00:00,HOU vs. GSW,L,48.0,36.0,90.0,0.4,7.0,44.0,0.159,13.0,22.0,0.591,17.0,27.0,44.0,17.0,12.0,13.0,3.0,7.0,17.0,22.0,92.0,-9.0,1,83,83,83,9,105,27,136,135,2,161,121,74,152,3,145,66,130,58,3,110,129,19,48,134,113,1
2017-18,1610612744,GSW,Golden State Warriors,0041700317,2018-05-28T00:00:00,GSW @ HOU,W,48.0,39.0,80.0,0.488,16.0,39.0,0.41,7.0,14.0,0.5,11.0,31.0,42.0,25.0,17.0,9.0,7.0,3.0,22.0,17.0,101.0,9.0,1,1,1,1,9,66,114,45,8,9,39,160,147,163,35,102,82,40,132,37,23,23,110,135,98,49,1
2017-18,1610612738,BOS,Boston Celtics,0041700307,2018-05-27T00:00:00,BOS vs. CLE,L,48.0,29.0,85.0,0.341,7.0,39.0,0.179,14.0,19.0,0.737,11.0,31.0,42.0,18.0,6.0,6.0,0.0,4.0,20.0,21.0,79.0,-8.0,1,83,83,83,9,161,63,164,135,9,160,113,111,108,35,102,82,115,4,102,162,56,73,56,164,104,1
2017-18,1610612739,CLE,Cleveland Cavaliers,0041700307,2018-05-27T00:00:00,CLE @ BOS,W,48.0,30.0,66.0,0.455,9.0,35.0,0.257,18.0,25.0,0.72,2.0,39.0,41.0,15.0,13.0,2.0,4.0,0.0,21.0,20.0,87.0,8.0,1,1,1,1,9,156,164,81,98,30,147,65,47,119,163,20,91,150,74,160,80,1,85,82,151,53,1
2017-18,1610612745,HOU,Houston Rockets,0041700316,2018-05-26T00:00:00,HOU @ GSW,L,48.0,31.0,77.0,0.403,15.0,39.0,0.385,9.0,17.0,0.529,7.0,31.0,38.0,13.0,21.0,8.0,2.0,10.0,16.0,17.0,86.0,-29.0,1,83,83,83,9,149,139,135,16,9,55,150,132,160,103,102,122,159,162,54,144,157,8,135,155,160,1
2017-18,1610612744,GSW,Golden State Warriors,0041700316,2018-05-26T00:00:00,GSW vs. HOU,W,48.0,43.0,87.0,0.494,16.0,38.0,0.421,13.0,19.0,0.684,13.0,34.0,47.0,26.0,12.0,11.0,10.0,2.0,17.0,16.0,115.0,29.0,1,1,1,1,9,26,45,40,8,15,32,121,111,130,23,68,36,28,58,9,6,9,19,149,31,5,1
2017-18,1610612738,BOS,Boston Celtics,0041700306,2018-05-25T00:00:00,BOS @ CLE,L,48.0,38.0,74.0,0.514,12.0,28.0,0.429,11.0,20.0,0.55,5.0,26.0,31.0,25.0,14.0,5.0,2.0,9.0,18.0,19.0,99.0,-10.0,1,83,83,83,9,75,152,25,43,88,27,140,94,158,139,157,162,40,90,121,144,152,31,95,109,118,1
2017-18,1610612739,CLE,Cleveland Cavaliers,0041700306,2018-05-25T00:00:00,CLE vs. BOS,W,48.0,41.0,87.0,0.471,9.0,23.0,0.391,18.0,22.0,0.818,15.0,29.0,44.0,16.0,11.0,8.0,9.0,2.0,19.0,18.0,109.0,10.0,1,1,1,1,9,39,45,62,98,139,53,65,74,45,15,131,66,141,41,54,9,9,48,119,50,43,1
2017-18,1610612744,GSW,Golden State Warriors,0041700315,2018-05-24T00:00:00,GSW @ HOU,L,48.0,32.0,72.0,0.444,10.0,26.0,0.385,20.0,23.0,0.87,4.0,37.0,41.0,18.0,18.0,7.0,1.0,3.0,21.0,19.0,94.0,-4.0,1,83,83,83,9,139,161,96,71,112,55,43,66,26,153,31,91,115,146,79,157,23,85,95,131,94,1
2017-18,1610612745,HOU,Houston Rockets,0041700315,2018-05-24T00:00:00,HOU vs. GSW,W,48.0,29.0,78.0,0.372,13.0,43.0,0.302,27.0,32.0,0.844,8.0,32.0,40.0,12.0,12.0,10.0,3.0,1.0,19.0,21.0,98.0,4.0,1,1,1,1,9,161,132,156,29,4,122,6,11,34,90,91,107,161,58,21,110,4,48,56,112,68,1
2017-18,1610612739,CLE,Cleveland Cavaliers,0041700305,2018-05-23T00:00:00,CLE @ BOS,L,48.0,31.0,74.0,0.419,9.0,34.0,0.265,12.0,19.0,0.632,3.0,36.0,39.0,17.0,15.0,3.0,7.0,6.0,19.0,19.0,83.0,-13.0,1,83,83,83,9,149,152,118,98,36,143,133,111,142,159,45,114,130,104,149,23,116,48,95,160,126,1
2017-18,1610612738,BOS,Boston Celtics,0041700305,2018-05-23T00:00:00,BOS vs. CLE,W,48.0,31.0,85.0,0.365,13.0,39.0,0.333,21.0,23.0,0.913,7.0,38.0,45.0,18.0,10.0,10.0,6.0,7.0,19.0,19.0,96.0,13.0,1,1,1,1,9,149,63,159,29,9,93,35,66,11,103,24,55,115,28,21,38,129,48,95,122,32,1
