close_def_person_id,player,team_id,team,player_position,age,gp,g,freq,d_fgm,d_fga,d_fg_pct,normal_fg_pct,pct_plusminus
203076,Anthony Davis,1610612747,LAL,F-C,27.0,21,21,1.0,6.05,14.62,0.414,0.463,-0.049
201980,Danny Green,1610612747,LAL,G,33.0,21,21,1.0,5.1,10.81,0.471,0.452,0.019
2544,LeBron James,1610612747,LAL,F,35.0,21,21,1.0,4.81,10.38,0.463,0.46,0.003
1627936,Alex Caruso,1610612747,LAL,G,26.0,21,21,1.0,4.57,9.48,0.482,0.451,0.032
2730,Dwight Howard,1610612747,LAL,C-F,34.0,16,16,1.0,4.5,9.06,0.497,0.469,0.027
203484,Kentavious Caldwell-Pope,1610612747,LAL,G,27.0,21,21,1.0,3.76,8.33,0.451,0.457,-0.006
202693,Markieff Morris,1610612747,LAL,F,30.0,21,21,1.0,3.24,8.19,0.395,0.466,-0.071
1628398,Kyle Kuzma,1610612747,LAL,F,24.0,21,21,1.0,3.29,7.29,0.451,0.455,-0.004
200765,Rajon Rondo,1610612747,LAL,G,34.0,16,16,1.0,3.13,6.44,0.485,0.449,0.036
201580,JaVale McGee,1610612747,LAL,C-F,32.0,14,14,1.0,3.0,6.21,0.483,0.482,0.001
1629659,Talen Horton-Tucker,1610612747,LAL,G,19.0,2,2,1.0,1.5,5.0,0.3,0.416,-0.116
203079,Dion Waiters,1610612747,LAL,G,28.0,4,4,1.0,2.25,3.25,0.692,0.431,0.262
2747,JR Smith,1610612747,LAL,G,34.0,10,10,1.0,1.4,2.8,0.5,0.414,0.086
201162,Jared Dudley,1610612747,LAL,F,34.0,6,6,1.0,1.83,2.67,0.688,0.444,0.244
1626188,Quinn Cook,1610612747,LAL,G,27.0,6,6,1.0,1.0,1.67,0.6,0.387,0.213
