PLAYER_ID,PLAYER_NAME,PLAYER_LAST_TEAM_ID,PLAYER_LAST_TEAM_ABBREVIATION,AGE,GP,G,FGA_FREQUENCY,FGM,FGA,FG_PCT,EFG_PCT,FG2A_FREQUENCY,FG2M,FG2A,FG2_PCT,FG3A_FREQUENCY,FG3M,FG3A,FG3_PCT
203954,Joel Embiid,1610612755,PHI,30.0,6,6,0.301,3.17,6.67,0.475,0.625,0.083,1.17,1.83,0.636,0.218,2.0,4.83,0.414
1628978,Donte DiVincenzo,1610612752,NYK,27.0,13,13,0.45,2.77,6.62,0.419,0.628,0.0,0.0,0.0,,0.45,2.77,6.62,0.419
1626167,Myles Turner,1610612754,IND,28.0,17,17,0.512,2.76,6.18,0.448,0.619,0.122,0.65,1.47,0.44,0.39,2.12,4.71,0.45
1629008,Michael Porter Jr.,1610612743,DEN,26.0,12,12,0.507,2.58,6.17,0.419,0.615,0.048,0.17,0.58,0.286,0.459,2.42,5.58,0.433
1629023,P.J. Washington,1610612742,DAL,25.0,22,22,0.556,2.09,5.91,0.354,0.531,0.004,0.0,0.05,0.0,0.551,2.09,5.86,0.357
1628401,Derrick White,1610612738,BOS,29.0,19,19,0.465,2.74,5.89,0.464,0.683,0.017,0.16,0.21,0.75,0.448,2.58,5.68,0.454
1626156,D'Angelo Russell,1610612747,LAL,28.0,5,5,0.384,1.4,5.6,0.25,0.375,0.0,0.0,0.0,,0.384,1.4,5.6,0.25
1629652,Luguentz Dort,1610612760,OKC,25.0,10,10,0.604,2.1,5.5,0.382,0.573,0.011,0.0,0.1,0.0,0.593,2.1,5.4,0.389
1630529,Herbert Jones,1610612740,NOP,25.0,4,4,0.537,2.0,5.5,0.364,0.545,0.0,0.0,0.0,,0.537,2.0,5.5,0.364
1631096,Chet Holmgren,1610612760,OKC,22.0,10,10,0.437,1.6,5.2,0.308,0.433,0.034,0.3,0.4,0.75,0.403,1.3,4.8,0.271
1630591,Jalen Suggs,1610612753,ORL,23.0,7,7,0.439,1.57,5.14,0.306,0.458,0.0,0.0,0.0,,0.439,1.57,5.14,0.306
201143,Al Horford,1610612738,BOS,38.0,19,19,0.696,1.95,5.05,0.385,0.568,0.022,0.11,0.16,0.667,0.674,1.84,4.89,0.376
1626157,Karl-Anthony Towns,1610612750,MIN,28.0,16,16,0.336,1.88,4.88,0.385,0.564,0.026,0.13,0.38,0.333,0.31,1.75,4.5,0.389
1630530,Trey Murphy III,1610612740,NOP,24.0,4,4,0.396,2.0,4.75,0.421,0.632,0.0,0.0,0.0,,0.396,2.0,4.75,0.421
204001,Kristaps Porziņģis,1610612738,BOS,28.0,7,7,0.533,1.57,4.57,0.344,0.484,0.083,0.29,0.71,0.4,0.45,1.29,3.86,0.333
201572,Brook Lopez,1610612749,MIL,36.0,6,6,0.36,2.17,4.5,0.481,0.667,0.053,0.5,0.67,0.75,0.307,1.67,3.83,0.435
1629622,Max Strus,1610612739,CLE,28.0,12,12,0.515,1.83,4.42,0.415,0.623,0.0,0.0,0.0,,0.515,1.83,4.42,0.415
1628389,Bam Adebayo,1610612748,MIA,26.0,5,5,0.227,2.4,4.4,0.545,0.591,0.155,2.0,3.0,0.667,0.072,0.4,1.4,0.286
1629639,Tyler Herro,1610612748,MIA,24.0,5,5,0.282,1.4,4.4,0.318,0.477,0.013,0.0,0.2,0.0,0.269,1.4,4.2,0.333
202331,Paul George,1610612746,LAC,34.0,6,6,0.274,2.0,4.33,0.462,0.654,0.032,0.33,0.5,0.667,0.242,1.67,3.83,0.435
1629675,Naz Reid,1610612750,MIN,24.0,16,16,0.486,1.63,4.31,0.377,0.558,0.007,0.06,0.06,1.0,0.479,1.56,4.25,0.368
203078,Bradley Beal,1610612756,PHX,31.0,4,4,0.288,2.0,4.25,0.471,0.676,0.017,0.25,0.25,1.0,0.271,1.75,4.0,0.438
1630540,Miles McBride,1610612752,NYK,23.0,13,13,0.444,1.54,4.23,0.364,0.536,0.016,0.08,0.15,0.5,0.427,1.46,4.08,0.358
1630174,Aaron Nesmith,1610612754,IND,24.0,17,17,0.504,1.24,4.18,0.296,0.444,0.014,0.0,0.12,0.0,0.489,1.24,4.06,0.304
1631107,Nikola Jović,1610612748,MIA,21.0,5,5,0.556,1.8,4.0,0.45,0.675,0.056,0.0,0.4,0.0,0.5,1.8,3.6,0.5
1628384,OG Anunoby,1610612752,NYK,26.0,9,9,0.324,1.67,4.0,0.417,0.625,0.027,0.0,0.33,0.0,0.297,1.67,3.67,0.455
203484,Kentavious Caldwell-Pope,1610612743,DEN,31.0,12,12,0.558,1.42,4.0,0.354,0.521,0.023,0.08,0.17,0.5,0.535,1.33,3.83,0.348
1628976,Wendell Carter Jr.,1610612753,ORL,25.0,7,7,0.596,1.29,4.0,0.321,0.446,0.085,0.29,0.57,0.5,0.511,1.0,3.43,0.292
