PLAYER_ID,PLAYER_NAME,PLAYER_LAST_TEAM_ID,PLAYER_LAST_TEAM_ABBREVIATION,AGE,GP,G,FGA_FREQUENCY,FGM,FGA,FG_PCT,EFG_PCT,FG2A_FREQUENCY,FG2M,FG2A,FG2_PCT,FG3A_FREQUENCY,FG3M,FG3A,FG3_PCT
1628973,Jalen Brunson,1610612752,NYK,27.0,13,13,0.579,6.15,15.15,0.406,0.454,0.379,4.69,9.92,0.473,0.2,1.46,5.23,0.279
1629029,Luka Dončić,1610612742,DAL,25.0,22,22,0.625,5.5,14.32,0.384,0.468,0.3,3.09,6.86,0.45,0.325,2.41,7.45,0.323
1628983,Shai Gilgeous-Alexander,1610612760,OKC,25.0,10,10,0.634,7.5,14.2,0.528,0.577,0.509,6.1,11.4,0.535,0.125,1.4,2.8,0.5
203081,Damian Lillard,1610612749,MIL,33.0,4,4,0.58,4.0,11.75,0.34,0.468,0.185,1.0,3.75,0.267,0.395,3.0,8.0,0.375
1631094,Paolo Banchero,1610612753,ORL,21.0,7,7,0.51,4.57,10.86,0.421,0.447,0.383,4.0,8.14,0.491,0.128,0.57,2.71,0.211
1630162,Anthony Edwards,1610612750,MIN,22.0,16,16,0.528,4.63,10.69,0.433,0.526,0.269,2.63,5.44,0.483,0.259,2.0,5.25,0.381
1628378,Donovan Mitchell,1610612739,CLE,27.0,10,10,0.462,4.3,10.4,0.413,0.543,0.182,1.6,4.1,0.39,0.28,2.7,6.3,0.429
203114,Khris Middleton,1610612749,MIL,32.0,6,6,0.526,4.0,10.0,0.4,0.475,0.333,2.5,6.33,0.395,0.193,1.5,3.67,0.409
1627750,Jamal Murray,1610612743,DEN,27.0,12,12,0.434,3.58,9.0,0.398,0.454,0.305,2.58,6.33,0.408,0.129,1.0,2.67,0.375
203468,CJ McCollum,1610612740,NOP,32.0,4,4,0.486,3.25,9.0,0.361,0.403,0.311,2.5,5.75,0.435,0.176,0.75,3.25,0.231
201935,James Harden,1610612746,LAC,34.0,6,6,0.596,3.83,8.83,0.434,0.585,0.157,1.17,2.33,0.5,0.438,2.67,6.5,0.41
1628369,Jayson Tatum,1610612738,BOS,26.0,19,19,0.444,2.53,8.68,0.291,0.37,0.188,1.16,3.68,0.314,0.255,1.37,5.0,0.274
1630178,Tyrese Maxey,1610612755,PHI,23.0,6,6,0.377,3.67,8.67,0.423,0.529,0.138,1.83,3.17,0.579,0.239,1.83,5.5,0.333
202681,Kyrie Irving,1610612742,DAL,32.0,22,22,0.477,3.68,8.64,0.426,0.497,0.281,2.45,5.09,0.482,0.196,1.23,3.55,0.346
1630169,Tyrese Haliburton,1610612754,IND,24.0,15,15,0.563,3.27,8.07,0.405,0.541,0.135,1.07,1.93,0.552,0.428,2.2,6.13,0.359
201142,Kevin Durant,1610612756,PHX,35.0,4,4,0.478,4.75,8.0,0.594,0.609,0.433,4.5,7.25,0.621,0.045,0.25,0.75,0.333
1627742,Brandon Ingram,1610612740,NOP,26.0,4,4,0.582,3.25,8.0,0.406,0.422,0.527,3.0,7.25,0.414,0.055,0.25,0.75,0.333
202331,Paul George,1610612746,LAC,34.0,6,6,0.495,2.83,7.83,0.362,0.447,0.232,1.5,3.67,0.409,0.263,1.33,4.17,0.32
1629639,Tyler Herro,1610612748,MIA,24.0,5,5,0.5,2.8,7.8,0.359,0.462,0.218,1.2,3.4,0.353,0.282,1.6,4.4,0.364
1626164,Devin Booker,1610612756,PHX,27.0,4,4,0.462,3.25,7.5,0.433,0.517,0.231,2.0,3.75,0.533,0.231,1.25,3.75,0.333
1629636,Darius Garland,1610612739,CLE,24.0,12,12,0.509,2.92,7.25,0.402,0.511,0.205,1.33,2.92,0.457,0.304,1.58,4.33,0.365
1631114,Jalen Williams,1610612760,OKC,23.0,10,10,0.388,2.3,6.2,0.371,0.444,0.25,1.4,4.0,0.35,0.138,0.9,2.2,0.409
1630559,Austin Reaves,1610612747,LAL,26.0,5,5,0.46,3.2,5.8,0.552,0.638,0.238,2.2,3.0,0.733,0.222,1.0,2.8,0.357
1628389,Bam Adebayo,1610612748,MIA,26.0,5,5,0.299,2.0,5.8,0.345,0.345,0.268,2.0,5.2,0.385,0.031,0.0,0.6,0.0
203954,Joel Embiid,1610612755,PHI,30.0,6,6,0.256,2.0,5.67,0.353,0.368,0.203,1.83,4.5,0.407,0.053,0.17,1.17,0.143
1626156,D'Angelo Russell,1610612747,LAL,28.0,5,5,0.384,2.0,5.6,0.357,0.482,0.164,0.6,2.4,0.25,0.219,1.4,3.2,0.438
1627759,Jaylen Brown,1610612738,BOS,27.0,19,19,0.298,2.11,5.32,0.396,0.465,0.162,1.37,2.89,0.473,0.136,0.74,2.42,0.304
1627783,Pascal Siakam,1610612754,IND,30.0,17,17,0.286,2.24,4.88,0.458,0.458,0.272,2.24,4.65,0.481,0.014,0.0,0.24,0.0
2544,LeBron James,1610612747,LAL,39.0,5,5,0.242,1.8,4.8,0.375,0.417,0.141,1.4,2.8,0.5,0.101,0.4,2.0,0.2
1626171,Bobby Portis,1610612749,MIL,29.0,6,6,0.297,1.83,4.5,0.407,0.407,0.264,1.83,4.0,0.458,0.033,0.0,0.5,0.0
202695,Kawhi Leonard,1610612746,LAC,33.0,2,2,0.375,1.5,4.5,0.333,0.333,0.333,1.5,4.0,0.375,0.042,0.0,0.5,0.0
202692,Alec Burks,1610612752,NYK,32.0,6,6,0.52,2.0,4.33,0.462,0.538,0.26,1.33,2.17,0.615,0.26,0.67,2.17,0.308
203078,Bradley Beal,1610612756,PHX,31.0,4,4,0.288,1.5,4.25,0.353,0.441,0.169,0.75,2.5,0.3,0.119,0.75,1.75,0.429
201144,Mike Conley,1610612750,MIN,36.0,15,15,0.434,1.6,4.2,0.381,0.524,0.145,0.4,1.4,0.286,0.29,1.2,2.8,0.429
1628401,Derrick White,1610612738,BOS,29.0,19,19,0.324,1.26,4.11,0.308,0.41,0.104,0.42,1.32,0.32,0.22,0.84,2.79,0.302
1630532,Franz Wagner,1610612753,ORL,22.0,7,7,0.272,1.29,4.0,0.321,0.393,0.126,0.71,1.86,0.385,0.146,0.57,2.14,0.267
1630530,Trey Murphy III,1610612740,NOP,24.0,4,4,0.333,1.25,4.0,0.313,0.375,0.104,0.75,1.25,0.6,0.229,0.5,2.75,0.182
1627747,Caris LeVert,1610612739,CLE,29.0,11,11,0.422,1.18,3.91,0.302,0.349,0.206,0.82,1.91,0.429,0.216,0.36,2.0,0.182
1629614,Andrew Nembhard,1610612754,IND,24.0,17,16,0.324,1.71,3.47,0.492,0.525,0.269,1.47,2.88,0.51,0.055,0.24,0.59,0.4
204456,T.J. McConnell,1610612754,IND,32.0,17,17,0.297,1.29,3.24,0.4,0.427,0.249,1.12,2.71,0.413,0.049,0.18,0.53,0.333
1626181,Norman Powell,1610612746,LAC,31.0,6,6,0.311,1.67,3.17,0.526,0.658,0.164,0.83,1.67,0.5,0.148,0.83,1.5,0.556
201950,Jrue Holiday,1610612738,BOS,34.0,19,19,0.306,1.11,3.11,0.356,0.5,0.067,0.21,0.68,0.308,0.238,0.89,2.42,0.37
1628997,Caleb Martin,1610612748,MIA,28.0,5,5,0.333,1.0,3.0,0.333,0.433,0.178,0.4,1.6,0.25,0.156,0.6,1.4,0.429
203076,Anthony Davis,1610612747,LAL,31.0,5,4,0.151,1.4,2.8,0.5,0.5,0.151,1.4,2.8,0.5,0.0,0.0,0.0,
1630540,Miles McBride,1610612752,NYK,23.0,13,13,0.29,1.15,2.77,0.417,0.5,0.169,0.69,1.62,0.429,0.121,0.46,1.15,0.4
1628384,OG Anunoby,1610612752,NYK,26.0,9,9,0.216,1.33,2.67,0.5,0.521,0.18,1.22,2.22,0.55,0.036,0.11,0.44,0.25
203999,Nikola Jokić,1610612743,DEN,29.0,12,10,0.131,0.83,2.67,0.313,0.359,0.082,0.58,1.67,0.35,0.049,0.25,1.0,0.25
1629008,Michael Porter Jr.,1610612743,DEN,26.0,12,12,0.212,0.92,2.58,0.355,0.419,0.116,0.58,1.42,0.412,0.096,0.33,1.17,0.286
1630591,Jalen Suggs,1610612753,ORL,23.0,7,6,0.22,1.0,2.57,0.389,0.472,0.085,0.57,1.0,0.571,0.134,0.43,1.57,0.273
1630175,Cole Anthony,1610612753,ORL,24.0,7,7,0.439,0.71,2.57,0.278,0.278,0.39,0.71,2.29,0.313,0.049,0.0,0.29,0.0
202711,Bojan Bogdanović,1610612752,NYK,35.0,4,3,0.417,0.5,2.5,0.2,0.25,0.292,0.25,1.75,0.143,0.125,0.25,0.75,0.333
1628978,Donte DiVincenzo,1610612752,NYK,27.0,13,13,0.168,1.0,2.46,0.406,0.547,0.063,0.31,0.92,0.333,0.105,0.69,1.54,0.45
202694,Marcus Morris Sr.,1610612739,CLE,34.0,9,8,0.438,0.89,2.33,0.381,0.405,0.313,0.78,1.67,0.467,0.125,0.11,0.67,0.167
202699,Tobias Harris,1610612755,PHI,31.0,6,6,0.275,0.5,2.33,0.214,0.214,0.255,0.5,2.17,0.231,0.02,0.0,0.17,0.0
1628404,Josh Hart,1610612752,NYK,29.0,13,13,0.2,0.85,2.31,0.367,0.483,0.08,0.31,0.92,0.333,0.12,0.54,1.38,0.389
1626166,Cameron Payne,1610612755,PHI,29.0,5,3,0.44,1.2,2.2,0.545,0.727,0.12,0.4,0.6,0.667,0.32,0.8,1.6,0.5
203484,Kentavious Caldwell-Pope,1610612743,DEN,31.0,12,10,0.291,0.92,2.08,0.44,0.48,0.186,0.75,1.33,0.563,0.105,0.17,0.75,0.222
1627736,Malik Beasley,1610612749,MIL,27.0,6,5,0.293,0.83,2.0,0.417,0.5,0.122,0.5,0.83,0.6,0.171,0.33,1.17,0.286
1631170,Jaime Jaquez Jr.,1610612748,MIA,23.0,4,3,0.154,0.5,2.0,0.25,0.25,0.154,0.5,2.0,0.25,0.0,0.0,0.0,
202693,Markieff Morris,1610612742,DAL,34.0,1,1,0.4,0.0,2.0,0.0,0.0,0.4,0.0,2.0,0.0,0.0,0.0,0.0,
1629622,Max Strus,1610612739,CLE,28.0,12,9,0.214,0.25,1.83,0.136,0.205,0.029,0.0,0.25,0.0,0.184,0.25,1.58,0.158
1629130,Duncan Robinson,1610612748,MIA,30.0,5,3,0.563,0.6,1.8,0.333,0.444,0.125,0.2,0.4,0.5,0.438,0.4,1.4,0.286
1630202,Payton Pritchard,1610612738,BOS,26.0,19,16,0.324,0.63,1.79,0.353,0.485,0.162,0.16,0.89,0.176,0.162,0.47,0.89,0.529
1628365,Markelle Fultz,1610612753,ORL,26.0,7,6,0.353,1.14,1.71,0.667,0.667,0.353,1.14,1.71,0.667,0.0,0.0,0.0,
203501,Tim Hardaway Jr.,1610612742,DAL,32.0,14,10,0.414,0.57,1.71,0.333,0.458,0.172,0.14,0.71,0.2,0.241,0.43,1.0,0.429
1629638,Nickeil Alexander-Walker,1610612750,MIN,25.0,16,13,0.241,0.5,1.69,0.296,0.389,0.071,0.19,0.5,0.375,0.17,0.31,1.19,0.263
1628420,Monté Morris,1610612750,MIN,29.0,9,6,0.5,0.56,1.67,0.333,0.367,0.367,0.44,1.22,0.364,0.133,0.11,0.44,0.25
1629611,Terance Mann,1610612746,LAC,27.0,6,5,0.217,0.5,1.67,0.3,0.4,0.087,0.17,0.67,0.25,0.13,0.33,1.0,0.333
1627752,Taurean Prince,1610612747,LAL,30.0,5,4,0.276,0.4,1.6,0.25,0.375,0.034,0.0,0.2,0.0,0.241,0.4,1.4,0.286
1626157,Karl-Anthony Towns,1610612750,MIN,28.0,16,12,0.108,0.44,1.56,0.28,0.32,0.073,0.31,1.06,0.294,0.034,0.13,0.5,0.25
201569,Eric Gordon,1610612756,PHX,35.0,4,3,0.214,0.5,1.5,0.333,0.5,0.071,0.0,0.5,0.0,0.143,0.5,1.0,0.5
201976,Patrick Beverley,1610612749,MIL,35.0,6,5,0.231,0.33,1.5,0.222,0.222,0.128,0.33,0.83,0.4,0.103,0.0,0.67,0.0
200768,Kyle Lowry,1610612755,PHI,38.0,6,5,0.281,0.33,1.5,0.222,0.278,0.094,0.17,0.5,0.333,0.188,0.17,1.0,0.167
201566,Russell Westbrook,1610612746,LAC,35.0,6,5,0.18,0.0,1.5,0.0,0.0,0.16,0.0,1.33,0.0,0.02,0.0,0.17,0.0
1630174,Aaron Nesmith,1610612754,IND,24.0,17,12,0.177,0.65,1.47,0.44,0.46,0.106,0.59,0.88,0.667,0.071,0.06,0.59,0.1
1630183,Jaden McDaniels,1610612750,MIN,23.0,16,14,0.164,0.56,1.44,0.391,0.413,0.143,0.5,1.25,0.4,0.021,0.06,0.19,0.333
204001,Kristaps Porziņģis,1610612738,BOS,28.0,7,5,0.167,0.86,1.43,0.6,0.65,0.133,0.71,1.14,0.625,0.033,0.14,0.29,0.5
1630198,Isaiah Joe,1610612760,OKC,24.0,10,8,0.259,0.5,1.4,0.357,0.429,0.13,0.3,0.7,0.429,0.13,0.2,0.7,0.286
1630538,Bones Hyland,1610612746,LAC,23.0,3,1,0.571,1.0,1.33,0.75,0.875,0.286,0.67,0.67,1.0,0.286,0.33,0.67,0.5
201568,Danilo Gallinari,1610612749,MIL,35.0,3,2,0.5,0.33,1.33,0.25,0.25,0.375,0.33,1.0,0.333,0.125,0.0,0.33,0.0
201988,Patty Mills,1610612748,MIA,35.0,3,3,0.235,0.33,1.33,0.25,0.25,0.176,0.33,1.0,0.333,0.059,0.0,0.33,0.0
1626162,Kelly Oubre Jr.,1610612755,PHI,28.0,6,4,0.125,0.17,1.33,0.125,0.188,0.047,0.0,0.5,0.0,0.078,0.17,0.83,0.2
1631096,Chet Holmgren,1610612760,OKC,22.0,10,9,0.109,0.4,1.3,0.308,0.308,0.092,0.4,1.1,0.364,0.017,0.0,0.2,0.0
1626153,Delon Wright,1610612748,MIA,32.0,4,4,0.25,0.5,1.25,0.4,0.6,0.05,0.0,0.25,0.0,0.2,0.5,1.0,0.5
1629652,Luguentz Dort,1610612760,OKC,25.0,10,8,0.132,0.5,1.2,0.417,0.583,0.033,0.1,0.3,0.333,0.099,0.4,0.9,0.444
1631107,Nikola Jović,1610612748,MIA,21.0,5,3,0.167,0.0,1.2,0.0,0.0,0.083,0.0,0.6,0.0,0.083,0.0,0.6,0.0
1630167,Obi Toppin,1610612754,IND,26.0,17,12,0.15,0.47,1.18,0.4,0.5,0.068,0.24,0.53,0.444,0.083,0.24,0.65,0.364
1631260,AJ Green,1610612749,MIL,24.0,6,5,0.438,0.67,1.17,0.571,0.643,0.188,0.5,0.5,1.0,0.25,0.17,0.67,0.25
202704,Reggie Jackson,1610612743,DEN,34.0,12,9,0.292,0.42,1.17,0.357,0.464,0.146,0.17,0.58,0.286,0.146,0.25,0.58,0.429
201572,Brook Lopez,1610612749,MIL,36.0,6,5,0.093,0.17,1.17,0.143,0.143,0.093,0.17,1.17,0.143,0.0,0.0,0.0,
1626167,Myles Turner,1610612754,IND,28.0,17,12,0.093,0.41,1.12,0.368,0.447,0.063,0.24,0.76,0.308,0.029,0.18,0.35,0.5
1630702,Jaden Hardy,1610612742,DAL,21.0,19,13,0.294,0.42,1.05,0.4,0.425,0.206,0.37,0.74,0.5,0.088,0.05,0.32,0.167
1629618,Jalen Pickett,1610612743,DEN,24.0,3,2,1.0,0.67,1.0,0.667,0.667,0.667,0.67,0.67,1.0,0.333,0.0,0.33,0.0
1641710,Anthony Black,1610612753,ORL,20.0,2,2,0.286,0.5,1.0,0.5,0.5,0.286,0.5,1.0,0.5,0.0,0.0,0.0,
1641724,Jett Howard,1610612753,ORL,20.0,2,2,0.667,0.5,1.0,0.5,0.75,0.333,0.0,0.5,0.0,0.333,0.5,0.5,1.0
203937,Kyle Anderson,1610612750,MIN,30.0,15,8,0.263,0.47,1.0,0.467,0.467,0.263,0.47,1.0,0.467,0.0,0.0,0.0,
1630581,Josh Giddey,1610612760,OKC,21.0,10,6,0.133,0.2,1.0,0.2,0.2,0.107,0.2,0.8,0.25,0.027,0.0,0.2,0.0
1629216,Gabe Vincent,1610612747,LAL,28.0,5,3,0.417,0.2,1.0,0.2,0.2,0.25,0.2,0.6,0.333,0.167,0.0,0.4,0.0
202738,Isaiah Thomas,1610612756,PHX,35.0,1,1,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.5,0.0,1.0,0.0
1630230,Naji Marshall,1610612740,NOP,26.0,4,3,0.143,0.0,1.0,0.0,0.0,0.143,0.0,1.0,0.0,0.0,0.0,0.0,
1629023,P.J. Washington,1610612742,DAL,25.0,22,15,0.09,0.36,0.95,0.381,0.405,0.064,0.32,0.68,0.467,0.026,0.05,0.27,0.167
1630573,Sam Hauser,1610612738,BOS,26.0,19,9,0.202,0.47,0.89,0.529,0.647,0.083,0.26,0.37,0.714,0.119,0.21,0.53,0.4
