GROUP_SET,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,PTS_OFF_TOV,PTS_2ND_CHANCE,PTS_FB,PTS_PAINT,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,BLK,BLKA,PF,PFD,NBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,PTS_OFF_TOV_RANK,PTS_2ND_CHANCE_RANK,PTS_FB_RANK,PTS_PAINT_RANK,OPP_PTS_OFF_TOV_RANK,OPP_PTS_2ND_CHANCE_RANK,OPP_PTS_FB_RANK,OPP_PTS_PAINT_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,NBA_FANTASY_PTS_RANK
Players,2405,Amar'e Stoudemire,Amar'e,1610612748,MIA,33.0,2,2,0,1.0,0.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,374,326,1,1,407,234,237,1,34,1,1,1,401,200,1,339,326,315
Players,1627362,Briante Weber,Briante,1610612748,MIA,23.0,1,1,0,1.0,8.6,0.0,0.0,0.0,0.0,2.0,3.0,0.0,8.0,0.0,0.0,0.0,1.0,8.0,404,362,1,1,1,234,237,175,303,423,433,1,1,200,1,1,10,3
Players,2547,Chris Bosh,Chris,1610612748,MIA,32.0,27,18,9,0.667,3.5,0.1,0.2,0.0,0.5,0.6,0.9,0.4,2.4,0.1,0.0,0.3,0.4,3.3,131,80,223,61,110,158,135,175,113,182,249,172,157,79,1,207,104,86
Players,2548,Dwyane Wade,Dwyane,1610612748,MIA,34.0,38,21,17,0.553,3.8,0.7,0.5,0.5,1.6,0.8,0.9,0.7,2.5,0.1,0.2,0.4,1.2,6.1,38,33,341,147,62,7,24,10,8,253,254,323,147,148,404,303,7,8
Players,101123,Gerald Green,Gerald,1610612748,MIA,30.0,21,14,7,0.667,2.6,0.3,0.0,0.2,0.1,0.4,0.7,0.3,2.2,0.1,0.0,0.1,0.3,2.2,188,119,188,61,228,49,229,52,287,104,172,157,184,56,280,81,161,170
Players,201609,Goran Dragic,Goran,1610612748,MIA,30.0,36,19,17,0.528,3.7,0.3,0.1,0.1,0.3,0.7,1.3,0.5,2.9,0.0,0.1,0.2,0.3,2.3,59,64,341,171,83,87,225,113,213,207,373,238,76,200,331,151,128,165
Players,202355,Hassan Whiteside,Hassan,1610612748,MIA,27.0,27,13,14,0.481,3.7,0.2,0.7,0.0,1.3,0.7,1.3,0.8,2.7,0.4,0.1,0.5,0.7,5.0,131,129,298,234,81,110,11,175,11,189,369,360,116,8,315,333,45,27
Players,2207,Joe Johnson,Joe,1610612748,MIA,35.0,42,16,26,0.381,3.7,0.2,0.4,0.2,0.4,1.3,0.8,0.6,3.1,0.0,0.0,0.3,0.2,2.8,16,99,431,305,75,114,50,58,147,369,211,299,49,200,233,234,187,113
Players,201177,Josh McRoberts,Josh,1610612748,MIA,29.0,2,1,1,0.5,1.7,0.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.5,0.0,2.4,374,362,31,188,324,234,4,175,34,280,1,1,62,200,1,339,326,155
Players,1626196,Josh Richardson,Josh,1610612748,MIA,22.0,13,5,8,0.385,1.8,0.0,0.0,0.0,0.0,0.5,0.6,0.6,1.5,0.1,0.0,0.5,0.1,1.0,250,252,204,303,308,234,237,175,303,125,154,288,287,112,1,324,306,314
Players,1626159,Justise Winslow,Justise,1610612748,MIA,20.0,33,20,13,0.606,3.4,0.2,0.3,0.1,0.5,0.8,1.1,0.6,2.0,0.1,0.1,0.4,0.4,2.6,81,45,281,101,124,116,88,110,128,238,329,285,200,91,338,286,118,137
Players,2736,Luol Deng,Luol,1610612748,MIA,31.0,37,21,16,0.568,3.0,0.1,0.1,0.3,0.3,0.7,0.8,0.8,2.3,0.0,0.0,0.3,0.2,2.4,51,33,324,134,176,168,171,41,189,209,241,363,169,186,1,209,241,152
Players,201596,Mario Chalmers,Mario,1610612748,MIA,30.0,18,13,5,0.722,2.4,0.3,0.2,0.2,0.3,0.9,0.9,0.3,1.8,0.1,0.1,0.3,0.8,2.8,211,129,153,52,257,76,145,76,175,264,279,141,252,142,294,193,30,115
Players,204020,Tyler Johnson,Tyler,1610612748,MIA,24.0,11,7,4,0.636,3.1,0.0,0.0,0.0,0.5,0.5,0.5,0.0,1.5,0.0,0.0,0.2,0.2,2.3,269,215,127,88,160,234,237,175,107,154,136,1,296,200,1,111,222,159
Players,2617,Udonis Haslem,Udonis,1610612748,MIA,36.0,2,1,1,0.5,1.8,0.0,0.0,0.0,1.0,1.5,0.0,0.0,1.0,0.0,0.0,0.0,0.5,1.0,374,362,31,188,310,234,237,175,34,397,1,1,343,200,1,1,66,315
