player_id,player,nickname,team_id,team,age,gp,w,l,w_pct,min,e_off_rating,off_rating,sp_work_off_rating,e_def_rating,def_rating,sp_work_def_rating,e_net_rating,net_rating,sp_work_net_rating,ast_pct,ast_to,ast_ratio,oreb_pct,dreb_pct,reb_pct,tm_tov_pct,e_tov_pct,efg_pct,ts_pct,usg_pct,e_usg_pct,e_pace,pace,pace_per40,sp_work_pace,pie,poss,fgm,fga,fgm_pg,fga_pg,fg_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,e_off_rating_rank,off_rating_rank,sp_work_off_rating_rank,e_def_rating_rank,def_rating_rank,sp_work_def_rating_rank,e_net_rating_rank,net_rating_rank,sp_work_net_rating_rank,ast_pct_rank,ast_to_rank,ast_ratio_rank,oreb_pct_rank,dreb_pct_rank,reb_pct_rank,tm_tov_pct_rank,e_tov_pct_rank,efg_pct_rank,ts_pct_rank,usg_pct_rank,e_usg_pct_rank,e_pace_rank,pace_rank,sp_work_pace_rank,pie_rank,fgm_rank,fga_rank,fgm_pg_rank,fga_pg_rank,fg_pct_rank
201582,Alexis Ajinca,Alexis,1610612740,NOP,28.0,59,20,39,0.339,14.6,99.6,98.8,98.8,102.6,101.4,101.4,-3.0,-2.6,-2.6,0.059,0.57,7.3,0.085,0.227,0.154,0.126,0.126,0.476,0.514,0.201,0.206,98.04,99.04,82.54,99.04,0.095,1767,150,315,2.5,5.3,0.476,260,303,367,389,332,366,375,375,163,119,119,290,287,287,390,429,426,79,33,44,352,354,303,297,155,155,237,171,171,185,250,261,250,262,132
202087,Alonzo Gee,Alonzo,1610612740,NOP,29.0,73,27,46,0.37,22.4,100.1,100.3,100.3,104.1,104.7,104.7,-4.0,-4.4,-4.4,0.063,1.31,17.5,0.035,0.111,0.073,0.134,0.134,0.551,0.572,0.091,0.092,99.61,99.25,82.71,99.25,0.053,3351,132,255,1.8,3.5,0.518,144,247,423,366,193,353,335,335,246,262,262,318,330,330,381,258,158,216,285,263,379,379,79,99,469,469,138,158,158,411,270,296,334,361,76
203076,Anthony Davis,Anthony,1610612740,NOP,23.0,61,24,37,0.393,35.5,102.6,103.7,103.7,107.3,107.8,107.8,-4.7,-4.1,-4.1,0.1,0.96,7.5,0.059,0.234,0.145,0.078,0.077,0.508,0.559,0.29,0.296,99.13,98.35,81.96,98.35,0.165,4425,560,1136,9.2,18.6,0.493,241,271,343,343,16,247,210,210,369,381,381,332,320,320,245,340,421,142,28,52,75,73,190,145,16,15,163,208,208,11,19,24,5,7,109
1626214,Bryce Dejean-Jones,Bryce,1610612740,NOP,23.0,14,8,6,0.571,19.9,99.4,100.0,100.0,106.4,106.8,106.8,-7.0,-6.8,-6.8,0.076,1.36,14.3,0.025,0.157,0.084,0.105,0.106,0.493,0.505,0.14,0.141,96.87,96.41,80.34,96.41,0.07,559,28,69,2.0,4.9,0.406,427,402,39,153,240,371,342,342,335,341,341,378,373,373,334,249,227,270,147,226,227,235,250,330,385,392,310,350,350,353,401,401,307,288,351
201967,Dante Cunningham,Dante,1610612740,NOP,29.0,80,28,52,0.35,24.6,102.7,103.0,103.0,109.1,109.3,109.3,-6.4,-6.3,-6.3,0.056,1.88,13.6,0.028,0.097,0.061,0.07200000000000001,0.07200000000000001,0.518,0.54,0.11,0.111,98.51,98.24,81.87,98.24,0.047,4022,186,412,2.3,5.2,0.451,44,237,446,385,164,241,238,238,408,415,415,366,366,366,400,123,251,254,339,325,56,58,155,212,457,459,199,220,220,426,218,215,274,274,196
201569,Eric Gordon,Eric,1610612740,NOP,27.0,45,14,31,0.311,32.9,102.5,103.6,103.6,105.1,105.9,105.9,-2.6,-2.3,-2.3,0.129,1.66,15.1,0.007,0.059,0.033,0.091,0.091,0.521,0.565,0.203,0.205,99.33,98.49,82.07,98.49,0.081,3039,231,552,5.1,12.3,0.418,327,352,265,396,48,250,215,215,284,309,309,276,270,270,173,176,203,452,462,467,138,137,147,117,149,157,150,199,199,273,165,155,83,68,311
203516,James Ennis III,James,1610612740,NOP,25.0,22,11,11,0.5,14.9,105.1,104.7,104.7,111.5,110.5,110.5,-6.4,-5.8,-5.8,0.104,1.11,12.4,0.066,0.069,0.067,0.11199999999999999,0.113,0.593,0.621,0.196,0.2,96.11,96.73,80.61,96.73,0.092,659,54,113,2.5,5.1,0.478,407,377,81,224,318,125,171,171,434,430,430,364,358,358,229,302,280,122,447,293,273,279,30,28,165,171,358,325,325,202,358,367,260,276,130
202706,Jordan Hamilton,Jordan,1610612740,NOP,25.0,11,4,7,0.364,27.6,104.1,104.2,104.2,115.3,114.2,114.2,-11.2,-10.0,-10.0,0.128,1.47,15.0,0.039,0.172,0.103,0.102,0.102,0.478,0.499,0.203,0.208,97.57,98.0,81.67,98.0,0.082,619,49,116,4.5,10.5,0.422,438,434,49,370,127,177,191,191,454,457,457,425,412,412,174,216,208,200,123,166,207,205,293,345,148,143,269,231,231,267,367,364,110,97,296
201950,Jrue Holiday,Jrue,1610612740,NOP,26.0,65,27,38,0.415,28.2,105.6,106.7,106.7,105.9,106.1,106.1,-0.3,0.6,0.6,0.365,2.34,24.6,0.014,0.094,0.053,0.105,0.105,0.485,0.529,0.283,0.287,99.71,99.13,82.61,99.13,0.129,3783,410,935,6.3,14.4,0.439,221,247,353,318,117,116,94,94,315,318,318,207,179,179,12,62,66,390,350,377,231,232,272,256,24,24,130,165,165,54,58,55,47,39,240
2570,Kendrick Perkins,Kendrick,1610612740,NOP,31.0,37,13,24,0.351,14.6,105.0,103.7,103.7,110.9,109.7,109.7,-5.8,-6.0,-6.0,0.077,0.76,19.5,0.048,0.196,0.122,0.258,0.259,0.533,0.529,0.103,0.106,98.72,99.84,83.2,99.84,0.046,1123,40,75,1.1,2.0,0.533,353,361,185,382,329,129,208,208,429,418,418,356,362,362,323,392,123,167,75,106,473,473,116,253,464,464,189,128,128,434,380,391,405,426,58
