group_set,player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,tov,stl,blk,blka,pf,pfd,pts,plus_minus,nba_fantasy_pts,dd2,td3,wnba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,fgm_rank,fga_rank,fg_pct_rank,fg3m_rank,fg3a_rank,fg3_pct_rank,ftm_rank,fta_rank,ft_pct_rank,oreb_rank,dreb_rank,reb_rank,ast_rank,tov_rank,stl_rank,blk_rank,blka_rank,pf_rank,pfd_rank,pts_rank,plus_minus_rank,nba_fantasy_pts_rank,dd2_rank,td3_rank,wnba_fantasy_pts_rank,team
Players,1628373,Frank Ntilikina,Frank,1610612752,NYK,22.0,12,9,3,0.75,0.8,0.1,0.3,0.333,0.1,0.2,0.5,0.2,0.2,1.0,0.0,0.2,0.2,0.1,0.0,0.1,0.0,0.0,0.3,0.1,0.4,-0.8,1.0,0,0,0.9,235,152,314,39,419,338,352,273,195,265,47,213,253,1,263,311,343,248,257,160,180,191,232,298,322,292,341,201,20,343,NYK
Players,1629011,Mitchell Robinson,Mitchell,1610612752,NYK,23.0,11,5,6,0.455,3.3,0.4,0.5,0.667,0.0,0.0,0.0,0.1,0.4,0.25,0.2,0.7,0.9,0.0,0.0,0.3,0.3,0.1,0.5,0.3,0.8,1.5,3.5,2,0,2.8,246,237,218,238,137,174,259,53,245,320,245,274,160,292,96,54,62,291,257,17,13,85,59,170,236,72,82,101,20,123,NYK
Players,202692,Alec Burks,Alec,1610612752,NYK,29.0,22,11,11,0.5,3.4,0.8,1.9,0.429,0.5,1.0,0.476,0.8,0.9,0.9,0.0,0.6,0.6,0.1,0.1,0.0,0.0,0.1,0.4,0.5,2.9,0.7,4.0,3,0,4.3,121,114,107,176,122,56,49,206,23,38,74,30,45,95,263,93,142,204,149,210,143,52,120,56,37,123,65,79,20,47,NYK
Players,1629628,RJ Barrett,RJ,1610612752,NYK,21.0,34,19,15,0.559,3.8,0.7,1.6,0.472,0.2,0.5,0.438,0.4,0.5,0.765,0.1,0.7,0.8,0.4,0.1,0.1,0.0,0.1,0.3,0.4,2.1,1.4,3.8,3,0,3.6,15,15,46,140,65,65,72,169,97,130,85,107,110,168,195,68,90,65,168,153,177,67,231,101,63,77,74,79,20,69,NYK
Players,201565,Derrick Rose,Derrick,1610612752,NYK,32.0,23,11,12,0.478,3.4,0.4,1.6,0.27,0.1,0.4,0.3,0.0,0.1,0.5,0.0,0.3,0.3,0.2,0.2,0.1,0.1,0.1,0.2,0.1,1.0,-0.3,2.2,1,0,2.2,104,114,87,224,125,141,68,321,144,148,160,292,296,248,263,230,281,161,83,86,55,56,306,297,184,241,196,139,20,180,NYK
Players,203901,Elfrid Payton,Elfrid,1610612752,NYK,27.0,14,6,8,0.429,2.8,0.3,0.9,0.308,0.0,0.1,0.0,0.1,0.2,0.667,0.1,0.0,0.1,0.2,0.1,0.0,0.0,0.1,0.1,0.2,0.7,-0.2,1.1,0,0,1.1,205,214,167,265,208,216,160,305,245,279,245,234,230,200,140,360,355,144,216,238,180,45,330,211,261,230,324,201,20,318,NYK
Players,1630193,Immanuel Quickley,Immanuel,1610612752,NYK,22.0,23,13,10,0.565,2.8,0.3,1.0,0.364,0.1,0.4,0.2,0.7,0.7,0.938,0.1,0.2,0.3,0.5,0.1,0.0,0.0,0.0,0.3,0.3,1.4,3.0,2.6,0,0,2.4,104,77,124,134,203,184,151,262,192,148,213,50,72,87,196,310,302,51,199,215,148,159,201,176,120,17,144,201,20,155,NYK
Players,201959,Taj Gibson,Taj,1610612752,NYK,36.0,14,8,6,0.571,2.6,0.1,0.1,0.5,0.0,0.0,0.0,0.5,0.7,0.7,0.4,0.3,0.7,0.0,0.0,0.0,0.0,0.1,0.5,0.4,0.6,1.3,1.5,0,0,1.4,205,171,218,125,242,344,390,117,245,320,245,70,68,193,20,238,105,291,257,238,180,109,69,83,278,89,281,201,20,297,NYK
Players,203457,Nerlens Noel,Nerlens,1610612752,NYK,27.0,17,10,7,0.588,4.7,0.2,0.3,0.6,0.0,0.0,0.0,0.3,0.5,0.556,0.2,0.6,0.8,0.1,0.0,0.1,0.2,0.1,0.6,0.4,0.6,0.2,2.6,1,0,2.1,175,137,192,108,20,294,343,75,245,320,245,145,105,247,69,94,80,274,257,193,21,136,42,115,277,181,150,139,20,188,NYK
Players,203493,Reggie Bullock Jr.,Reggie,1610612752,NYK,30.0,28,17,11,0.607,4.2,0.3,0.6,0.5,0.2,0.5,0.429,0.1,0.2,0.8,0.1,0.6,0.7,0.1,0.3,0.3,0.0,0.0,0.3,0.1,0.9,0.3,2.5,0,0,2.5,58,26,107,97,32,216,252,117,88,118,86,234,248,148,209,87,112,190,44,19,164,191,232,258,209,165,164,201,20,147,NYK
