player_id,player,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,usg_pct,pct_fgm,pct_fga,pct_fg3m,pct_fg3a,pct_ftm,pct_fta,pct_oreb,pct_dreb,pct_reb,pct_ast,pct_tov,pct_stl,pct_blk,pct_blka,pct_pf,pct_pfd,pct_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,usg_pct_rank,pct_fgm_rank,pct_fga_rank,pct_fg3m_rank,pct_fg3a_rank,pct_ftm_rank,pct_fta_rank,pct_oreb_rank,pct_dreb_rank,pct_reb_rank,pct_ast_rank,pct_tov_rank,pct_stl_rank,pct_blk_rank,pct_blka_rank,pct_pf_rank,pct_pfd_rank,pct_pts_rank,team
1628988,Aaron Holiday,Aaron,1610612745,HOU,27.0,78,39,39,0.5,1269.0,0.158,0.173,0.174,0.244,0.225,0.118,0.097,0.073,0.109,0.1,0.229,0.158,0.195,0.05,0.127,0.215,0.124,0.172,43,117,497,300,217,326,281,288,156,203,341,416,483,507,526,156,283,265,484,175,320,376,277,HOU
1630578,Alperen Sengun,Alperen,1610612745,HOU,21.0,63,29,34,0.46,2046.0,0.27,0.296,0.257,0.063,0.076,0.332,0.365,0.412,0.281,0.312,0.279,0.316,0.241,0.277,0.302,0.257,0.396,0.276,191,213,446,351,94,40,23,70,439,468,48,38,76,91,79,107,545,140,138,503,428,19,45,HOU
1641708,Amen Thompson,Amen,1610612745,HOU,21.0,62,30,32,0.484,1389.0,0.173,0.194,0.165,0.024,0.056,0.21,0.229,0.368,0.27,0.299,0.235,0.239,0.284,0.253,0.2,0.235,0.242,0.179,200,201,425,331,203,247,202,331,481,492,173,148,95,104,87,149,480,74,158,340,378,123,250,HOU
1626246,Boban Marjanović,Boban,1610612745,HOU,35.0,14,9,5,0.643,71.0,0.247,0.265,0.256,0.0,0.059,0.529,0.538,0.389,0.439,0.427,0.182,0.192,0.091,0.286,0.333,0.263,0.538,0.28,475,412,64,105,498,65,53,72,498,489,5,5,86,5,7,227,389,524,129,520,441,4,40,HOU
1641715,Cam Whitmore,Cam,1610612745,HOU,19.0,47,19,28,0.404,880.0,0.255,0.273,0.271,0.356,0.32,0.236,0.252,0.175,0.221,0.208,0.073,0.185,0.185,0.177,0.297,0.158,0.211,0.276,312,307,361,384,286,55,44,47,27,51,137,123,268,176,210,518,373,301,256,500,116,177,44,HOU
1628415,Dillon Brooks,Dillon,1610612745,HOU,28.0,72,36,36,0.5,2227.0,0.176,0.17,0.186,0.228,0.228,0.152,0.144,0.11,0.127,0.123,0.099,0.15,0.187,0.05,0.116,0.252,0.136,0.174,108,146,469,300,63,235,289,247,181,196,269,290,396,466,463,445,261,293,485,152,420,345,272,HOU
1627832,Fred VanVleet,Fred,1610612745,HOU,30.0,73,38,35,0.521,2684.0,0.194,0.183,0.204,0.307,0.289,0.193,0.177,0.056,0.132,0.113,0.414,0.185,0.239,0.237,0.106,0.16,0.181,0.199,99,124,461,295,13,174,240,183,68,81,190,224,521,456,490,15,371,146,183,127,120,226,190,HOU
1631095,Jabari Smith Jr.,Jabari,1610612745,HOU,21.0,76,39,37,0.513,2424.0,0.174,0.182,0.183,0.221,0.212,0.171,0.165,0.251,0.285,0.276,0.096,0.148,0.149,0.288,0.187,0.197,0.143,0.185,61,117,475,296,37,244,242,258,193,235,225,246,178,89,108,463,256,425,128,305,259,322,231,HOU
1630256,Jae'Sean Tate,Jae'Sean,1610612745,HOU,28.0,65,32,33,0.492,1031.0,0.115,0.126,0.12,0.079,0.096,0.069,0.08,0.261,0.181,0.2,0.13,0.133,0.216,0.16,0.139,0.295,0.133,0.111,181,183,437,327,257,511,470,511,428,451,458,448,165,275,222,348,194,200,289,198,491,356,504,HOU
1630224,Jalen Green,Jalen,1610612745,HOU,22.0,82,41,41,0.5,2601.0,0.27,0.248,0.272,0.289,0.308,0.295,0.287,0.073,0.211,0.179,0.211,0.29,0.171,0.126,0.339,0.108,0.263,0.26,2,97,507,300,21,39,80,45,88,61,71,85,481,200,277,177,530,343,350,529,35,97,63,HOU
201145,Jeff Green,Jeff,1610612745,HOU,37.0,78,39,39,0.5,1307.0,0.152,0.158,0.154,0.155,0.163,0.219,0.21,0.153,0.15,0.151,0.119,0.13,0.078,0.218,0.109,0.172,0.18,0.169,43,117,497,300,212,361,346,385,334,352,163,175,304,384,368,382,185,530,199,135,162,230,294,HOU
1631257,Jermaine Samuels Jr.,Jermaine,1610612745,HOU,25.0,14,8,6,0.571,60.0,0.098,0.153,0.122,0.0,0.054,0.125,0.087,0.2,0.227,0.22,0.097,0.0,0.125,0.286,0.286,0.185,0.167,0.141,475,423,80,225,510,547,370,508,498,496,321,440,237,164,188,459,1,476,129,485,215,263,406,HOU
1629111,Jock Landale,Jock,1610612745,HOU,28.0,56,28,28,0.5,763.0,0.139,0.156,0.14,0.045,0.065,0.181,0.173,0.373,0.151,0.217,0.171,0.133,0.157,0.375,0.253,0.234,0.19,0.146,252,221,361,300,307,422,353,442,463,481,208,232,93,383,194,261,193,401,79,450,377,212,393,HOU
1630207,Nate Hinton,Nate,1610612745,HOU,25.0,15,8,7,0.533,75.0,0.156,0.149,0.173,0.467,0.259,0.16,0.139,0.28,0.217,0.234,0.256,0.143,0.3,0.167,0.222,0.314,0.148,0.176,467,423,93,280,494,343,389,294,5,131,251,301,144,182,164,128,228,58,270,385,511,311,262,HOU
1631466,Nate Williams,Nate,1610612745,HOU,25.0,22,11,11,0.5,129.0,0.173,0.213,0.191,0.08,0.057,0.175,0.217,0.273,0.101,0.15,0.106,0.103,0.19,0.067,0.333,0.172,0.184,0.197,427,392,134,300,459,254,161,228,425,491,216,164,152,519,370,422,108,280,466,520,163,224,193,HOU
